공성	scalingladder				
공성	a siege, a besiegement				
공성용 큰 방패	testudo				
공성포	siegegun				
공세	offensive				
공세식	NULL				
공세의	aggressive				
공세적 행동	power play				
공세형	NULL				
공세화	NULL				
공소	NULL				
공소사실의 사실여부를 묻다	arraign				
공소원 판사	Load Justice				
공소장	NULL				
공손	civility, complaisance, courtesy				
공수	empty hands, the vanity of life				
공수	air transport				
공수	air defense				
공수	offense and defense				
공수단	air defense force				
공수되다	to be airborne				
공수래공수거	NULL				
공수배	NULL				
공수병	hydrophobia, rabies				
공수보급	air lift				
공수복	NULL				
공수소하물	air express				
공수판	air mail edition				
공수하다	to fly sth from here to there, to transport via air				
공수형	NULL				
공수화물	air cargo				
공순	piety				
공습	an air attack, an air raid				
공습경보	air alert				
공습경보	banshee wail (an air raid siren)				
공습경비원	air warden				
공시	synchromism, at the same time				
공시	a public announcement				
공시가격	posted price				
공시상	synchrony				
공시적	synchronism				
공시하다	to notify, to put up in a public bulletin				
공식	A formula or  formality				
공식 발표	communique				
공식 성명	handout				
공식 성명	outgiving				
공식 의견	deliverance				
공식 출전표	race-card				
공식 표시	formulation				
공식규격에 따른	formula				
공식마차	coach				
공식으로	officially				
공식으로 나타내다	formularize				
공식으로 나타내다	formulate				
공식적	Formal or  procedural				
공식적 개방 정책	glasnost				
공식적인 리셉션	pink tea				
공식적인 부인	dementi				
공식전이후 시즌의	postseason				
공식조사	fishing expedition				
공식증	sitophobia				
공식형	NULL				
공식화	formulation				
공식화하다	formulate				
공신	sb who will sacrifice a lot				
공신력	NULL				
공심돈	NULL				
공안	the police, public peace, Public welfare				
공안부	NULL				
공압	air pressure				
공액	conjugate				
공액근의	conjugate				
공약	 an empty promise				
공약	a publicly made commitment/promise				
공약수	a common divisor, common factor				
공양	NULL				
공양사	NULL				
공어음	fictitious bill(paper)				
공언	avowal				
공언	profession				
공언되지 않은	unannounced				
공언자	professor				
공언하다	declare, profess				
공언하지 않은	undeclared				
공언한	declared				
공언한	professed				
공업	The industry or manufacturing industry				
공업 디자인	industrial design				
공업 학교	poly				
공업 학교	technical school				
공업계	NULL				
공업국	NULL				
공업단지	industrial park				
공업디자이너	industrial designer				
공업부	NULL				
공업상	industrially				
공업용	NULL				
공업용 알코올	industrial alcohol				
공업용 텔레비젼	ITV				
공업용다이아몬드 부스러기	bort				
공업용수	NULL				
공업적	NULL				
공업제품	an industrial product				
공업주	industrial				
공업체	NULL				
공업품	NULL				
공업학교	NULL				
공업화	NULL				
공없이 얻은	unmerited				
공여	NULL				
공역	NULL				
공역	NULL				
공연	A public performance				
공연 예술	performing arts				
공연단	an actor's stage				
공연되다	To give a public performance				
공연물	NULL				
공연성	NULL				
공연예술	the performing arts				
공연자	co-star, ensemble				
공연장	Auditorium				
공연하기 위해 를 편성하다	choreograph				
공연하다	Offer a performance				
공연히	Futile or vain or useless				
공염불	NULL				
공영	coprosperity				
공영 단지	housing project				
공영 주택단지	council estate				
공영단지	project				
공영사상	Anglophobia				
공영의	public				
공영제	NULL				
공영주택	council house				
공영직업 소개소	jobcenter				
공예	industrial arts (e.g. ceramics), putting tog. pieces of metal to make art				
공예관	NULL				
공예기술	industrial arts				
공예실	NULL				
공예품	a work of industrial art				
공옥	to become knowledge and virtuous				
공용	community				
공용	O, H, M, S,				
공용 봉투	penalty envelope				
공용권자	commoner				
공용성의	consolute				
공용의	communal				
공용의	eutectic				
공용지	common land for the public				
공원	Park				
공원 관리인	park keeper				
공원묘지	NULL				
공원수	NULL				
공원화	NULL				
공위	voidance				
공위 기간중의 집정자	interrex				
공위기간	interregnum				
공위기간의	interregnal				
공유	joint ownership				
공유	public ownership				
공유결합	covalence, -lency				
공유권	common rights				
공유물	NULL				
공유영역	an interface				
공유원자가	covalence, -lency				
공유지	common land, public domain				
공유하다	communize				
공유화	communization				
공을 깎아치기	cut				
공을 깎아치다	cut				
공을 놓치다	muff				
공을 되받아치기	return				
공을 땅에 놓기	placement				
공을 땅에 떨어뜨려 튀어 오를 때 차는 방법	dropkick				
공을 맞힘	roquet				
공을 모아놓기	nurse				
공을 몰고 나가기	rush				
공을 몰고 나가다	rush				
공을 받아 아웃시키다	catch				
공을 잘못 치기	miscue				
공을 치기 전에지면에 스치다	sclaff				
공음전시	NULL				
공의	official				
공의 튐	dap				
공이	beetle				
공이	firing pin				
공이 맞음	roquet				
공이 몸에 맞은 타자	hit batsman				
공이 터치라인을 나간 뒤의 쓰루인	lineout				
공이 튀어 오르는 순간에 치기	half volley				
공이-로 갈라	pestle				
공이날아간 거리	carry				
공이치기	the cock of a gun, a firearm hammer				
공이치기 경매에 부치다	bring to the  hammer				
공이치기가 보이지 않는	hammerless				
공이치기를 잡아 당기다	cock				
공익	the common good, the public good, public interests				
공익비	commonarea charge				
공익사업	a utility company				
공익성	NULL				
공익자금	money from the govt. for companies providing public benefit				
공익적	NULL				
공인	common seal				
공인 간호사	registered murse				
공인 부동산 중개사	Realtor, r-				
공인 주류 판매인	licensee				
공인되지 않은	unauthorized				
공인되지 않은	unchartered				
공인된	accredited, approved, authorized				
공인받은 사람	licentiate				
공인의	certified				
공인의	regular				
공인하다	legalization				
공인하다	legalize				
공인회계사	C.P.A.				
공일	NULL				
공자	a prince				
공자	Confucious				
공자도	working drawing				
공작	peacock, peafowl				
공작	manual training, making something with the hands				
공작	getting ready to overtake or to put some plan into action				
공작	prince, duke, nobility				
공작  부인황족	princess				
공작 고사리 속의 속칭	maidenhair				
공작 고사리속	adiantum				
공작 고사리의 일종	Venusshair				
공작 기계	machine tool				
공작 미망인	dowager				
공작교육	sloyed				
공작기계	tool				
공작기계 일습	tooling				
공작동광	peacock ore				
공작령	duchy				
공작물	fixture				
공작부인	duchess				
공작비둘기	fantail				
공작석	malachite				
공작선	factory ship, a repair ship				
공작왕좌	Peacok Throne				
공작원	backroom boy				
공작의	ducal				
공작의	pavonine				
공작의 별명	Iron duke				
공작의 새끼	peachick				
공장	artisan or craftsman				
공장	Construction site				
공장 방식으로 운영되는 축산 농장	factory farm				
공장 안의 매점	tommyshop				
공장 절제	jejunectomy				
공장 제도	factory system				
공장 폐쇄	NULL				
공장 폐쇄	a shutout, a shutdown				
공장 협의회	works council				
공장내	in the plant, on the site				
공장단지	a construction complex				
공장도	ex factory				
공장법	Factory Acts				
공장에 음악 보내주는 시스템	muzak				
공장에서 만든	tailormade				
공장을 돌아다니는 사람	rounder				
공장장	NULL				
공장주	a manufacturer, a miller				
공장폐기물	industrial discharge				
공장폐기물	industrial waste				
공장폐쇄	a lockout, a closedown				
공장폐수	industrial effluent				
공재	coexistence				
공저	collaboration				
공저자	coauthor				
공적	a public enemy, an enemy of the masses				
공적	feat, performance				
공적	sth, ath which is related to the public -- governmental				
공적	a feat, some meritorious service				
공적 권리의 침해	Public wrong				
공적 부조	public acssistance				
공적 불법 방해	public nuisance				
공적 위법 행위	Public wrong				
공적 있는	deserving, meritorious				
공적인 알선 기관을 통하지 않은 입양	independent adoption				
공적행위	air piracy				
공전	atmospherics, static				
공전	revolution, revolving				
공전론	NULL				
공전시키다	to race around one time				
공전절후	전무후무(前無後無). without peer. 비교할 만한 것이 전에도 없었고, 앞으로도.				
공전제	NULL				
공전주기	a revolution, one time around; one year				
공전하다	to revolve				
공점	concurrent				
공정	the progress of work or a project ; the amt produced				
공정	equity, justice, rightness				
공정	official regulation or control				
공정가격	fixed price				
공정대	parashot				
공정도	a manufacturing process				
공정성	NULL				
공정하다	fair, just				
공정히	fairly				
공제	a deduction, sth subtracted				
공제당	NULL				
공제조합	benefit society				
공제조합	provident society				
공제하다	deduct,subtract				
공제하다	help eachother				
공제회	slate club				
공조	mutual assistance				
공조	NULL				
공존	coexistence				
공존	concomitance, -tancy				
공존하는	coexistent				
공죄	merit				
공주	A royal princess				
공주병	princess disease (thinking you're a princess to the world)				
공중	community, public				
공중	The air or  the sky				
공중 곡예사	aerialist				
공중 곡예의	aerobatic				
공중 광고	sky sign				
공중 급유용 파이프	probe				
공중 목욕탕	thermae				
공중 발사크루즈 미사일	ALCM				
공중 변소	public convenience				
공중 부양	levitation				
공중 부유 생물	aeroplankton				
공중 삭도	wire ropeway				
공중 생물학	aerobiology				
공중 어뢰	aerial torpedo				
공중 위생	public health				
공중 위생 면허장	D, P, H,				
공중 위생국 장관	surgeon general				
공중 전자 감시 장치	eyeinthesky				
공중 전화	a pay telephone, a public telephone				
공중 전화 박스	phone booth(box)				
공중 정지	hovering				
공중 질소고정	nitrogen fixation				
공중 케이블	aerial tramway				
공중 투하	airdrop				
공중 투하	paradrop				
공중 투하하다	airdrop				
공중 폭뢰	aerial mine				
공중권	air right				
공중그네	flying trapeze				
공중급유	inflight refueling				
공중납치하다	hijack				
공중누각	air castle. A 누각 is a 신기루 (a mirage). This is a metaphor for an absurd theory, or something unrelated to reality				
공중도덕	the moral of promoting the public welfare				
공중도덕심	NULL				
공중목욕탕	NULL				
공중발사유인미사일	ADM				
공중변소	comfort station(room)				
공중변소	public convenience				
공중분해	NULL				
공중선	radiator				
공중수송	air transport				
공중에 글씨 쓰기	skywriting				
공중에 뜨는	flying				
공중에 뜨다	levitate				
공중에 생기는-안테나곡예사	aerial				
공중에 치솟은	aerial				
공중에서 살포하는 금속편	chaff				
공중위생	NULL				
공중의	aerial, midair				
공중의	common, public				
공중의 순간 정지	elevation				
공중자기의	aeromagnetic				
공중전	airfight				
공중전화	A public payphone				
공중전화박스	call box				
공중정찰	air patrol				
공중제비	a flip, a somersault				
공중제비를 하다	tumble				
공중제비하는 비둘기	tumbler				
공중파	a public broadcast company				
공중팽이	diabolo				
공중합체	copolymer				
공중합체	interpolymer				
공중회전	loop				
공중회전그네	chairoplane				
공증의	notarial				
공증인	notary(public)				
공증인	scrivener				
공증인에 의하여	notarially				
공지	an area, an opening, a space				
공지	widely known throughout the world (2) a sticky, a public announcement on a forum				
공직	NULL				
공직 취임 운동자	officehunter				
공직자	incumbency				
공진	resonance				
공진	sympathetic vibration				
공진기	resonator				
공진의	resonant				
공진화하다	coevolve				
공진회	fair				
공진회	fairground				
공집합	empty set				
공집합	null set				
공짜	Free 				
공짜로	for free, without having to pay money for it				
공짜로 식사할 수 있는 곳	doughnut foundry				
공짜로 주는 것	throwin				
공짜의	freeofcharge				
공짜의	gratuitous				
공짜의 것	freebie				
공짜의 것	freeby				
공차	a remedy, tolerance				
공찰	NULL				
공참	NULL				
공채	company stock				
공채	public debt				
공채	a public invitation for job applicants				
공채증서	stock certificate				
공책	Notebook for taking notes and studying				
공처가	a henpecked husband				
공천	NULL				
공천 후보자 명부	ticket				
공천설	NULL				
공천자	NULL				
공청	NULL				
공청회	hearint				
공청회	public hearing				
공체	NULL				
공초	NULL				
공초점의	confocal				
공출	NULL				
공치사	NULL				
공칭의	nominal				
공쿠르상	goncourtprize				
공쿠르상	Prix Goncourt				
공탁	NULL				
공탁금	deposit				
공탁금	deposit money				
공탁소	depository				
공탁자	depositor				
공터	esplanade				
공터	vacant ground				
공통	Commonness, shared in common				
공통기반	common ground				
공통되다	To be common				
공통분모	NULL				
공통성	commonality, in common among the community				
공통성	NULL				
공통어	commonly used language/words				
공통적	Commonly				
공통점	A common point or  a common feature				
공판	a public trial				
공판 예정표	calendar				
공판기록	record				
공판부	NULL				
공판에 회부할 수 있는	triable				
공판에 회부해야 할	committable				
공판일	court day				
공판전의	pretrial				
공편자	coeditor				
공편자	collaborator				
공평	equity, evenness, fairness, justice				
공평 고용	fair employment				
공평무사	impartiality. 공평하여 사사로움이 없음				
공평하다	to be fair, equitable, impartial				
공평한	detached, dispassionate, evenhanded, impartial, square				
공포	empty rounds of ammunitation, blanks				
공포	an empty cell				
공포	a promulgation, a declaration				
공포	Fear or  dread				
공포감	a feeling of fear, fear				
공포물	NULL				
공포시대	Red Terror				
공포심	NULL				
공포적	NULL				
공포정치	terrorism				
공포증	phobias, a phobia				
공포증적인	phobic				
공포하다	to promulgate, publish				
공표	promulgation				
공표	publicity				
공표권	NULL				
공표금지 요청	Dnotice				
공표죄	NULL				
공표하다	circularize, proclaim, widely report all across the world				
공피증	scleriasis				
공핍	absence				
공핍	dearth				
공하 운임	dead freight				
공학	engineering				
공학가	engineer				
공학과	NULL				
공학이 아닌	singlesex				
공학자	technologist				
공학적	NULL				
공한	NULL				
공항	Airport				
공항 포터	skycap				
공항버스	Bus to the airport				
공항에서취소된 좌석이 나기를 기다리는 사람	gosho				
공해	the big, blue oceans				
공해	Environmental pollution				
공해병	a disease caused by pollution				
공해세	a pollution tax				
공허	emptiness, vacancy, vacuum				
공허감	NULL				
공허하게	emptily				
공허하게된	voided				
공허한	airy, blank, empty, hollow, inane, vacuous				
공헌	contribution				
공헌	service				
공헌도	NULL				
공헌론	NULL				
공헌자	contributor				
공헌하는	contributive				
공헌하다	chip				
공화 정체	republic				
공화 정체	republican				
공화국	commonweal, commonwealth, republic				
공화국으로 만들다	republicanize				
공화국의	republican				
공화당	Republican Party				
공화당원	republican				
공화력	French Revolutionary calendar				
공화정	NULL				
공화정체의	republican				
공화제	republic				
공화주의자	republican				
공화주의화하다	republicanize				
공황	running around like chickens with their heads chopped off, a panic, a tailspin				
공황적인	panic				
공황증	NULL				
공회	NULL				
공회당	a public hall, a town hall				
공회의 광장	forum				
공회전	NULL				
공훈전	NULL				
공휴일	A legal holiday				
곶	cape, promontory, spit				
곶감	a dried persimmon				
과	1) A course or  branch of study  2) a department or  a faculty				
과	A lesson or  a section or  a department				
과	natural order				
과	and				
과 Clytemnestra의 딸	Electra				
과 uptown의 중간 지대	midtown				
과 같이	as well   as				
과 경계를 접하다	skirt				
과 다른	than				
과 달라서	unlike				
과 동등하게	on a  level   with				
과 동의어	honour				
과 똑같다	equal				
과 접촉을 유지하다	keep in  touch   with				
과 정면 충돌하다	slick				
과 조화하여	in (out of)  keeping   with				
과감	resolution, determination				
과감한	drastic				
과객	audience				
과거	The state examination				
과거	The past				
과거동사	a verb in the past tense				
과거분사	a past participle				
과거사	sth that happened in the past, a past event				
과거식	NULL				
과거완료	the past perfect tense				
과거장	a list of the dead disciples from a temple				
과거제	NULL				
과거지사	past events				
과거형	the past tense				
과격	rabid and violent, radicality				
과격 급진주의	Jacobinism				
과격론	Bolshevist, ultimatism, ultraism				
과격론자	radical				
과격론자	ultra				
과격상태	radicality				
과격주의	Bolshevism, extremism				
과격주의를 버리게 하다	deradicalize				
과격주의사상	bloshevism				
과격주의자	Bolshie				
과격파	Bolshevik, extremist, rad				
과격파 강경 탄압	hardhattism				
과격파를 좋아하기	radical chic				
과격파의	Bolshie				
과격파의 사람	Jacobin				
과격파의 사람	sansculotte				
과격하게	wildly				
과격하지 않음	gentleness				
과격한	extreme, radical, ultra				
과곡	vallecula				
과공비례	NULL				
과금	charging money for sth				
과급기	supercharger				
과급하다	supercharge				
과기	defeat				
과꽃	aster				
과꽃	China aster				
과냉각하다	undercool				
과녁	a mark, a target				
과녁	a butt (of jokes)				
과녁 복판의 흰 별	carton				
과녁의 내권내권 명중	inner				
과녁의중심점	bullseye				
과녁판	wand				
과년	marriageable				
과다	excess, overabundance, plethora, surfeit				
과다한	decisive				
과단성	making prompt decisions				
과단하다	to decide quickly				
과달카날	Guadalcanal				
과당	fructose				
과당	fruit sugar				
과당	levulose				
과당경쟁	rat race				
과대	exorbitance				
과대	grossness				
과대  망상적인	paranoid				
과대 개발	overexploitation				
과대 광고	puff				
과대 망상 환자	megalomaniac				
과대 망상광	megalomania				
과대 망상의	megalomaniac				
과대 선전	puffery				
과대 청구하다	overinvoice				
과대 평가하다	overestimate				
과대 평가하다	overrate				
과대 표현을 피하기	reserve				
과대 확장	overextension				
과대광고	hype				
과대망상	folie de grandeur. 현실과 동떨이진 (동떨어지다 : to be very far apart) 엉뚱한 ( 엉뚱하다 : extravagant) 생각.  examples: 공주병 and 왕자병, or expecting good results with no hard work				
과대망상적	NULL				
과대망상적인	expansive				
과대망상증	believing one`s exaggerations of reality				
과대선전	hoopla				
과대평가	overestimate				
과대평가	overestimation				
과대평가하다	overprize				
과대하게	large				
과대한	bombastic, hyperbolic				
과덕지인	NULL				
과도	a transition				
과도	a knife				
과도	excess, exorbitance, immoderation, intemperance				
과도기	transitional period				
과도기적	NULL				
과도적	transitional				
과도하다	excessive, intolerable, overblown, overdone				
과두 독재국	oligarchy				
과두 정치	oligarchy				
과두정치	oligarch				
과두정치의 집정자	oligarch				
과라니 족	Guarani				
과람	NULL				
과량	in an excessive amount				
과로	overfatigue, overstrain, overwork				
과로 하다	overtire				
과로시키다	overwork				
과로케 하다	overfatigue				
과로케하다	overdo				
과로하다	overwork				
과로한	overdone				
과로한	overwrought				
과료	NULL				
과료에 처할 수 있는	finable				
과르네리우스	Guarnerius				
과리 버섯속	death cup				
과립	granulation				
과립 모양의	granular				
과립 모양의	granulated				
과립구	granulocyte				
과립성 백혈구	granulocyte				
과립이 모여된	grumose				
과립형	NULL				
과립화	NULL				
과망간산 칼륨	potassoium permanganate				
과망간산염	permanganate				
과멸	shipwreck				
과목	A subject or  a lesson				
과목주의	NULL				
과묵	reticence, taciturnity				
과묵형	NULL				
과문	NULL				
과문불입	you are so busy you pass by the door to your own house~				
과민	NULL				
과민성	NULL				
과민성을 없애다	desensitize				
과민심장	irritable heart				
과민증	hypersensitivity				
과민증의	anaphylaxis				
과민증의	hypersensitive				
과민한	highstrung, hypersensitive, supersensitive				
과밀	NULL				
과밀학구	impacted school district				
과반	NULL				
과반수	generality, majority, major part				
과병	gynophore				
과보호	NULL				
과보호하다	overprotect				
과부	a widow				
과부댁	NULL				
과부산	dower				
과부살이	viduity (the state of being widowed)				
과부적중	NULL				
과분	NULL				
과분한	undeserved				
과사	an article (a, the)				
과산화	NULL				
과산화물	peroxide				
과산화수소	hydrogen peroxide				
과산화수소로 표백하다	peroxide				
과산화수소를 물과 산소로 분해하는 효소	catalase				
과선하다	shipwreck				
과세	taxation				
과세금	the tax charged				
과세평가인	a tax assessor				
과세하다	to agist, assess, tax				
과소	too small, dimunitive				
과소비	NULL				
과소평가	NULL				
과속	NULL				
과수	fruit tree				
과수 재목	fruit wood				
과수 재배	orchardist				
과수 재배	pomiculture				
과수 재배자	fruiter				
과수댁	NULL				
과수를받치는시렁	espalier				
과수원	orchard				
과수원의 전체 과수	orchard				
과수의 여신	pomona				
과수재배자	orchard				
과수정	superfetation				
과숙의	postmature				
과시	exhibition, fanfare, flaunt, foofaraw				
과시되고 있는	vaunted				
과시벽	exhibitionism				
과시적 소비	conspicuous consumption				
과시하다	display, flaunt, sport				
과식	overeating, hyperphagia				
과식체	euphuism				
과식하다	overeat				
과신	overconfidence, overcredulity				
과실	error, fault, gaffe, misstep				
과실	fruits, results				
과실상규	NULL				
과실음료	NULL				
과실주	fruit wine				
과실치사	involuntary manslaughter				
과실학	carpology				
과언	NULL				
과업	doing the necessary tasks to get some result				
과연	Just as one thought				
과연그래	indeed				
과열	superheating				
과열시키다	to overheat				
과열음	plosive				
과열장치	superheater				
과열하다	to superheat				
과염소산	perchloric acid				
과염화물	perchloride				
과영양	hyperalimentation				
과오	aberrance, aberrancy, a blunder				
과옥소산	periodic acid				
과옥화물	periodide				
과외	Extracurricular work				
과외 활동	extracurricular activity				
과외비	NULL				
과외의	extracurricular				
과욕	NULL				
과용	overuse				
과용하다	overuse				
과우성	overdominance				
과원	NULL				
과월	NULL				
과유불급	too little and too much are basically the same				
과육	the flesh of a fruit, the pulp, the sarcocarp				
과음	crapulence, over-drinking				
과음하다	to overdrink				
과음한	crapulent				
과의	departmental				
과인산 비료	superphosphate				
과인산염	superphosphate				
과일	A fruit				
과일 파리	a ruit fly				
과일상	a fruit seller				
과일즙	pure fruit juice				
과잉	excess, overabundance, the amount of surplus				
과잉보상	overcompensation				
과잉보호	NULL				
과자	A snack or  pastries or  candy				
과자 제조소	confectionery				
과자 제조의	confectionary				
과자류	confectionery				
과자빵	cookie, cook(e)y				
과자제조	confectionery				
과작하다	overwrite				
과장	The department/section head				
과장 없는	soberly				
과장된	blownup, exaggerated, inflated, pompous				
과장된 성적 매력	zazzle				
과장된 애국주의	spreadeagleism				
과장된 연기	ham				
과장된 표현	heroic				
과장된 표현으로	rhetorically				
과장된행동을하다	emote				
과장법	hyperbole				
과장법	hyperbolism				
과장법을 쓰다	hyperbolize				
과장법의	hyperbolic				
과장의	hypergolic				
과장적	NULL				
과장적 표헌	exaggeration				
과장적인 것	exaggerator				
과장적인 연설가	rhetorician				
과장하는 버릇이 있는 사람	megalomaniac				
과장하다	exaggerate, hyperbolize, inflate, magnify, overdo, overstate				
과장하여 생각하다	make heavy  weather   of				
과장하여 쓰다	overwrite				
과장하여 연기하다	overact				
과장하여 연기하다	overplay				
과장한	colored, magniloquent, Ossianic, overcolored				
과장해서 말하는 사람	exaggerator				
과장해서 말하다	demagogue				
과장해서 친밀감을 보이다	backslap				
과적재	surcharge				
과전불납리	don`t bend over in a cucumber patch to fix your shoe because sb may think you`re stealing a cucumber. Don`t behave as if you are inviting disaster.				
과점	oligopoly				
과점적	NULL				
과정	A course or  curriculum				
과정	Process or  course				
과정론적	NULL				
과정적	NULL				
과제	(historical) having passed a qualifying exam				
과제	a task; a subject or a thesis or homework; an exercise/a problem				
과제물	a homework assignment				
과중	surcharge				
과중한	overburdensome				
과즙	fruit juice				
과즙기	juicer, reamer				
과징금	levying a fine, a surcharge				
과찬	overpraise				
과채류	NULL				
과축	columella				
과충전	surcharge				
과충전하다	surcharge				
과태료	a fine				
과택면	gloss				
과테말라 사람의	Guatemalan				
과테말라의	Guatemalan				
과표	NULL				
과피	pericarp				
과피	seed vessel				
과하게 먹이다	overfeed				
과하는	inflictive				
과하다	inflict punishment on a person				
과하다	impose a task on sb				
과하다	charge taxes to, lay taxes on				
과하다	excessive, undue				
과하지 않은	reasonable				
과학	Science				
과학 기술 공포증	technophoobia				
과학 기술 만능주의 반대	antitechnology				
과학 기술을 겁내는 사람	teachnophobe				
과학 발생 이전의	prescientific				
과학 수사 연구소	crime laboratory				
과학 이전의	prescientific				
과학계	NULL				
과학과	NULL				
과학관	NULL				
과학기술	technology				
과학기술 중심주의	technocentered				
과학기술이 지배하는	technetronic				
과학기술자	technologist				
과학기술편중주의	technomania				
과학도	NULL				
과학물	NULL				
과학사	technography				
과학사가	NULL				
과학성	NULL				
과학실	NULL				
과학자	Scientist				
과학자용 인공어	interlingua				
과학적	Scientifically				
과학적 탐구	research				
과학적 태도.과학 용어	scientism				
과학적으로 설명할 수 없는	paranormal				
과학적인	denotative				
과학적인	scientific				
과학적인 정밀성	elegance				
과학주의	scientism				
과학주의적	NULL				
과학화	NULL				
과함	imposition				
과혈당증	hyperglycemia				
과형	NULL				
과환기	hyperventilation				
과흥분	hyperexcitability				
과히 중요하지 않은	dispensable				
곽	NULL				
관	duct, pipe, tube				
관	sth to do with the government				
관	coffin				
관	an article/conditions of the law				
관	corona, king`s crown				
관	outlook, point of view				
관	a large hall				
관 덮는 천	pall				
관 뚜껑에 붙이는 명찰	coffin plate				
관 모양의	tubular, tubulate				
관 모양의 물건	tube				
관 씌우개로 덮다	pall				
관가	official building				
관개	irrigation				
관개된	watered				
관개의	irrigative				
관개차	irrigator				
관개하는 사람	irrigator				
관개하다	flood				
관개하다	irrigate				
관개할 수 있는	irrigable				
관객	Spectator				
관객 등을 끄는 수완	showmanship				
관객 참가 연극	participatory theater				
관객석	scaffold				
관객을 과도하게 의식하기	rabbit ears				
관객을 이화하다	endistance				
관객참가의	participational				
관객층	NULL				
관건	key point				
관게하다	connect				
관계	Connection or  relation				
관계	official, officialdom, government circles				
관계	cinammon				
관계	a level of government office				
관계	NULL				
관계국	NULL				
관계대명사	relative				
관계되다	Be affected or  influenced by				
관계된	engage				
관계망	NULL				
관계물	relative				
관계법	NULL				
관계사	relative				
관계사적인	relatival				
관계사절	relative clause				
관계시키다	affiliate, interest, form a relation with				
관계없는	extraneous, indifferent, of no relation, not important				
관계없이	Without any relation				
관계인	NULL				
관계있음	relativity				
관계자	The interested or affected parties				
관계적	NULL				
관계집	customary				
관계하다	to be involved or connected with				
관계하여	relational				
관계회복	fencemending				
관곡	NULL				
관골	jugal				
관골구	acetabulum				
관골구의	cotyloid				
관공리 사회	officialdom				
관공사	a government office				
관공서	office, public office				
관공서풍	official				
관과	pretermission				
관광	Sightseeing or  tourism				
관광 안내소	tourist bureau (agency)				
관광 안내원	cicerone				
관광 여행하다	sightsee				
관광객	A tourist				
관광객에게 인기 있는	tluristy				
관광객용 캠프	tourist camp				
관광객풍의	touristy				
관광단	excursion, tourist party				
관광단지	NULL				
관광버스	Tourist bus				
관광업계	NULL				
관광업체	NULL				
관광전	NULL				
관광지	Tourist area				
관광지화	NULL				
관광지화된	tluristy				
관광학과	NULL				
관구	precinct, region				
관군	NULL				
관권	NULL				
관극	theatergoung				
관극용 소형 쌍안경	opera glass				
관극용 여성 외투	operacloak				
관급	NULL				
관급의	GI,				
관급의	government issue				
관급품	government issue				
관내	NULL				
관내 열람.도서	reference book				
관념	An idea or  notion				
관념 연합론자	associationism				
관념 연합설	associationism				
관념 형태	ideology				
관념론	idealism				
관념론자	ideologist				
관념론자	idealist				
관념론적인	tenderminded				
관념상의	notional				
관념성	ideality				
관념연합	association				
관념운동성의	ideomotor				
관념운동적인	ideomotor				
관념의	presentational				
관념적	NULL				
관념적 대상	ideate				
관념적인	ideal				
관념적인	idealy				
관념주의	idealism				
관념주의자	idealist				
관념학	ideology				
관념학의	ideological				
관념학파의 사람	ideologist				
관념화	ideation				
관념화 하다	ideate				
관노	NULL				
관능	sense				
관능	organic [physical,body] functions				
관능	carnal desires and lust				
관능미	NULL				
관능성	NULL				
관능에 호소하는	voluptuous				
관능적	stimulating the senses, sensual				
관능주의	sensationalism				
관대	catafalque, bier				
관대	forgiveness, generosity, lenience, lenity				
관대하게	generously				
관대하게	greatly				
관대하게 하다	relax				
관대한	charitable, generous, greathearted, indulgent, liberalminded, tolerant				
관대함	permissivsm				
관대히	forgivingly, mercifully				
관대히 다루다	tolerate				
관동	coltsfoot, American ginseng				
관동	an area of 강원도				
관두다	leave something alone				
관두형	NULL				
관등	NULL				
관람	Inspection or  viewing				
관람객	visitors to an exposition				
관람료	NULL				
관람석	pavilion				
관람자	NULL				
관람자적	NULL				
관련	Relation or  connection or  reference				
관련 있는	referential				
관련국	NULL				
관련되다	Be connected or  related to				
관련되어 있는	relative				
관련설	NULL				
관련성	relativity				
관련성이 없는	choppy				
관련세	NULL				
관련시키다	connect				
관련시키다	implicate				
관련업	NULL				
관련을 가지다	regard				
관련이 있다	relate				
관련있는 사람	child				
관련자	NULL				
관련통	referred pain				
관련하다	To be related to or  connected to				
관련하여	connected				
관례	convention, custom, institution, rite, routine, tradition				
관례	a coming-of-age ceremony for boys				
관례 존중주의	conventionalism				
관례상	customarily				
관례상어긋난	incorrect				
관례상의	consuetudinary				
관례상의 작위	courtesy title				
관례서	consuetudinary				
관례에 따르게 하다	conventionalize				
관례존중	routinism				
관례존중자	conventionalism				
관례화	NULL				
관례화하다	routinize				
관록	dignity, importance				
관록 있는	matronly				
관록파	the person at the top				
관료	bureaucrat, official				
관료배	NULL				
관료식의	bureaucratic				
관료의식	NULL				
관료적	NULL				
관료전	NULL				
관료전제	NULL				
관료정치	bureaucracy				
관료제	bureaucracy				
관료주의	bureaucratism				
관료주의	Circumlocution Office, officialism				
관료주의적	NULL				
관료층	NULL				
관료화	bureaucratization				
관료화하다	to bureaucratize				
관류	perfusion				
관류율	NULL				
관리	A government official				
관리	Management or  administration				
관리계	NULL				
관리계장	NULL				
관리과	NULL				
관리과장	NULL				
관리관	NULL				
관리국장	NULL				
관리도	control chart				
관리령	NULL				
관리법	NULL				
관리부	NULL				
관리부장	NULL				
관리비	commonarea charge				
관리사	NULL				
관리소	NULL				
