burbundi  [VESSEL]  𒁓𒅮𒁲;𒁓𒉽𒉽𒁲;𒁓𒅮  bur-bun2-di ;  bur-bu10-di ;  bur-bun2  "a vessel" 
burburbabbar  [NOISE]  𒁔𒁔𒌓  bur2-bur2-babbar  "a noise" 
burgi  [COMMODITY]  𒁓𒄀  bur-gi  "a commodity" 
bursaĝ  [BUILDING]  𒁓𒊕  bur-saĝ  "a building" #? 
bursaĝ  [SERVANT]  𒁓𒊕  bur-saĝ  "a servant" #buršanu 
buru  [DISEASE]  𒄬  buru8  "a disease" #ašû 
buru  [FISH]  𒉅𒄩  buru5 ku6  "a fish" 
bur'u  [UNIT]  bur'u·(𒌋·𒆜);bur'u·(𒄶)  bur'u x (|U×KASKAL|) ;  bur'u x (|HI×U|)  "a unit of area" 
buru.BAD.BAD.ba  [BIRD]  𒉅𒁁𒁁𒁀𒄷  buru5-|BAD.BAD|-ba mušen  "a bird" 
buru'ad  [BIRD]  𒉅𒄉𒄷  buru5-ad2 mušen  "a bird" 
buru'az  [BIRD]  𒉅𒊍𒄷;𒉅𒍖𒄷  buru5-az mušen ;  buru5-uz mušen  "a bird" #? 
buru'edinak  [BIRD]  𒉅𒂔𒈾𒄷  buru5-edin-na mušen  "a bird" 
burugi  [BIRD]  𒉢𒁓𒄀𒄷  buru4-gi mušen  "a bird" 
burugir  [BIRD]  𒉅𒄈𒄷  buru5-gir mušen  "a bird" 
burugizi  [BIRD]  𒉅𒄀𒍣𒄷  buru5-gi-zi mušen  "a bird" 
buruhabrudak  [BIRD]  𒉅𒆢𒁕𒄷  buru5-habrud-da mušen  "a bird" 
buruhur  [BIRD]  𒉢𒁓𒄯𒄷  buru4-hur mušen  "a bird" 
burukarkid  [BIRD]  𒉅𒋼𒀀𒆤𒄷  buru5-kar-kid mušen  "a bird" 
burukišig  [BIRD]  𒉅𒄉𒄷  buru5-kišig2 mušen  "a bird" 
burunita  [BIRD]  𒉅𒍑𒄷  buru5-nita mušen  "a bird" 
burusigsig  [BIRD]  𒉅𒅊𒅊𒄷  buru5-sig7-sig7 mušen  "a bird" 
burutir  [BIRD]  𒉅𒌁𒄷  buru5-tir mušen  "a bird" 
buruzuluma  [BIRD]  𒉅𒅗𒈝𒈠𒄷  buru5-zu2-lum-ma mušen  "a bird" 
burzi  [BOWL]  𒁓𒍣  bur-zi  "a bowl" #pursû 
buzhili  [STONE]  𒁍𒍖𒄭𒇷  bu-uz-hi-li  "a stone" 
buzin  [PLANT]  𒁍𒍢𒅔  bu-zi2-in  "a plant" #buşinnu 
da  [BIRD]  𒁕𒄷  da mušen  "a bird" 
daban  [HARNESS]  𒋰𒋰𒑖  daban  "a part of a harness" #šardappu 
dabašin  [OBJECT]  𒋢𒆯  kuš dabašin  "a leather object" #dabašinnu 
dabatum  [TEXTILE]  𒁕𒁀𒌈  da-ba-tum  "a textile" #tapatu 
dabiltum  [POT]  𒂁𒁕𒉋𒌈  dug da-bil2-tum  "a pot" #tabiltu 
daggaz  [BLOCK]  𒎎𒁕𒄤  na4 da-gaz  "a stone block" 
daKA  [FISH]  𒁕𒅗𒄩  da-KA ku6  "a fish" 
dal  [VESSEL]  𒂁𒊑  dug dal  "a measuring vessel?" #nassapu 
dalu  [OBJECT]  𒋢𒁕𒇻𒍗;𒋢𒁕𒇻  kuš da-lu-uš2 ;  kuš da-lu  "a leather object" #anuššu 
damga  [~PLOW]  𒄑𒁮;𒄑𒁕𒀭𒂵;𒄑𒁮𒂵;𒋢𒁮𒂵  ĝeš dam ;  ĝeš da-an-ga ;  ĝeš dam-ga ;  kuš dam-ga  "a part of a plow" #puqdu 
damkaš  [PROFESSION]  𒁮𒁽  dam-kaš4  "a profession" 
damšelum  [PLANT]  𒁮𒊺𒈝;𒄑𒈢𒁮𒋻𒈝  dam-še-lum ;  ĝeš hašhur dam-šil-lum  "a plant" #damšillu 
dana  [UNIT]  𒁕𒈾;𒆜𒁍;KASKAL  da-na ;  danna ;  dana2  "a unit of length, double-hour (distance), double-mile" #bêru 
DANAGAR  [CONTAINER]  𒁕𒉄  DA.NAGAR  "a container" 
dar  [BIRD]  𒁯𒄷  dar mušen  "a bird, black francolin" #ittidû ;  tarru 
dar.NI  [BIRD]  𒁯𒉌  dar-NI  "a bird" 
dara  [FISH]  𒁯𒊏𒄩  dar-ra ku6  "a fish" 
daranita  [FISH]  𒁰𒍑𒄩  dara3-nita ku6  "a fish" 
daranšub  [~WORKER]  𒁕𒊏𒀭𒊒  da-ra-an-šub  "a designation of workers" 
dargizi  [BIRD]  𒁯𒄀𒍣𒄷  dar-gi-zi mušen  "a bird" #durummu 
darzizi  [BIRD]  𒁯𒍣𒍣𒄷;𒁯𒅊𒅊𒄷  dar-zi-zi mušen ;  dar-si12-si12 mušen  "a bird" 
degdega  [WORKER]  𒇽¿¿𒂵;¿¿𒂵  lu2 deg5-deg5-ga ;  deg5-deg5-ga  "a category of worker" 
didli  [FISH]  𒐀𒄩  didli ku6  "a fish" 
dih  [WEED]  𒄑𒆨;𒆨;𒄑𒁾  ĝeš dih3 ;  dih3 ;  ĝeš tehi  "a weed with thorns" #baltu 
dili  [FISH]  𒀸𒄩  dili ku6  "a fish" 
dilibipila  [BIRD-CRY]  𒁲𒇷𒁉𒉿𒆷;𒁲𒇷𒅁𒉿  di-li-bi-pi-la ;  di-li-ib-pi  "a bird call" 
dilimbanda  [BOWL]  𒄑𒇺𒌉𒁕  ĝeš dilim2-banda3 da  "a bowl" #tannu 
dim  [FISH]  𒁴𒄩  dim ku6  "a fish" 
dimdim  [INSTRUMENT]  𒄑𒈚𒈚  ĝeš dim3-dim3  "a musical instrument" 
dimgal  [POLE]  𒁴𒃲;𒁲𒅎𒄖𒌌  dim-gal ;  di-im-gu-ul  "a pole" #mahrašu ;  markasu ;  ushamu 
dimgi  [PLANT]  𒈚𒄄  dim3-gi4  "a plant" 
dimgi  [VEGETABLE]  𒁴𒄀𒊬  dim-gi sar  "a vegetable" #akkulakku ;  şippatu 
dimma  [~SHEEP]  𒁴·(𒁆)𒈠  dim x (BALAĜ)-ma  "a designation of sheep" #takmīsu 
dimna  [DAIRY]  𒌋𒂵  dimna  "a milk product" #itirtu 
dimšilum  [WOOD]  𒄑𒁴𒅆𒈝;𒄑𒈚  ĝeš dim-ši-lum ;  ĝeš dim3  "a type of wood" #damšillu 
dinetum  [OBJECT]  𒄑𒁲𒉈𒌈  ĝeš di-ne-tum  "a wooden object" 
du  [FISH]  𒇯𒄩  du6 ku6  "a fish" 
DU.ŠU  [TOOL]  𒆕𒋗  DU3-ŠU  "a tool" 
dubad  [LAND]  𒆠𒆗  dubad  "a type of fallow land" #apītu 
dubban  [STONE]  𒎎𒁾𒁀𒀭  na4 dub-ba-an  "a type of stone" 
DUBdu  [VEHICLE]  𒄑𒋃𒆕;𒄑𒁾;𒁾𒆕;𒄑𒋃𒄭  ĝeš ŠID-du3 ;  ĝeš DUB ;  DUB-du3 ;  ĝeš ŠID-du10  "a part of a vehicle" 
dubdubu  [BIRD]  𒁆𒁆𒁍𒄷  dub2-dub2-bu mušen  "a bird; a bat" #akkannu ;  suttinnu ;  šagaşu 
dubĝal  [SCRIBE]  𒁾𒅅  dub-ĝal2  "a scribe or scribe's assistant" 
dubla  [BIRD]  𒁾𒇲𒄷  dub-la2 mušen  "a bird" 
dubsar  [FISH]  𒁾𒊬𒄩  dub-sar ku6  "a fish" 
dubšendilim  [CONTAINER]  𒁾𒊿𒇺  dub-šen-dilim2  "a container" 
DUBTI  [BIRD]  𒁾𒋾𒄷  DUB.TI mušen  "a bird" 
dubuldabal  [SOUND]  𒁺𒁍𒌌𒁕𒁀𒀠  du-bu-ul-da-ba-al  "a sound (onomatopoeic)" 
dug  [BIRD]  𒄭𒄷;𒁺𒄷  dug3 mušen ;  du mušen  "a bird" 
duggantug  [BAG]  𒋢𒄭𒃶𒌆  kuš dug3-gan-tug2  "a leather bag" 
duksium  [SHIELD]  𒋢𒄭𒊌𒋛𒌝;𒋢𒁺𒊌𒋛𒌝;𒋢𒂃𒊌𒅆𒌝;𒋢𒌅𒊌𒋛𒌝  kuš du10-uk-si-um ;  kuš du-uk-si-um ;  kuš du8-uk-ši-um ;  kuš du2-uk-si-um  "a shield" #tukšu 
dukug  [LOCUS]  𒇯𒆬  du6-kug  "a cultic and cosmic place" #? 
dul  [TEXTILE]  𒂈  dul4  "a textile" 
dumudaba  [WORKER]  𒌉𒆪𒁀  dumu-dab5-ba  "a type of worker" 
dumugugur  [WORKER]  𒌉𒄞𒄥  dumu-gu4-gur  "a type of worker" 
dumuKA  [RELATION]  𒌉𒅗  dumu-KA  "a kinship term" #? 
dumuni  [PLANT]  𒌑𒌉𒉌  u2 dumu-ni  "a plant" 
dun  [WEAPON]  𒂈  dun4  "a thrusting weapon" #dēpu 
DUNGIŠA  [BIRD]  𒂅𒄀𒊷𒄷  DUN3 .GI.ŠA6 mušen  "a bird" 
DUNGUNU  [OBJECT]  𒌓𒊕𒁇𒂆  zabar |DUN3 @g|  "a bronze item" 
dupsik  [BASKET]  𒂵𒂅 ga.TUN "basket";𒄑𒂵𒂅 ga.TUN "basket";𒄀𒂵𒂅 ga.TUN "basket";𒉽𒈿𒉺  dupsik ;  ĝeš dupsik ;  gi dupsik ;  zub-sig3  "a basket (for carrying earth and bricks)" #tupšikku 
dur  [BIRD]  𒂉𒄷;𒂉𒄷  dur mušen ;  dur2 mušen  "a bird" 
DUR.DUR  [BIRD]  𒂉𒂉𒄷  |DUR2 .DUR2 | mušen  "a bird" 
durBAD  [BIRD]  𒂉𒂦𒄷  dur2-BAD3 mušen  "a bird" 
durdar  [BIRD]  𒂉𒁯𒄷  dur-dar mušen  "a bird" 
durminabanda  [STONE]  𒎎𒂉𒈪𒌉𒁕  na4 dur-ĝi6-ban3-da  "a stone" 
durminabanda  [STONE]  𒎎𒂉𒈪𒌉𒁕  na4 dur-ĝi6-ban3-da  "a stone" 
duršul  [BIRD]  𒂉𒂄𒄷;𒂉𒂄𒄷  dur2-šul mušen ;  dur-šul mušen  "a bird" 
durum  [BIRD]  𒂉𒊒𒌝𒄷  dur-ru-um mušen  "a bird" #durummu 
dušia  [STONE]  𒎎𒂃𒅆𒀀  na4 du8-ši-a  "a stone, turquoise?, quartz?; turquoise green" #dušû 
e  [INTERJECTION]  𒂊  e  "a vocative interjection" 
ea  [~BITUMEN]  𒌓𒁺𒀀;𒂍𒀀  e3-a ;  e2-a  "a qualification of bitumen" 
eblak  [BEER]  𒁽𒀀𒋻𒀀𒀭  kaš ebla  "a beer" #iblakku 
eda  [CONTAINER]  𒂍𒁕  e2-da  "a container" 
edadi  [FLOUR]  𒍥𒂍𒁕𒁲  zid2 e2-da-di  "a type of flour" #edadû 
edadi  [~POSITION]  𒉆𒂍𒁕𒁲  nam-e2-da-di  "a prebendary position" 
eden  [BIRD]  𒂔𒄷;𒁕𒄷  eden mušen ;  da mušen  "a bird" 
eden.X  [BIRD]  𒂔·𒄷  eden-x mušen  "a bird" 
egara  [STORE]  GA2×GAR  egara  "a building for storing dates" #bīt kumurrê 
egizid  [PRIESTESS]  𒊩𒂠𒍥;𒊩𒂠𒍥;𒅆𒍥  egi-zid ;  egi2-zid ;  igi-zid  "a priestess" #igişītu 
egu'ensag  [STONE]  𒎎𒂊𒄘𒂗𒊷  na4 e-gu2-en-sag9  "a stone" 
EKIDma  [OBJECT]  𒄑𒂊𒆤𒈠  ĝeš E.KID-ma  "a wooden object used in a game" 
elammakum  [STONE]  𒎎𒂊𒇴𒈠𒄣  na4 e-lam-ma-kum  "a stone" 
elammakum  [TREE]  𒄑𒂊𒇴𒈠𒄣  ĝeš e-lam-ma-kum  "a tree" #ellammakku 
elel  [SONG]  𒂊𒇷𒂖  e-le-el  "a work song" 
eleli  [STONE]  𒎎𒂊𒇷𒇷  na4 e-le-li  "a stone" #alallum 
eli  [BIRD]  𒂊𒇷𒄷  e-li mušen  "a bird" #kuzbānu 
eli  [SHEEP]  𒌓𒁺𒇷  e3-li  "a description of ewes or lambs" 
elil  [SONG]  𒂊𒆤  e-lil2  "a song" #elilu 
elilla  [SONG]  𒂊𒆤𒇲  e-lil2-la2  "a work song" #mekû 
elilum  [SONG]  𒂊𒇷𒈝  e-li-lum  "a song" #zamāru 
ellaĝ  [GRASS?]  𒌑𒄵  u2 ellaĝ2  "a type of grass?" 
ellaĝdu  [TRAP]  𒄑𒄵𒁺  ĝeš ellaĝ2-du  "a trap" 
ELLES316  [~WOOL]  ¿  ELLES316  "a designation of wools" 
ellum  [SONG]  𒂊𒂖𒇻;𒂊𒂖𒈝  e-el-lu ;  e-el-lum  "a work song" #alālu 
elulam  [SONG]  𒂊𒇻𒇴  e-lu-lam  "a song" 
eme  [~PLOW]  𒄑𒅴  ĝeš eme  "a part of a plow; point (of a battering ram)" #emû 
emedub  [UNIT]  GA2×DUB;GA2×ŠID  emedub ;  emedub2  "a measurement of capacity; a vessel" #sûtu ;  širmu 
eme'urgirak  [PLANT]  𒌑𒅴𒌨𒂠𒊏  u2 eme-ur-gir15-ra  "a plant" 
en  [PRIEST]  𒂗  en  "a priest" #entu ;  enu 
enamed  [FISH]  𒂍𒉆𒌓𒁺𒄩  e2-nam-ed2 ku6  "a fish" 
enbar  [REED]  𒄀𒇷𒁇;𒇷𒁇  gi en3-bar ;  en3-bar  "a reed" #ţubû 
endu  [SONG]  𒇷𒁺;𒂗𒁺  en3-du ;  en-du  "a song" 
engar  [FISH]  𒀳𒄩  engar ku6  "a fish" 
engartur  [PROFESSION]  𒀳𒌉  engar-tur  "a profession" 
enginkal  [BIRD]  𒂗𒁶𒆗𒄷;𒂗𒋼𒀀𒄷  en-gin7-kal mušen ;  en-kar mušen  "a bird" 
enmur  [RESIN]  𒂗𒄯  en-mur  "a resin" #? 
ennigi  [PRIEST]  𒂗𒉭𒁶  "a priest" Akk. ennigû EN.NUNUZ.DIM₂|  ennigi2  "a priest" #ennigû 
ennun  [PRIEST]  𒂗𒉣  en-nun  "a type of priest" 
ensik  [FARMER]  𒉺𒋼𒋛  ensi2  "a farmer" #iššakku 
ensik  [RULER]  𒉺𒋼𒋛;𒅇𒈬𒌦𒋛;𒉺𒋼𒋛·(𒉺𒋼𒋛𒃻);𒉺𒋼𒋛·(𒃻𒉺𒋼𒋛)  ensi2 ;  u3-mu-un-si ;  ensi x (|PA.TE.SI.GAR|) ;  ensi x (|GAR.PA.TE.SI|)  "a ruler, governor; a quality designation" #iššakku 
ENTI  [BIRD]  𒂗𒋾𒄷  EN.TI mušen  "a bird" 
enzid  [PRIEST]  𒂗𒍥  en-zid  "a priest" 
epig  [VESSEL]  𒋝  epig  "a drinking vessel" #mašqû 
eranum  [TREE]  𒂊𒊏𒈝  e-ra-num2  "a tree" 
eren  [FISH]  𒂟𒄩  eren2 ku6  "a fish" 
erengursi  [BIRD]  𒄥·(𒊺𒊺𒆥)𒋛𒄷;𒀭𒄈𒄷;𒈾𒅗𒋛𒄷  eren?-gur x (|ŠE.ŠE.KIN|)-si mušen ;  AN-gir2 mušen ;  X-na-kir4-si mušen  "a bird" 
erešdiĝir  [PRIESTESS]  𒎏𒀭  ereš-diĝir  "a priestess" #ēntu 
ersua  [LAMENT]  𒀀𒅆𒋤𒀀  er2-su3-a  "a lament" 
eršaneša  [SONG]  𒀀𒅆𒊮𒉈𒁺  er2-ša3-ne-ša4  "a type of song" 
eršemak  [SONG]  𒀀𒅆𒀚;𒀀𒅆𒀚𒈠  er2-šem3 ;  er2-šem3-ma  "a type of song" #eršemmakku 
erubatum  [FESTIVAL]  𒂊𒊒𒁀𒌈;𒌓𒁺𒊒𒁀𒌈  e-ru-ba-tum ;  e3-ru-ba-tum  "a festival" 
esaĝtur  [GRANARY]  GA2×ŠE+TUR  esaĝtur  "a granary" #esru 
esi  [TREE]  𒄑𒆗  ĝeš esi  "a tree" #ušû 
esig  [BIRD]  𒂊𒋝𒄷;𒂊𒄀𒄷;𒋝𒄷;𒌑𒋝𒄷;𒅊𒄷  e-sig mušen ;  e-sig17 mušen ;  sig mušen ;  u2-sig mušen ;  sig7 mušen  "a bird" 
esimma.DAR  [FISH]  𒂍𒉆𒈠𒁯𒄩  e2-sim-ma-DAR ku6  "a fish" 
esir  [FISH]  𒀀𒇒·(¿)𒄩;𒆓𒆓𒄩;¿  esir x (LAK173) ku6 ;  esir3 ku6 ;  LAK173  "a fish" #šēnu 
esuhur  [~TEMPLE]  𒂍𒋦  e2-suhur  "a part of a temple" #šahurru 
esulumak  [BOX]  𒄑𒂍𒋢𒈝;𒄑𒂍𒋢𒈝𒈠  ĝeš e2-su-lum ;  ĝeš e2-su-lum-ma  "a box" #laharuhšu 
eš  [FLOUR]  𒂠  eš2  "a flour" #qēmu ;  upumtu 
eš  [TREE]  𒄑𒂠·(𒇴);𒄑𒇴  ĝeš eš x (LAM) ;  ĝeš eš22  "a tree; a terebinth; almond (tree)" #lammu ;  lupānu ;  šiqdu ;  šiqittu 
eša  [FLOUR]  𒀀𒌁  eša  "a fine flour" #saskû 
ešabdu  [PROFESSION]  𒀊𒀀𒀊𒁺;𒀊𒁲𒀊𒁺  eš3-a-ab-du ;  eš3-sa2-ab-du  "a profession" 
ešda  [VESSEL]  𒂠𒁕;𒂁𒂠𒁕  eš2-da ;  dug eš-da  "a metal cultic vessel" 
ešdea  [LOAN]  𒂠𒌤𒀀  eš-de2-a  "a loan" #hubutt(at)u 
eše  [AREA UNIT]  𒅂;𒂠  eše3 ;  eše2  "a unit of area; a unit of volume" #eblu 
eše  [LENGTH UNIT]  𒂠;𒅂  eše2 ;  eše3  "a unit of length" #aslu 
ešgiNI  [LOCUS]  𒀊𒈪𒉌  eš3-gi6-NI  "a cultic place" 
ešla  [BUCKET]  𒄑𒂠𒇲  ĝeš eš2-la2  "a bucket" #makdû 
ešla  [TOOL]  𒄑𒂠𒇲  ĝeš eš2-la2  "a stick?; a tool" #mekkû 
ešla  [TRAP]  𒄑𒂠𒇲  ĝeš eš2-la2  "a trap" #kamaru 
eššeb  [LANDSCAPE]  𒆠𒅁  eššeb  "a deeply incised landscape" #huddudu 
eššuak  [ROPE]  𒂠𒋗𒀝  eš2-šu-ak  "a type of rope" 
eštaba  [GARMENT]  𒐈𒋰𒁀  eš5-tab-ba  "a garment" 
eštalu  [SINGER]  𒀊𒋫𒇽;𒀸𒋫𒇽  eš3-ta-lu2 ;  aš-ta-lu2  "a type of singer" #aštalû 
EŠtenuGIRgunu  [SURCHARGE]  𒂠@t𒄈𒆦  |EŠ2 @t.GIR2 @g|  "a dairy surcharge" 
ešusiga  [~ARCHITECTURE]  𒂍𒋗𒅆𒂵  e2-šu-si3-ga  "a temple room or building" 
e'urruKU  [SONG]  𒂊𒀳𒊒𒆪  e-ur11-ru-KU  "a song" #zamāru 
e'uzga  [BUILDING]  𒂍𒍖𒂵  e2-uz-ga  "a building" 
ezi  [BIRD]  𒄿𒍣𒄷;𒂊𒍣𒄷  i-zi mušen ;  e-zi mušen  "a bird" 
ezizu  [VEGETABLE]  𒂊𒍣𒍪𒊬  e-zi-zu sar  "a vegetable" #ezizzu 
ga'argazi  [~DAIRY]  𒂵𒄯GA2×PA;𒂵GA2×PA  ga-ar3-gazi ;  ga-gazi  "a dairy product" 
gaba  [PLOW]  𒄑𒃮  ĝeš gaba  "a plow" 
gaba  [~SHEEP]  𒃮  gaba  "a designation of sheep" 
gaba'aš  [COURIER]  𒃮𒀸  gaba-aš  "a type of courier" 
gabal  [FIGHT]  𒂵𒁀𒀠  ga-ba-al  "a fight" #qablu? 
gabartur  [HERDER]  𒆏𒁇𒌉  gab2-bar-tur  "a herder" 
gabatab  [POLE]  𒄑𒃮𒋰;𒃮𒋰  ĝeš gaba-tab ;  gaba-tab  "a wooden pole used for manual seeding" 
gabil  [BASKET]  𒆏𒅍  gab2-il2  "a basket" #zabbīlu 
gabsig  [HERDER]  𒂵𒀊𒉺  ga-ab-sig3  "a herder" #kisû 
gabus  [SHEPHERD]  𒂵𒀊𒍑  ga-ab-us2  "a shepherd" #rē û 
gadala  [FABRIC]  𒌆𒃰𒇲  tug2 gada-la2  "a fabric" #gadalalû 
gadala  [PRIEST]  𒃰𒇲  gada-la2  "a priest" #labiš kitê 
gadamah  [GARMENT]  𒃰𒈤  gada-mah  "a garment" 
GADIMŠEGADIMŠE  [BIRD]  𒂷·𒁴·𒊺𒂷·𒁴·𒊺𒄷  |GA2 ×DIM×ŠE|.|GA2 ×DIM×ŠE| mušen  "a bird" 
ga'eš  [TRADER]  𒂵KASKAL;𒂵𒂠  ga-eš8 ;  ga-eš  "a long distance trader; tax collector, customs collector" #ga'iššu 
gag  [POCK]  𒆕  gag  "a pock; a disease" #sikkatu 
gagartum  [BREAD]  𒂵𒂵𒅈𒌈  ga-ga-ar-tum  "a type of bread" 
gagatum  [REEDS]  𒂵𒂵𒌈  ga-ga-tum  "a description of reeds" 
gaguru  [PROFESSION]  𒂵𒅍𒊒  ga-gur3-ru  "a profession, milk carrier" #nāš šizbu 
GAKI  [BIRD]  𒂷𒆠𒄷  GA2 .KI mušen  "a bird" 
gakid  [BIRD]  𒂵𒆤𒄷;𒂵𒆒𒄷  ga-kid mušen ;  ga-kad4 mušen  "a bird, " 
gakkul  [FISH]  𒌋𒁵𒄩  gakkul2 ku6  "a fish" 
galatura  [PERFORMER]  𒍑𒆪𒌉;𒍑𒆪𒌉𒊏  gala-tur ;  gala-tur-ra  "a cultic performer" 
galtabum  [SHEEP]  𒃲𒋰𒁍𒌝  gal-tab-bu-um  "a sheep" 
gamamtum  [VEGETABLE]  𒂵𒈠𒀀𒀭𒌈  ga-ma-am3-tum  "a vegetable" 
gamar  [FISH]  𒉌𒄩;𒅗𒈥𒄩;𒂵𒈥𒄩  gamar ku6 ;  ka-mar ku6 ;  ga-mar ku6  "a fish" #kamaru 
gamarizi  [FISH]  𒉌𒄿𒍣𒄩;𒉌𒐊𒍣𒄩  gamar-i-zi ku6 ;  gamar-i2-zi ku6  "a fish" 
gamgam  [BIRD]  𒉽𒈿𒉽𒈿𒄷;𒃶𒃵𒄷;𒄰𒄰𒄷;𒅗𒄠𒅗𒄠𒄷  gam3-gam3 mušen ;  gam4-gam mušen ;  gam2-gam2 mušen ;  ka-am-ka-am mušen  "a bird" 
gamgam  [FISH]  𒃵𒃵𒄩;𒃵𒃵𒄩  gam-gam ku6 ;  GAM+GAM ku6  "a fish" 
GAMGAM  [~AROMATICS]  𒃵𒃵  GAM-GAM  "a designation of aromatics" 
ganagur  [PATH]  𒃷𒆸;𒃷𒆥;𒃷𒌴  gana2-gur4 ;  gana2-gur10 ;  gana2-gur15  "a path" #kanagurru 
ganazi  [PLANT]  𒃷𒍣𒊬  gana2-zi sar  "a plant" #kanašû ;  kanašuttu 
ganbar  [SOLDIER]  𒂵𒀭𒁇  ga-an-bar  "a soldier" #šabbiţu 
ganda  [LOCUS]  𒃷𒁕  gan2-da  "a cultic place" 
gandu  [RESPONSIBILITY]  𒂵𒀭𒂃  ga-an-du8  "a position of responsibility" #napţaru 
GANKU  [WORKER]  𒃶𒆪;𒂵𒀭𒂉  GAN.KU ;  ga-an-tuš  "a worker" 
ganTIR  [LIAR?]  𒂵𒀭𒌁  ga-an-TIR  "a liar?" #sarāru 
ganu  [BIRD]  𒂵𒉢𒄷  ga-nu11 mušen  "a bird, ostrich" 
gar  [CAKE]  𒃼  gar3  "a cake or a baked product" 
gar  [HAIRSTYLE]  𒋼𒀀;𒃼  kar ;  gar3  "a hairstyle" #abbuttu 
gar  [~BREAD]  𒃼  gar3  "a designation of breads" 
GARGABAGABA  [PROFESSION]  𒃻𒃮𒃮;𒃻𒃮  GAR.GABA.GABA ;  GAR.GABA  "a profession" 
gargar  [BREAD]  𒃼𒃼  gar3-gar3  "a bread or pastry" 
GARNAGAR  [PLANT]  𒃻𒉄  GAR.NAGAR  "a plant" 
GARUD  [~COW]  𒃻𒌓  GAR.UD  "a qualification of cows" 
gasura  [STONE]  𒎎𒂵𒋩𒊏  na4 ga-sur-ra  "a type of stone" 
gašam  [REED]  𒉣𒈨𒋳  gašam  "a reed" 
gašea  [~DAIRY]  𒂵𒊺𒀀;𒂵𒊺·(𒅊)𒀀  ga-še-a ;  ga-še x (|IGI@g|)-a  "a dairy product" 
gazaPI  [FODDER]  𒂵𒍝𒉿  ga-za-PI  "a type of fodder" 
gazinbu  [POLE]  𒂵𒍣𒅔𒁍;𒁍  𒂵𒍥𒅔𒁍 ga-zi-in-bu;𒄞𒍣𒅔𒁍;𒂵𒋆𒁍  ga-zi-in-bu ;  gazinbu ;  gu4-zi-in-bu ;  ga-šim-bu  "a pole, post; stick, club" #gazamānu ;  gašīšu ;  nappaşu ;  timmu 
gaZUM  [VESSEL]  𒂵𒍮  ga-ZUM  "a vessel" 
ge  [SHAPE]  𒄃  ge16  "a geometric shape; an architectural term?" #qaštu 
gibarbara  [ARROW]  𒄀𒁇𒁇𒊏;𒄀𒁇𒁇𒉘  gi-bar-bar-ra ;  gi-bar-bar-re  "a type of arrow" #qan selli 
gibulbul  [REED]  𒄀𒇡𒇡  gi-bul5-bul5  "a type of reed" 
gidešta  [LOAF]  𒃻𒄕𒋡  gidešta  "a type of loaf; a sweetened cake" #kamānu 
gidid  [INSTRUMENT]  𒄀𒁲  gi-di  "a musical instrument, reed flute" 
gidirig  [BASKET]  𒄀𒋛𒀀  gi-dirig  "a basket" 
giduga  [FOODSTUFF]  𒄀𒄭𒂵  gi-dug3-ga  "a foodstuff" 
gig  [TREE]  𒄑𒍼  ĝeš gig  "a tree; a resin" #kanaktu 
gigĝar  [DISEASE]  𒍼𒃻  gig-ĝar  "a disease" #mangu 
gigid  [REED]  𒄑𒄀𒁍;𒄀𒁍  geš gi-gid2 ;  gi-gid2  "a reed or tree; an instrument; a composition" 
gigilum  [JEWELRY]  𒄄𒄄𒈝  gi4-gi4-lum  "a piece of jewelry" 
gigir  [BIRD]  𒄀𒆟𒄷;𒄀𒄈·(𒈴)  gi-gir11 mušen ;  gi-gir x (|MUŠ×KUR|)  "a bird" 
gigirdala  [MOON?]  𒄑𒇀𒁕𒇲  ĝeš gigir-da-la2  "a phase of the moon?" 
gigur  [CONTAINER]  𒄀𒄥  gi-gur  "a measuring container" #gigurru ;  pānu 
gigurda  [BASKET]  𒄀𒄥𒁕  gi-gur-da  "a basket" #gigurdû ;  maššû 
gigurDU  [~BASKET]  𒄀𒄥𒁺  gi-gur-DU  "a basket" 
gigzid  [CROP]  𒍼𒍥  gig-zid2  "a crop" 
giĝ  [UNIT]  𒂆  giĝ4  "a unit of weight, shekel; a unit of area; a unit of volume" #šiqlu 
giĝar  [FENCE]  𒄀𒃻  gi-ĝar  "a fence" 
giĝsal  [HOE]  𒄑𒂆𒊩  ĝeš giĝ4-sal  "a hoe" #ahzu 
giĝtur  [UNIT]  𒂆𒌉  gin2-tur  "a unit of area; a unit of volume; a unit of weight" 
gihan  [BASKET]  𒄀𒄩𒀭  gi-ha-an  "a basket for wool" #gihannu 
gi'izi'ešta  [~BREAD]  𒄀𒉈𒂠𒋫;𒄀𒍢𒂠𒋫  gi-izi-eš-ta ;  gi-ze-eš-ta  "a designation of bread" 
giKAŠE  [CONTAINER]  𒄀𒆁;𒄀𒆁𒊏  gi-|KA×ŠE| ;  gi-|KA×ŠE|-ra  "a container" 
gimuš  [POLE]  𒄀𒈲;𒄑𒄀𒈲  gi-muš ;  ĝeš gi-muš  "a boat pole" #parīsu 
