933	בהק	-	bôhaq	a harmless eruption of the skin,  skin spot
934	בהרת	?	bôhereth	white patch of skin,  brightness,  bright spot (on skin)	2) (CLBL) bright spot,  scar,  blister,  boil	2a) resulting from fire	2b) resulting from inflammation of the skin	2c) possible sign of leprosy	
935	בוא	PUt/PUlled a'BIde befall b'ring <> BU,BAn:do	bôwʼ	to go in,  enter,  come,  go,  come in	1a) (Qal)	1ato enter,  come in	1a2) to come	1a2a) to come with	1a2b) to come upon,  fall or light upon,  attack (enemy)	1a2c) to come to pass	1a3) to attain to	1a4) to be enumerated	1a5) to go	1b) (Hiphil)	1bto lead in	1b2) to carry in	1b3) to bring in,  cause to come in,  gather,  cause to come, bring near,  bring against,  bring upon	1b4) to bring to pass	1c) (Hophal)	1cto be brought,  brought in	1c2) to be introduced,  be put			
936	בוז	++	bûwz	to despise,  hold in contempt,  hold as insignificant	1a) (Qal) to despise,  show despite toward				
937	בוז	√boo des-buwz = despised  √buh +++	bûwz	contempt	1a) springing from evil	1b) springing from prosperity	1c) springing from judgment		
938	בוז	?	Bûwz	"Buz = ""contempt"""	second son of Nahor,  Abraham's nephew	2) a Gadite			
939	בוזה	√boo ++	bûwzâh	contempt
940	בוזי	?	Bûwzîy	"Buzite = ""contempt"""	one of the ancestors of Elihu				
941	בוזי	?	Bûwzîy	"Buzi = ""my contempt"""	father of Ezekiel (or ancestor)				
942	בוי	?	Bavvay	"Bavai = ""my goings"""	a rebuilder of Jerusalem's walls in Nehemiah's time				
943	בוך	?	bûwk	to perplex,  confuse,  be confused	1a) (Niphal) to be confused,  be in confusion				
944	בול	<> bowl of … produce	bûwl	produce,  outgrowth
945	בול	?	Bûwl	"Bul = ""increase: produce"""	the eighth Hebrew month,  corresponding to modern Oct-Nov (Nov-Dec)				
946	בונה	?	Bûwnâh	"Bunah = ""intelligence"""	a son of Jerahmeel,  a Judahite				
947	בוס	?	bûwç	to tread down,  reject,  trample down	1a) (Qal)	1ato tread down,  trample (of warriors)	1a2) of rejection (fig.)	1b) (Polel)	1bto tread down (in bad sense)	1b2) to desecrate	1c) (Hithpolel)	1cto tread	1c2) to kick out	1c2a) of infants' blind movements	1c2b) of Jerusalem (fig.)	1d) (Hophal) to be trodden down			
948	בוץ	?	bûwts	byssus,  a costly,  fine white linen cloth made in Egypt
949	בוצץ	?	Bôwtsêts	"Bozez = ""surpassing white: glistening"""	a rock formation near Michmash by which Jonathan approached the Philistine troop				
950	בוקה	?	bûwqâh	emptiness 	Tohu Wabohu
951	בוקר	Bo-care	bôwqêr	herdsman
952	בור	?	bûwr	(Qal)	1a) to make clear,  clear up,  explain,  prove	1b) (CLBL) to bore into	1c) (TWOT) to declare (?)		
953	בור	?	bôwr	pit,  well,  cistern
954	בוש	?	bûwsh	to put to shame,  be ashamed,  be disconcerted,  be disappointed	1a) (Qal)	1ato feel shame	1a2) to be ashamed,  disconcerted,  disappointed (by reason of)	1b) (Piel) to delay (in shame)	1c) (Hiphil)	1cto put to shame	1c2) to act shamefully	1c3) to be ashamed	1d) (Hithpolel) to be ashamed before one another	
955	בושה	?	bûwshâh	shame
956	בות	?	bûwth	(P'al) to pass the night,  lodge
957	בז	?	baz	spoil,  booty,  robbery,  spoiling
958	בזא	?	bâzâʼ	(Qal) to divide,  cleave,  cut through
959	בזה	?	bâzâh	to despise,  hold in contempt,  disdain	1a) (Qal) to despise,  regard with contempt	1b) (Niphal)	1bto be despised	1b2) to be despicable	1b3) to be vile,  worthless	1c) (Hiphil) to cause to despise				
960	בזה	?	bâzôh	scorned,  despised
961	בזה	?	bizzâh	spoil,  booty
962	בזז	?	bâzaz	to spoil,  plunder,  prey upon,  seize	1a) (Qal) to spoil,  plunder,  despoil	1b) (Niphal) to be spoiled,  plundered	1c) (Pual) to be taken as spoil		
963	בזיון	?	bizzâyôwn	contempt
964	בזיותיה	?	bizyôwthᵉyâh	"Bizjothjah = ""contempt of Jehovah"""	a town in southern Judah near Beersheba				
965	בזק	?	bâzâq	lightning,  lightning flash
966	בזק	?	Bezeq	"Bezek = ""lightning"""	the home of Adonibezek,  the place where Israel rallied under Saul				
967	בזר	?	bâzar	to scatter,  disperse	1a) (Qal) to scatter	1b) (Piel) to scatter			
968	בזתא	?	Bizthâʼ	"Biztha = ""booty"""	one of Ahasuerus' (Xerxes') eunuchs				
969	בחון	?	bâchôwn	assayer  (an inspector and valuer of metals)
970	בחור	bachelor	bâchûwr	youth,  young man
971	בחין	?	bachîyn	siege-towers,  watchtower
972	בחיר	?	bâchîyr	chosen,  choice one,  chosen one,  elect (of God)
973	בחל	?	bâchal	to loathe,  abhor,  feel loathing	1a) (Qal)	1ato loathe	1a2) to gain by greed,  gain hastily	1b) (Pual) obtained by greed	
974	בחן	?	bâchan	to examine,  try,  prove	1a) (Qal)	1ato examine,  scrutinise	1a2) to test,  prove,  try (of gold,  persons, the heart,  man of God)	1b) (Niphal) to be tried,  proved	1c) (Pual) to make a trial
975	בחן	watchen	bachan	watchtower
976	בחן	pochen?	bôchan	testing,  tested,  tried
977	בחר	?	bâchar	to choose, elect, decide for	1a) (Qal) to choose	1b) (Niphal) to be chosen	1c) (Pual) to be chosen,  selected		
978	בחרומי	?	Bachărûwmîy	"Baharumite = ""choice youths"""	an inhabitant or descendant of Bahurim				
979	בחרות	?	bᵉchurôwth	youth
980	בחרים	?	Bachurîym	"Bahurim = ""young men's village"""	a town in Benjamin between Jerusalem and Jericho beyond the Mount of Olives on the way to Jericho				
981	בטא	?	bâṭâʼ	to speak rashly or angrily,  speak thoughtlessly	1a) (Qal) one that babbles, speaks rashly (part.)	1b) (Piel) to speak rashly,  unadvisedly			
982	בטח	?	bâṭach	to trust	1a) (Qal)	1ato trust,  trust in	1a2) to have confidence,  be confident	1a3) to be bold	1a4) to be secure	1b) (Hiphil)	1bto cause to trust,  make secure	2) (TWOT) to feel safe,  be careless		
983	בטח	?	beṭach	n m	security,  safety	adv	2) securely		
984	בטח	?	Beṭach	"Betah = ""security"""	the capital of Zobah during the reign of Hadadezer				
985	בטחה	?	biṭchâh	trust,  trusting,  confidence
986	בטחון	?	biṭṭâchôwn	trust,  confidence,  hope
987	בטחות	?	baṭṭuchôwth	security,  safety
988	בטל	?	bâṭêl	to cease	1a) (Qal) to cease				
989	בטל	?	bᵉṭêl	(P'al) to cease	1a) to cease	1b) to make to cease			
990	בטן	?	beṭen	belly,  womb,  body	1a) belly,  abdomen	1aas seat of hunger	1a2) as seat of mental faculties	1a3) of depth of Sheol (fig.)	1b) womb
991	בטן	?	Beṭen	"Beten = ""womb"""	a city in Asher				
992	בטן	?	bôṭen	pistachio nuts-delicacy given to Joseph by Jacob through his sons
993	בטנים	?	Bᵉṭônîym	"Betonim = ""pistachio nuts"""	a city east of the Jordan in territory of Gad				
994	בי	?	bîy	if it please,  pray excuse me,  excuse me please	1a) used to introduce an entreaty or request				
995	בין	?	bîyn	to discern,  understand,  consider	1a) (Qal)	1ato perceive,  discern	1a2) to understand,  know (with the mind)	1a3) to observe,  mark,  give heed to,  distinguish,  consider	1a4) to have discernment,  insight,  understanding	1b) (Niphal) to be discerning,  intelligent,  discreet,  have understanding	1c) (Hiphil)	1cto understand	1c2) to cause to understand,  give understanding,  teach	1d) (Hithpolel) to show oneself discerning or attentive,  consider diligently	1e) (Polel) to teach,  instruct	2) (TWOT) prudent,  regard			
996	בין	?	bêyn	between,  among,  in the midst of (with other preps),  from between
997	בין	?	bêyn	between
998	בינה	?	bîynâh	understanding,  discernment	1a) act	1b) faculty	1c) object	1d) personified	
999	בינה	?	bîynâh	understanding,  discernment
1000	ביצה	?	bêytsâh	egg
1001	בירא	?	bîyrâʼ	castle,  citadel,  palace
1002	בירה	?	bîyrâh	palace,  castle	2) temple				
1003	בירנית	?	bîyrânîyth	fortress,  fortified place
1004	בית	?	bayith	nm	house	1a) house,  dwelling habitation	1b) shelter or abode of animals	1c) human bodies (fig.)	1d) of Sheol	1e) of abode of light and darkness	1f) of land of Ephraim	2) place	3) receptacle	4) home,  house as containing a family	5) household,  family	5a) those belonging to the same household	5b) family of descendants,  descendants as organized body	6) household affairs	7) inwards (metaph.)	8) (TWOT) temple	adv	9) on the inside	prep	10) within
1005	בית	?	bayith	house (of men)	2) house (of God)				
1006	בית	?	Bayith	"Bajith = ""house"""	a place in Palestine				
1007	בית און	bayth aw'-ven	Bêyth ʼÂven	"Beth-aven = ""house of vanity"""	a city east of Bethel,  site unknown				
1008	ביתאל	?	Bêyth-ʼÊl	"Bethel = ""house of God"""	ancient place and seat of worship in Ephraim on border of Benjamin, identified with Luz (former name)	2) a place in south country of Judah,  not far from Beersheba and Ziklag			
1009	בית ארבאל	bayth ar-bale'	Bêyth ʼArbêʼl	"Beth-Arbel = ""house of God's Ambush"""	a place in Palestine,  perhaps Gilead or Galilee				
1010	בית בעל מעון	M`own bayth bah'-al me-own'	Bêyth Baʻal Mᵉʻôwn	"Beth-baal-meon = ""house of Baal"""	a city in the territory of Reuben				
1011	בית בראי	bayth bir-ee'	Bêyth Birʼîy	"Beth-birei = ""house of a creative one"""	a place in the territory of Simeon				
1012	בית ברה	bayth baw-raw'	Bêyth Bârâh	"Beth-barah = ""house of (the) ford"""	a place on the Jordan				
1013	ביתגדר	?	Bêyth-Gâdêr	"Beth-gader = ""house of the wall"""	a place in Judah				
1014	בית גמול	bayth gaw-mool'	Bêyth Gâmûwl	"Beth-gamul = ""house of recompense"""	a place in Moab				
1015	בית דבלתים	bayth dib-law-thah'-yim	Bêyth Diblâthayim	"Beth-diblathaim = ""house of the two fig-cakes"""	a place in Moab				
1016	ביתדגון	?	Bêyth-Dâgôwn	"Beth-dagon = ""house of Dagon"""	the temple of Dagon in Judah	2) the temple of Dagon in Asher			
1017	בית האלי	bayth haw-el-ee'	Bêyth hâ-ʼĔlîy	"Bethelite = ""house of God"""	an inhabitant of Bethel				
1018	בית האצל	bayth haw-ay'-tsel	Bêyth hâʼêtsel	"Beth-ezel = ""house of narrowing"""	a place in Judah				
1019	בית הגלגל	bayth hag-gil gawl'	Bêyth hag-Gilgâl	"Beth-gilgal = ""the house of the wheel"""	a place in Palestine				
1020	בית הישימות	bayth hah-yesh-ee-moth'	Bêyth ha-Yshîy-môwth	"Beth-jesimoth = ""house of the desolation"""	a place in Moab given to the tribe of Reuben				
1021	בית הכרם	bayth hak-keh'-rem	Bêyth hak-Kerem	"Beth-haccerem = ""house of the vineyard"""	a place in Judah				
1022	בית הלחמי	bayth hal-lakh-mee'	Bêyth hal-Lachmîy	"Bethlehemite = ""house of bread"""	an inhabitant of Bethlehem				
1023	בית המרחק	bayth ham-mer-khawk'	Bêyth ham-Merchâq	"Beth Ham-merchaq = ""remote house"""	house or settlement on the bank of Kidron				
1024	בית המרכבות	bayth ham-mar-kaw-both'	Bêyth ham-Markâbôwth	"Beth-marcaboth = ""house of the chariots"""	a place in Simeon				
1025	בית העמק	bayth haw-Ay'-mek	Bêyth hâ-ʻÊmeq	"Beth-emek = ""house of the valley"""	a place on the border of Asher				
1026	בית הערבה	bayth haw-ar-aw-baw	Bêyth hâ-ʻĂrâbâh	"Beth-arabah = ""house of the desert valley"" or ""place of the depression"""	a place in Judah or in Benjamin, site unknown				
1027	בית הרם	bayth haw-rawm'	Bêyth hâ-Râm	"Beth-aram = ""place of the height"""	a place in Gad				
1028	בית הרן	bayth haw-rawn'	Bêyth hâ-Rân	"Beth-haran = ""house of their mount: house of the joyful shouter"""	"a place in Gad,  possibly ""Beth Harran"",  one hour east of Jordan, opposite Jericho"				
1029	בית השטה	bayth hash-shit-taw'	Bêyth hash-Shiṭṭâh	"Beth-shittah = ""house of the acacia tree"" or ""place of the acacia"""	an unknown location, perhaps an acacia grove				
1030	בית השמשי	bayth hash-shim-shee'	Bêyth hash-Shimshîy	"Bethshemite or Beth-shemeshite = ""house of the sun"""	an inhabitant of Beth-shemesh				
1031	בית חגלה	bayth chog-law'	Bêyth Choglâh	"Beth-hoglah = ""house of the partridge"" or ""place of partridge"""	a place in Benjamin on the border with Judah				
1032	בית חורון	bayth kho-rone'	Bêyth Chôwrôwn	"Beth-horon = ""house of hollowness"""	two towns in Ephraim	1a) Upper Beth-horon-town on the mountains of Ephraim	1b) Lower Beth-horon-town located 800 feet (245 m) lower than Upper Beth-horon		
1033	בית כר	bayth kar	Bêyth Kar	"Beth-car = ""house of the ram"" or ""place of the lamb"""	a place apparently belonging to the Philistines				
1034	בית לבאות	bayth leb-aw-oth'	Bêyth Lᵉbâʼôwth	"Beth-lebaoth = ""house of lionesses"""	a place in Simeon				
1035	בית לחם	bayth leh'-khem	Bêyth Lechem	"Beth-lehem = ""house of bread (food)"""	a city in Judah,  birthplace of David	2) a place in Zebulun			
1036	בית לעפרה	bayth le-af-raw'	Bêyth lᵉ-ʻAphrâh	"Bethel-aphrah = ""house belonging to Aphrah"" or ""house to (i.e. of) dust"""	a Philistine city				
1037	בית מלוא	bayth mil-lo'	Bêyth Millôwʼ	"Beth-millo = ""house of Millo"" or ""house of the rampart"""	a place near Shechem,  site unknown	2) a citadel in Jerusalem			
1038	בית מעכה	bayth mah-ak-aw'	Bêyth Maʻăkâh	"Beth-maachah = ""house of pressure"""	a place in the northern kingdom				
1039	בית נמרה	bayth nim-raw'	Bêyth Nimrâh	"Beth-Nimrah = ""house of the leopard"""	a place east of the Jordan in Gad				
1040	בית עדן	bayth ay'-den	Bêyth ʻÊden	"Beth-eden = ""house of delight"""	a city in Syria,  modern Juseih (cuneiform = Bit Adini)				
1041	בית עזמות	bayth az-maw'-veth	Bêyth ʻAzmâveth	"Beth-azmaveth = ""house of the strength of death"""	a place near Jerusalem				
1042	בית ענות	bayth an-oth'	Bêyth ʻĂnôwth	"Beth-anoth = ""house of responses (or afflictions)"""	a place in Judah				
1043	בית ענת	bayth an-awth'	Bêyth ʻĂnâth	"Beth-anath = ""house of response (or affliction)"""	a place in Naphtali				
1044	בית עקד	bayth ay'-ked	Bêyth ʻÊqed	"Beth-eged = ""house of binding"" i.e. ""shearing house"""	a place in the northern kingdom				
1045	בית עשתרות	bayth ash-taw-roth'	Bêyth ʻAshtârôwth	"Beth-ashtaroth = ""house of Ashtaroth"""	a Philistine temple				
1046	בית פלט	bayth peh'-let	Bêyth Peleṭ	"Beth-palet = ""house of escape"" or ""place of escape"""	a place in southern Judah				
1047	בית פעור	bayth pe-ore'	Bêyth Pᵉʻôwr	"Beth-peor = ""house of Peor"""	a place east of the Jordan,  in the land of the Amorites,  allotted to the tribe of Reuben				
1048	בית פצץ	bayth pats-tsates'	Bêyth Patstsêts	"Beth-pazzez = ""house of dispersion"""	a place in Issachar				
1049	בית צור	bayth tsoor'	Bêyth Tsûwr	"Beth-zur = ""house of the rock"""	n pr loc	a place in Judah	n pr m	2) the son of Maon	
1050	בית רחוב	bayth re-khobe'	Bêyth Rᵉchôwb	"Beth-rehob = ""house of the street"""	a place in Dan on road to Hamath				
1051	בית רפא	bayth raw-faw'	Bêyth Râphâʼ	"Beth-rapha = ""house of healing"""	the son of Eshton				
1052	בית שאן	bayth she-awn'	Bêyth Shᵉʼân	"Beth-shean or Beth-Shan = ""house of ease"""	a place in Manasseh,  west of the Jordan				
1053	בית שמש	bayth sheh'-mesh	Bêyth Shemesh	"Beth-shemesh = ""house of the sun"" or ""sun-temple"""	a town in southwest Judah	2) a town in Naphtali	3) a town in Issachar	4) a town in Egypt	
1054	בית תפוח	bayth tap-poo'-akh	Bêyth Tappûwach	"Beth-tappuah = ""house of the apple"" of ""place of apples"""	a town in Judah				
1055	ביתן	?	bîythân	house,  palace
1056	בכא	?	Bâkâʼ	"Baca = ""weeping"""	a valley in Palestine				
1057	בכא	?	bâkâʼ	balsam tree-a shrub which drips sap when it is cut	2) possible name of a vale of balsam trees in Ps 84:6				
1058	בכה	?	bâkâh	to weep,  bewail,  cry,  shed tears	1a) (Qal)	1ato weep (in grief,  humiliation,  or joy)	1a2) to weep bitterly (with cognate acc.)	1a3) to weep upon (embrace and weep)	1a4) to bewail	1b) (Piel) participle	1blamenting	1b2) bewailing		
1059	בכה	?	bekeh	a weeping
1060	בכור	?	bᵉkôwr	firstborn,  firstling	1a) of men and women	1b) of animals	1c) noun of relation (fig.)		
1061	בכור	?	bikkûwr	first-fruits	1a) the first of the crops and fruit that ripened,  was gathered, and offered to God according to the ritual of Pentecost	1b) the bread made of the new grain offered at Pentecost	1c) the day of the first-fruits (Pentecost)		
1062	בכורה	?	bᵉkôwrâh	birthright,  primogeniture,  right of the first-born
1063	בכורה	?	bikkûwrâh	first-ripe fig,  early fig	2) (TWOT) firstfruits				
1064	בכורת	?	Bᵉkôwrath	"Bechorath = ""first-born"""	a Benjamite ancestor of Saul				
1065	בכי	?	Bᵉkîy	a weeping,  weeping
1066	בכים	?	Bôkîym	"Bochim = ""weeping"""	a place near Gilgal (or Bethel),  where sons of Israel wept				
1067	בכירה	?	bᵉkîyrâh	firstborn daughter,  firstborn (of women)	1a) always used of women				
1068	בכית	?	bᵉkîyth	weeping
1069	בכר	?	bâkar	to be born first	1a) (Piel)	1ato bear early,  new fruit	1a2) to give the right of the firstborn	1a2a) to make as firstborn	1a2b) to constitute as firstborn	1b) (Pual)	1bto be born a firstling	1b2) to be made a firstling	1c) (Hiphil) one bearing her first child	
1070	בכר	?	beker	young camel,  dromedary
1071	בכר	?	Beker	"Becher = ""young camel"""	a son of Ephraim	2) a son of Benjamin			
1072	בכרה	?	bikrâh	a young female camel,  young camel,  dromedary
1073	בכרה	?	bakkurâh	first ripe fig,  early fig	2) (TWOT) firstfruits				
1074	בכרו	?	Bôkᵉrûw	"Bocheru = ""firstborn"""	a Benjamite				
1075	בכרי	?	Bikrîy	"Bichri = ""youthful"""	n pr m	a Benjamite,  father of Sheba	adj	2) (BDB) the Bichrites	
1076	בכרי	?	Bakrîy	"Bachrites = ""a dromedary: first-born"""	one of the family of Becher				
1077	בל	?	bal	not,  hardly,  else
1078	בל	?	Bêl	"Bel = ""lord"""	a chief Babylonian deity				
1079	בל	?	bâl	mind,  heart
1080	בלא	?	bᵉlâʼ	(Pael) to wear away,  wear out	1a) to harass constantly (fig.)				
1081	בלאדן	?	Balʼădân	"Baladan = ""Bel (is his) lord)"""	the father of Merodach-baladan to whom Hezekiah revealed the riches of his treasures				
1082	בלג	?	bâlag	to gleam,  smile	1a) (Hiphil) only	1ato show a smile,  look pleasant	1a2) to cause to burst		
1083	בלגה	?	Bilgah	"Bilgah = ""cheerfulness"""	a priest of the 15th course,  in David's time	2) a priest accompanying Zerubbabel			
1084	בלגי	?	Bilgay	"Bilgai = ""my cheerfulness"""	a priest who covenanted with Nehemiah				
1085	בלדד	?	Bildad	"Bildad = ""confusing (by mingling) love"""	the second friend of Job				
1086	בלה	?	bâlâh	to wear out,  become old	1a) (Qal) to wear out	1b) (Piel)	1bto wear out	1b2) to wear out by use,  use up completely	1b3) to enjoy,  use to the full
1087	בלה	?	bâleh	worn out,  old
1088	בלה	?	Bâlâh	"Balah = ""waxed old"""	a place in Simeon				
1089	בלה	+++	bâlahh	(Piel) to trouble
1090	בלהה	?	Bilhâh	"Bilhah = ""troubled"""	n pr f	Rachel's handmaid whom she gave to Jacob as a concubine,  mother to two of Jacob's children,  Dan and Naphtali	n prloc	2) a city in Simeon	
1091	בלהה	+++	ballâhâh	terror,  destruction,  calamity,  dreadful event
1092	בלהן	?	Bilhân	"Bilhan = ""their decrepitude"""	a descendant of Esau	2) a Benjamite			
1093	בלו	?	bᵉlôw	tribute
1094	בלוא	?	bᵉlôwʼ	worn out things,  rags
1095	בלטשאצר	?	Bêlṭᵉshaʼtstsar	"Belteshazzar = ""lord of the straitened's treasure"""	the 4th of the greater prophets,  taken as hostage in the first deportation to Babylon; because of the gift of God of the interpretation of dreams,  he became the 2nd in command of the Babylon empire and lasted through the end of the Babylonian empire and into the Persian empire.  His prophecies are the key to the understanding of end time events.  Noted for his purity and holiness by contemporary prophet,  Ezekiel	1a) also, 'Daniel' ( H01840 or  H01841)			
1096	בלטשאצר	?	Bêlṭᵉshaʼtstsar	"Belteshazzar = ""lord of the straitened's treasure"""	the 4th of the greater prophets,  taken as hostage in the first deportation to Babylon; because of the gift of God of the interpretation of dreams,  he became the 2nd in command of the Babylon empire and lasted through the end of the Babylonian empire and into the Persian empire.  His prophecies are the key to the understanding of end time events.  Noted for his purity and holiness by contemporary prophet,  Ezekiel	1a) also, 'Daniel' ( H01840 or  H01841)			
1097	בלי	++ flee blu bu black +++ <<< be'lî ¬  for-lack >>> LA LO	bᵉlîy	subst	wearing out	adv of negation	2) without,  no,  not		
1098	בליל	?	bᵉlîyl	fodder
1099	בלימה	fail.ma   GR++	bᵉlîymâh	nothingness
1100	בליעל	?	bᵉlîyaʻal	worthlessness	1a) worthless,  good for nothing,  unprofitable,  base fellow	1b) wicked	1c) ruin,  destruction (construct)		
1101	בלל	?	bâlal	to mix,  mingle,  confuse,  confound	1a) (Qal)	1ato mingle, confuse	1a2) to mix	1a3) to give provender,  feed (animals)	1b) (Hithpoel) to mix oneself (among others)	1c) (Hiphil) to fade away				
1102	בלם	?	bâlam	(Qal) to curb,  hold in,  restrain
1103	בלס	?	bâlaç	(Qal) to gather figs,  tend sycamore trees
1104	בלע	?	bâlaʻ	to swallow down,  swallow up,  engulf,  eat up	1a) (Qal)	1ato swallow down	1a2) to swallow up, engulf	1b) (Niphal) to be swallowed up	1c) (Piel)	1cto swallow	1c2) to swallow up,  engulf	1c3) squandering (fig.)	1d) (Pual) to be swallowed up	1e) (Hithpael) to be ended
1105	בלע	?	belaʻ	a swallowing,  devouring (fig. for ruin)	2) a thing swallowed				
1106	בלע	?	Belaʻ	"Bela = ""destruction"""	n pr m	a king of Edom	2) first son of Benjamin	3) a son of Ahaz,  a Reubenite	n pr loc	4) one of the five cities of the plain which was spared at the intercession of Lot,  and received the name of Zoar				
1107	בלעדי	?	bilʻădêy	apart from,  except, without,  besides
1108	בלעי	?	Balʻîy	"Belaites = ""swallowing"""	descendants of Bela				
1109	בלעם	?	Bilʻâm	"Balaam = ""not of the people"""	n pr m	the son of Beor,  a man endowed with the gift of prophecy	n pr loc	2) a town in Manasseh	
1110	בלק	?	bâlaq	to waste,  lay waste,  devastate	1a) (Poel) to make waste	1b) (Pual) devastated (participle)			
1111	בלק	?	Bâlâq	"Balak = ""devastator"""	a king of Moab who hired Balaam to curse Israel				
1112	בלשאצר	?	Bêlshaʼtstsar	"Belshazzar = ""Bel protect the king"""	king of Babylon at the time of its fall; he to whom Daniel interpreted the writing on the wall				
1113	בלשאצר	?	Bêlshaʼtstsar	"Belshazzar = ""Bel protect the king"""	king of Babylon at the time of its fall; he to whom Daniel interpreted the writing on the wall				
1114	בלשן	?	Bilshân	"Bilshan = ""in slander"""	an exile who returned with Zerubbabel				
1115	בלתי	?	biltîy	subst	not,  except	adv	2) not	3) except (after preceding negation)	conj	4) except (after an implied or expressed negation)	with prep	5) so as not,  in order not	6) an account of not,  because...not	7) until not
1116	במה	?	bâmâh	high place,  ridge,  height,  bamah (technical name for cultic platform)	1a) high place,  mountain	1b) high places,  battlefields	1c) high places (as places of worship)	1d) funeral mound?	
1117	במה	?	Bâmâh	"Bamah = ""high place"""	a place in Palestine (of places of idolatrous worship)				
1118	במהל	?	Bimhâl	"Bimhal = ""in circumcision: in weakness (by mixture)"""	a descendant of Asher				
1119	במו	?	bᵉmôw	in,  at,  by
1120	במות	?	Bâmôwth	"Bamoth = ""high places"" or ""great high place"""	a town on the river Arnon in Moab				
1121	בן	: BORN BOND BANDE BEING BON @ barn  vs BAUN BAUEN! (ƒ/2) <> PART!	bên	son,  grandson,  child,  member of a group	1a) son,  male child	1b) grandson	1c) children (pl. - male and female)	1d) youth,  young men (pl.)	1e) young (of animals)	1f) sons (as characterisation,  i.e. sons of injustice [for un- righteous men] or sons of God [for angels]	1g) people (of a nation) (pl.)	1h) of lifeless things,  i.e. sparks,  stars,  arrows (fig.)	1i) a member of a guild,  order,  class	
1122	בן	?	Bên	"Ben = ""son"""	a Levite,  one of the porters appointed by David for the ark				
1123	בן	?	bên	son,  child
1124	בנא	?	bᵉnâʼ	to build	1a) (P'al) to build	1b) (Ithp'il) to be built			
1125	בןאבינדב	?	Ben-ʼĂbîynâdâb	"Ben-Abinadab = ""son of Abinadab"""	an officer of Solomon				
1126	בןאוני	?	Ben-ʼÔwnîy	"Ben-oni = ""son of my sorrow"""	the name given to Benjamin by Rachel				
1127	בןגבר	?	Ben-Geber	"Ben-geber = ""the son of Geber"" or ""the son of a man"""	an officer of Solomon				
1128	בןדקר	?	Ben-Deqer	"Ben-dekar = ""son of stabbing"" or ""son of Dekar"""	an officer of Solomon				
1129	בנה	?	bânâh	to build,  rebuild,  establish,  cause to continue	1a) (Qal)	1ato build,  rebuild	1a2) to build a house (ie,  establish a family)	1b) (Niphal)	1bto be built	1b2) to be rebuilt	1b3) established (of restored exiles) (fig.)	1b4) established (made permanent)	1b5) to be built up (of childless wife becoming the mother of a family through the children of a concubine)	
1130	בןהדד	?	Ben-Hădad	"Ben-hadad = ""son of [the false god] Hadad"""	the king of Syria,  contemporary with Asa of Judah	2) the son of Hazael, also king of Syria			
1131	בנוי	?	Binnûwy	"Binnui = ""built up"""	an exile returnee with Zerubbabel,  son of Henadad,  who assisted at the reparation of the wall of Jerusalem,  under Nehemiah	2) a Levite in time of Ezra,  father of Noadiah	3) another Levite in time of Ezra,  who took a foreign wife	4) still another Levite in time of Ezra,  who took a foreign wife	
1132	בןזוחת	?	Ben-Zôwchêth	"Ben-zoheth = ""son of Zoheth"""	one of the tribe of Judah				
1133	בןחור	?	Ben-Chûwr	"Ben-hur = ""son of whiteness"" or ""son of Chur"""	a man who was commissariat officer for Solomon in Mount Ephraim				
1134	בןחיל	?	Ben-Chayil	"Ben-hail = ""son of strength"" or ""son (man) of might"""	a ruler (prince) under Jehoshaphat				
1135	בןחנן	?	Ben-Chânân	"Ben-hanan = ""son of favour"""	one of the tribe of Judah				
1136	בןחסד	?	Ben-Cheçed	"Ben-hesed = ""son of mercy"""	an officer of Solomon				
1137	בני	?	Bânîy	"Bani = ""built"""	a Gadite,  one of David's mighty warriors	2) a Levite of the line of Merari,  and forefather to Ethan	3) a man of Judah of the line of Pharez	"4) ""children of Bani"" returned from captivity with Zerubbabel"	5)  one or up to three Levites in Nehemiah's time
1138	בני	?	Bunnîy	"Bunni = ""built"""	a Levite in the time of Nehemiah	2) another Levite of earlier date			
1139	בניברק	?	Bᵉnêy-Bᵉraq	"Bene-barak = ""sons of lightning"""	a city in Dan				
1140	בניה	?	binyâh	structure,  building
1141	בניה	?	Bᵉnâyâh	"Benaiah = ""Jehovah has built"" or ""Yahweh has built up"""	one of David's mighty warriors,  son of Jehoiada the chief priest,  a Levite,  set by David over his bodyguard,  later having remained faithful to Solomon during Adonijah's attempt on the crown,  was raised into the place of Joab as commander-in-chief of the army	2) the Pirathonite,  an Ephraimite,  one of David's thirty mighty warriors, and the captain of the eleventh monthly course	3) a Simeonite,  a prince of the families of Simeon	4) a Levite in the time of David who played with a psaltery on Alamoth	5) a priest in the time of David,  appointed to blow the trumpet before the ark	6) a Levite of the sons of Asaph	7) a Levite in the time of Hezekiah	8) Four Israelites in the time of Ezra who had taken strange wives	9) the father of Pelatiah	
1142	בני יעקן	ben-ay' yah-ak-awn'	Bᵉnêy Yaʻăqân	"Bene-jaakan = ""sons of twisting"""	an Israelite place of encampment in the wilderness (same as  H0885)				
1143	בנים	?	bênayim	between,  space between two armies	1a) man of the space between armies,  i.e. champion (of Goliath) (meton)				
