folio	side	line	text
47	back	14	1oe.Ek1c9<$>
48	front	1	g28am.9g189.oj1c9.H9.8ae.3co8am.2cohcoe.9hCo89.oeam.ogae89 
48	front	2	8am.9kccoe.1co89.hc1o83c9.4okc79.1kam.ok179.kc7an.ohan.H9 
48	front	3	2co89.3c.kcokcc9.okco8am.o79.4okco.e.hc89.8oe.o8ae.4okay.oj1ck9.e89 
48	front	4	koehcoe.7an.okam.9hC89.1ck.9kc79,kc89.4oh79.k389.1ckc79.Kcck9.y 
48	front	5	9kC9.kcoe.ohco89.1coH9.oe2C9.4ocham.oKc9.1oehay.am.Kay.o8 
48	front	6	ae2c9.ehC79.9k1c89.4ohc89.eokae.4okoe.okae.1c8.o.hc9.9hcc9.7ae.79 
48	front	7	koK9.4ohcoe.9kC89.eoehcoe.okoe1cs.ae.oy.9hcco8ap.ohc79.ohap 
48	front	8	ok18an.3oe.okcoe.okcoe9.9hC9.7ap8y 
48	front	9	9hc1c7.ay.oehc9.ohcoap<$>
48	back	1	g1co819.82c89.f1c89.eos.am.9hccc89.5c9.9j1c89.kC89.179.9jaz,9.1c79k9 
48	back	2	1c9.kc89.ok1o8(.9hcc89.okay.9okc79.K89.ohan.1ck9.1o,oehC9 
48	back	3	ae1c9.hoy.9.hco79.oe,hd9.1o89.1c89.8ae9.ohCoy.am.okay.az.ap 
48	back	4	81c89.kcc889.ok2.ohcc9.k9.okay.ae,179.9kC79.okcc7.9,hc79.p 
48	back	5	ehcc9.4oKc89.kam.2c8.4ohay.okc89.89.7an.koehan.okap 
48	back	6	289.4ohan.ohay.okay.oy.okCs.oe.oy.an.okae.oh,9kay.1c79.ap<$>
48	back	7	g1c7ay.1c9.9g1c89.okc89.2cu1c89.ae.3c89.okc89.w1co8ae.Rc* 
48	back	8	okco79.1hc9.ohc79.1Kc89.9hc79.oe79.okoe9.1c9.hae9.kohay.okap 
48	back	9	koy.2o89.ohae.ok1c79.1oh9.oe9.eoe89.eoe.ok179.okoe89.9kap.okc79 
48	back	10	koe.1c89.9kc89.9hcoe.179.18oy.1koe.189.9k1c8ae.Kc9.ohAy.ay.ay9 
48	back	11	9hcc8ae.1H9.9hae.9kap.oy.1cc8es.Tax9<$>
49	front	1	gA2oe.89.2oy.2oe.2k19.2oyg1oy.og1oy.!oy,h19 
49	front	2	4okoy.2o.1ok,19.1o#9.4oj1ay.@186;.8oy.8am 
49	front	3	83o.81oy.81oy.8am.8oy.1coyam<$>
49	front	4	h2o.4o,8an.1ok,#9.8o8ay 
49	front	5	2oy.2coy.1c9.kcc9.4okaN 
49	front	6	oe.oy.2Tccs.2cok9.1oe8am 
49	front	7	4o,hcoy.1cc9.4oh19.4oko89 
49	front	8	@225;ok.1oy.19.1,cck.4oesoy 
49	front	9	o9,hd9.1c9.h2c9.1oyom 
49	front	10	2o.y.1om.%oy,2oy29 
49	front	11	1ok1coe.81oe<$>
49	front	12	go8am.1co.h1o.8am.1K9 
49	front	13	@219;8.1oe,9.k1coe.8,am.Ko88 
49	front	14	@186;.2o4oh9.2oy.2cos.okoe.8am 
49	front	15	o1oe.1oe.1o89.81o8am.8@192;m 
49	front	16	@186;1o.1cc9.81c9.4ok1o89 
49	front	17	oeoe.oe.1c9.1c9.h19.4ok1oe.1osoy9 
49	front	18	2coy.1coe.o8.1o.81d9.4ok1ok19 
49	front	19	81co.y.1cc9.hcoe1c9.1oh1oe.1ohaN 
49	front	20	4ok1o.1o8s.1o.1o29.1s.oym 
49	front	21	o81o.1oy.ck9.2oe<$>
49	back	1	g
49	back	2	h2oy.2oe.Goh1oe.1r9 
49	back	3	o
49	back	4	4oh19.4oh1o8.2o.H9 
49	back	5	y
49	back	6	1ok19.1K9.K9.ho879 
49	back	7	9
49	back	8	ohco82o.1ok2oe.8ap 
49	back	9	c
49	back	10	2oe.2o8am.4ok1ay 
49	back	11	@166;
49	back	12	4ok19.1oh19.1oh9 
49	back	13	h
49	back	14	1ok19.1o8am.8aN 
49	back	15	s
49	back	16	4okds.1co.8.am.8oe 
49	back	17	g
49	back	18	o1oy.2cco8.h2co8e 
49	back	19	o
49	back	20	@186;h2o8am.%H9.8ay 
49	back	21	@164;
49	back	22	81oe.Koe.8am.1oh9 
49	back	23	9
49	back	24	o1ohcc9.Hc9.8am.8an.1ohAp 
49	back	25	c
49	back	26	4ohcoe.1ohCo89.okoe.h1os.1oe.8am<$>
49	back	27	@166;
49	back	28	f1o1oy.2oe.k1oe.og1co8ae.81s9.1ok19 
49	back	29	s
49	back	30	81o.81oe.1oh1o8am.1oh19.k1oe.oh1ohoe 
49	back	31	g
49	back	32	k1ok1c9.1ohcco8oe.y1C9.ok1o8ay.81o.81o* 
49	back	33	o
49	back	34	2o1o.oam.2co.1ok9<$>
49	back	35	@164;
49	back	36	4ok1o.1coe.1oes.1o.1Kc9.81coe.1ok1o89 
49	back	37	9
49	back	38	1ohco.3o.1coy.1coh1ck.1oy.8am.89.8am.4oh7 
49	back	39	c
49	back	40	oam.19.8am.1oe.1am.h2oy89.1oh19 
49	back	41	@166;
49	back	42	4ohcam.1co.1oy.1okC9.h1coe.8an.1o.8azn 
49	back	43	8
49	back	44	1oham.1o.8es.1ayin.7am.1an.89.1ck1o.89 
49	back	45	9
49	back	46	oam.1ch9.X.1o.y,1sccs9.h1oy.soe.1Ko.s 
49	back	47	c
49	back	48	4ok1coe.1,c9.1oy.1ohae9.1oy,8ae.1am8 
49	back	49	h
49	back	50	1oe.1oy.1cs.1hae19.1ohccoh9.1oh.oyaN 
49	back	51	9
49	back	52	9h1ohco.y.1C9.8am<$>
50	front	1	g2coy.oeWaiy.oew1c79.4ogcC8ay.og1i9.8az.o,e,am.1cu189 
50	front	2	soy.oy2cH9.oHo89.2os.aeoe.89.hay.oh9.8aM.ohax.ay.ohap 
50	front	3	k2oe.hay.2C89.ohco79.4ohc79.1o89.h189.j179.1hAm.o8aQ 
50	front	4	k189.4ohay.1c89.4oh179.4oham.oy.ay.aeoe.hco8am.oey 
50	front	5	soeh19.1H9.4oh179.4oW179.ohay.ay.9.4oh189.hay.ay.ohan 
50	front	6	9han.2coy.oe,h1c79.ohae.4okoy.1ccoy.oehC89.8am.4oh9 
50	front	7	ko7aean.4okae.ham.okam.okae.2c.hay.aym.oh1c79.7aym 
50	front	8	9h9ham.2cchay.ok189.8ay.hay.3c7an.kaij1y.oyoehan 
50	front	9	9k179.h1c79.9hcc9.ham.4ohan.ae8.ae,os,aQ 
50	front	10	soeham.ojaeho,1H9.7ayn.1h9<$>
50	back	1	k19.8o.e7ay.2ok179.4oh189.oj1c89.4ohoe.2oy.ouay.way7ap 
50	back	2	k1o8,an.occc9.oham.2c89.4ohae9.179.oh9.hco79.1C9.ohan 
50	back	3	jo1c79.4oho79.1cH9.2H9.8aeoe.9hcC9.4ohc79.ohan.ohae 
50	back	4	8ay.4oan.oeam.oes.am.oe.ohC79.oh179.okay.1l9.oy 
50	back	5	919.kaz.1H9.4cham.4o,8am.oe1ch9.1c79.1hc79.ohc798 
50	back	6	8am.hc7az.ohae.1o89.4ohc79.ohay.oh1c9.ohc79.Akay.1h19 
50	back	7	kc8am.o8am.Ay.oham.9hoy.8am.1oh9.4ok179.hc9.7aiyap 
50	back	8	9hay.ohaiy.okAy.4ohc89.9h1oe.hay.1H9.oeham.ohan.4@196;8 
50	back	9	9k2co8.an.3c29.c1c79.h179.okam.oham.oh9 
50	back	10	81c79.Aham.oe189.oeoC89.9hcco8.ay.ay,A8 
50	back	11	e1c9.hay.9h19.h179<$>
51	front	1	k2oe819.4ok19.oj1cay.(j1c89 
51	front	2	81co8am.Hco89.Ho8(.1o89 
51	front	3	981o89.Hc9.ok9.Hco7ay.4oh9 
51	front	4	8am.Kcs.ohoe.1co89.H9.1cC9 
51	front	5	k1co89.4o8am.Hc9.4oHc9.kam 
51	front	6	91o8am.1oham.(h1A8am.(hae8 
51	front	7	91os,ay.1H9.h1o.4oh19.4okae 
51	front	8	o2oe.o8am.l9.Hco89.4ohc9.ok989 
51	front	9	koe.8am.8aP.41o8ae.8ae.4o79.4ockap 
51	front	10	9h1oe.8Ay.2c9.4ohcoe.h1c9.2oe.ohap 
51	front	11	k1o8am.ojccA89.4ohoe.okco8am.hoe,oka* 
51	front	12	9oCs.HC9.hoe.1Cae.ohcoy.4oHc9.j1o8ae 
51	front	13	oam.Hoe.(hicoe.ok1C9.Jco8am.9hcoe89 
51	front	14	8aIV9.4o8am.ha@181;8ae.Jo8ae.s.ae.8ap 
51	front	15	4ohoe.1coy.Hae.s.oy.ae89.okAe<$>
51	back	1	go2o89.4oho8ay.2o8am.4okae.8s1C9.sam89 
51	back	2	82o89.Ho89.4ohoe.89ham.19.4ohc9.8am.K9 
51	back	3	k1o89.K9.1Hc9.4o8.9k1o89.81oe.sam.9kap 
51	back	4	okam.4o8ae.9kae.1co8ay.$.o89.okco.8am.2oho* 
51	back	5	ko8am.9ko79.4ohoe.2o8oe.4oH9.9hoe.okam.8ay.9 
51	back	6	ohoy.Kco89.4oJ9.4ohAe.4okam.ok9hAe.1oe8am 
51	back	7	4okoe.1o8am.4oh1co89.1o.y.1o8.9Koe.s.oe1Ck9 
51	back	8	oehcco89.4ohae.4o,8am.@247;oy.@248;e 
51	back	9	8am.Hoe.3an.h1oeoe 
51	back	10	9hcoe.3co.4oho89.uoe8 
51	back	11	91coh9.2C9.9hC9.1c9 
51	back	12	A1oH9.8am.1o,Hc9 
51	back	13	8am.1coe.1co8an<$>
52	front	1	k8oh1F9.9Gho.9kaz.2ay.4of98am.9g19.ok1oe.8ay.9k9 
52	front	2	ok9.2oy.9koe89.4oh9.hoe8ae.okds.8aes.okay.8e 
52	front	3	k1ok2c9.4ok9.oh1oe.k1o89.4okap.oh9.9koe89 
52	front	4	e2oj19.4ohA.4ok19.ok9.8ay.ok9.8ap.91Ko8 
52	front	5	oh9.1oy.oh1ae.oh1ay.2oy.koe.9haz.9k18ap 
52	front	6	8am.2c8am.4o8ae.89.1ohap.ok1oy89.oh1oe.8o 
52	front	7	4oh59.4oHop.8aes.2o8aip.k1ap.8o89.9hC9.8ai6.a@173; 
52	front	8	oy.1C9.8,oy.3c9.hop.s.1C9.81Ap.8am<$>
52	back	1	g1oy.1Joe.JaM.ok1coy.9koy,hoe.1oJos 
52	back	2	9k1c9.1oe.Ko8aIs.29.hoy.csc.1oy.19.8ap 
52	back	3	ooy.1oy.1o1ay.es.1kCoy.9koe.2coe.okap 
52	back	4	k1oy.Kcoy.Kcoe.1ccoy.1coe.1Hcc9.so89 
52	back	5	9kcc9.Koy.1coy.Jco8ay.89.yax* 
52	back	6	4oko8am.Koy.ok9.h1oe9<$>
52	back	7	j1coe.!oeom.Koy.am 
52	back	8	ho8am.K9.4ohcc9.s.oe 
52	back	9	8am.Hcoe.1oe.4ohcoe.8am 
52	back	10	9ohC9.4oho89.1oe.soes.am 
52	back	11	8am.%oy.4o8am.Hc9.sae 
52	back	12	4ochay.Hoe.9h1o89.H9 
52	back	13	9hay.ohaM.Hd9.8aIp 
52	back	14	o8ay.1cohoy.HC9<$>
53	front	1	hA8ap.1oKo89.ok9 
53	front	2	8oe.8an.s1o%c.ok9 
53	front	3	2o,Cs.1ohaN.o89 
53	front	4	9k1o8am.(h9.ok1c9.oko8 
53	front	5	oh2.okoe.U9.Jo8oe.9ho89.4oh1o8.ok1o.4ok.ok9 
53	front	6	9hco8ay.o4oAy.oH.o7oy.1an.4oho8.9h189.1Cs.8ae 
53	front	7	so8ay.okos.4o9.k19.okc9.1os.oho8.9h1o89.4ohcc9 
53	front	8	4ok1oe.8ay.4ok9.1koy.oek2o.@253;.9hCo*.o,9,ko,98 
53	front	9	okoe.1oe.Kds.o,s.oyoe.1o8.4ok9<$>
53	back	1	k2oy,3c9.4o8H9.c@238;o.oek2c9.8am.4og19 
53	back	2	ohC9.8am.2cchoe.2op.2o.K9.71Ap.8o 
53	back	3	98am.Jop.1oe.8o,H9.Koe.7Ap.ok9 
53	back	4	4ohoe.8aM.4oHoy.oh1oy.8aIo,8an.8 
53	back	5	92C9.Hoe.1Hc9.8am.Kco89.979 
53	back	6	o1oih9.73c9.1oe.9h1co89.1oe7ap 
53	back	7	ko8am.2o8am.4ok,ca,819.4oko8.o8am 
53	back	8	2C9.h+A89.k3co89.2co89.2cck19.ojo8 
53	back	9	o.Kco.79.2o79.4o8ae.Ko89.2cos.2o8am 
53	back	10	91oK9.4o7ae.2o7am 
53	back	11	ok+o.oy.1cay.3co8.1ho8ae 
53	back	12	91C9.h19.oh9.ho89.A8ap 
53	back	13	9Ho8am.okoe89<$>
54	front	1	go8am.2o8ae.4oj1oe.Uco89.oj1coe.1oJ9 
54	front	2	9ko8am.ok1c9.ok1c9.4o,Ho8ae.soHo89.sAy 
54	front	3	8aZ.Ko89.okoe.oh1o89.oe.s.Ay.9.9k1c9.8ap 
54	front	4	koy.oHoe.%oh19.hoe.1op.y.1c9.KcokAe 
54	front	5	say.%.ohco8an.1ohc9<$>
54	front	6	hoy.oyc.Hos.3ogAp.1cy.2op.h2coy.%c.4h1oe.8ay 
54	front	7	8oy.s.2cc9.h2co89.+o.oy.1C9.1ck9.soe.8c%.7ap.8ap 
54	front	8	ko2c9.ho,8e.Ho.8ay.2cchae.s.am.ohcap.ck1ae 
54	front	9	o.am.oy.oe.sae.4ohoy.1oy.Hoe.s.s.2o.1oe.8am 
54	front	10	koy.oe.8oe.oy.1oe.1oe.Hoe.ohoe.oh9.9k1oy.oe,hoe89 
54	front	11	8am.ohoy.oy.oe.Hoe.1oy.1oQ.8aQ.oy.2o.1oe.8op 
54	front	12	9oy.2o8ae.o.am.ae.8oe.1och.az,o,e8ap<$>
54	back	1	g1co8ay.1jae.oeAm.Eh@198;c9.8ay.4ohC9.Jccan.s.ae 
54	back	2	81can.Jam.s.ay.1coy.4o8am.Kaie89.9j1ae 
54	back	3	9aix.(hay.oh9.1ap.1o79.9hoe8ap.1coe,ap 
54	back	4	8ay.1o,y.1ch9.1oe.oham.1o89.1oe,79 
54	back	5	o8am.9kam.4o8aip.4ohay.19.s.ap 
54	back	6	koe.1coe.2o,K9.4o,8am.h1o89 
54	back	7	8am.2co89.4oLoe.s.am.4ok19 
54	back	8	8amo,8,aP.4oham.9kcae.ohae.op 
54	back	9	98am.4oHc9.4o8ae.9kap.ohae.89 
54	back	10	hoe.Eham.2H9.4ohae.8ae.4oK9 
54	back	11	oam.4oH9.4ohap 
54	back	12	koe.1oe.Koe.s 
54	back	13	91oe.ohae.9Hc9 
54	back	14	kay.Jc9.kap.ae8ap 
54	back	15	oy.ae19.9kae.8oe.1o8oe89 
54	back	16	7am.1oe.oe8am<$>
55	front	1	go8am.2ch19.4ofaz.ohay.9h.1cjam.4oh179.oy.ayo8 
55	front	2	ohaiy.Ay.am.1o89.9haiy.9.4ohay.ohay.Ae.9hay.oy.ae 
55	front	3	9haIy.1oe.1h9.ohay.1h9.179.4ohay.oham.1H9.s.am 
55	front	4	8am.oy.oyoe.1ay.Ay.ham.oh17.9hax.o8am.17oeom 
55	front	5	9.oy.am.ohae.1oe.h1o9.g1k179.ocham.ohayoy.oehap 
55	front	6	k1o.8am.2o.hc79.hc89.ohoe.179<$>
55	front	7	k1c8Ay.1coehc89.1o89.h279.4ok189.4Ah179.oehay7ap 
55	front	8	819hc9.1ay.1ch.\Cy.o8aY.\aeods.Jco79.4ohcco.79 
55	front	9	8an.1ch9.7ay.1H9.7ae.4oho.ehC89.7ay.ham.89.hap 
55	front	10	8aiy.ohae.4ohay.Ay.Ayai.o.ay.o8am.ohcc9.8ay,17,oe 
55	front	11	e1oy.1c9.hcc79.89.4ohae.oha&.7ae.279.okae.okae7m 
55	front	12	oan.H9.8e.oM.7am.oham.1ceae.4oham.ohan.y 
55	front	13	e18ae.oH9.7am.okoe.okay.2ay.an<$>
55	back	1	h1C8189.oc7an.1H9.okoe7am.8o897 
55	back	2	occc8.9kcc9.ohcc79.4oam.ohco79.9hCs,aN 
55	back	3	4ohCc9.os.an.4o,oe.ae.1c79.say.am.oe.hay.ap 
55	back	4	ohay.1H79.1ca79.hcc9uay.ae.91c79.4ohan.o79 
55	back	5	4oham.1am.9han.9haN.o89.6am.1c8(.kaeap 
55	back	6	9ham.8am.9haz.1ch9.8am9<$>
55	back	7	oh18.9han.2cohc9.oy.an.cs.h189.j1Ae.ay.ae89.7ay9 
55	back	8	kAy.1c79.4oham.ohay.4oe.okay,2o@237;ay.kaeo89.ohay9 
55	back	9	9hah9.4oh19.ohae.1c9.ox.oy.am.oham.9han.Akah9 
55	back	10	oam.oe.s.am.oham.oh9.9kam.okay.(hae.9hay.oe 
55	back	11	9ham.1coay.1cch9.oe79.am.ohae.oek19.oy.9.oy,an 
55	back	12	8am.ay.1ch9.oehC19.se.ay.am.8am.okap<$>
56	front	1	ok1ae.11s9.ok9.Sc89.19.91oJ9.1oy,19.19 
56	front	2	1oh1c9.1Ae.1oe9.hoy.19.19,hc9.1ok9.2o,ham 
56	front	3	oe1c9.1oh1oe.1c9.hC9.4o.hC9.1ohC9.1ohs9 
56	front	4	4ok.1oy.1oy.1ohoy.1hoy19.ohay.189 
56	front	5	1o,1oy.1o.1o8ae9.8am 
56	front	6	9h1o.89.81c9.hcc9.8am.9 
56	front	7	2o.h1oe.ok1oy.1oh9.8ae 
56	front	8	s1oe.1o9.1oh9.1CHo89<$>
56	front	9	k1oh9.h1oe.2oe.1ok1c9k1oe 
56	front	10	9k,1oy.ok19.1oh.9k.1c9.y.oh.am 
56	front	11	29,h1cc9.8,am.Koe.1oy.1ohoy 
56	front	12	2.1o.h1c9.4ohoh19 
56	front	13	oh19.1oh1co.h1ae 
56	front	14	s.1oe.1okoe.4ok19 
56	front	15	k1ok1oe.1oe.K9 
56	front	16	4ok19.1o89.Ko,y.1c9.h1Ay* 
56	front	17	1ohcc9.4oh1C9.s1c9.8.am.89 
56	front	18	2o.1oh19.h1oay.soko8aN 
56	front	19	ok1c9.hcoe.8am<$>
56	back	1	h1cok.2oe.1c9.4ohom.2oy.4ok1coe.1oyoy 
56	back	2	2o82c9.4okd9.4okcc9.8am.4okC9.Kay 
56	back	3	o1c9.1oe.1oe.4ok1c9.8am.1okd9.8ae 
56	back	4	s19.k,1c9.8am.8C9.ko8.8an 
56	back	5	4okds.3o.h1cc9.s,am 
56	back	6	1oh1oe.1oy.Hos<$>
56	back	7	h1oh19.EW1oe.2oe.1oe.ok198 
56	back	8	9h1oy.1oh19.4oh1o.k1C9.hoe 
56	back	9	2ok1ok.1oh19.h1o.ham.oh9 
56	back	10	oe,h19.h2o.29.9koe.1okoy.989 
56	back	11	1ok1c9.hccoe.1c9.h1oe.k1an 
56	back	12	4oh1c9.KC9.e,hcc9.h,1c9kan 
56	back	13	9hoy.am.1oyoe.2o.2oe.8am 
56	back	14	1oe.1co.h1oe.1oe.1oh9.1okoy 
56	back	15	ok1oe.1oe.1oe.8am.1okam 
56	back	16	s,o,h1oe.1oe.1oe.8am<$>
57	front	1	joccoHc9.o8an.1coj.2co89.2or9.89.3ccj.3co89.9o8ap 
57	front	2	8AIs.aiy.1ck9.1co.K9.1oH9.1cokc9.2.hCc9.s.o8am.3c9 
57	front	3	49kCo89.1cooh9.4ohco79.2cc9.ohco89.1cEo89.1c1o89.1cohco89 
57	front	4	8ccos.1coK9.1co79.4okcco79.oKo89.ohcco89.1kco89.1co89s 
57	front	5	4oh1o.8cM.1cco8ap<$>
57	front	6	k2co8ae.oha*.1l9.oh189.8oKo.oj1c9.89.ho8am.ouoyap 
57	front	7	8aIy.2cc89.4ohcc89.1ckc9.okcco*.2chc9.kc79.ohae7* 
57	front	8	kaiy.2189.91c89.H189.oh19.1c79.8ae.4ohc8ap 
57	front	9	o7aiy.%cco.H9.s.ay.ae.8aI89.81cHc9.7am.1c79.Kc79 
57	front	10	4ock1c9.hc79.2c7am.s.1cos.9hcos.(L9.kU9 
57	front	11	82c89.ckcC9.Jc8op<$>
57	back	1	8azoe 
57	back	2	^.sae9.sAcos.^s.ay.ohCs.o.8.socu1ccs.e.*.sos.ohc9.7cuo.f.o.yhc7ap.2.ojoe.say.88ae.9k9.s.9.8aZ.okc9.8289.8haes.ok9.j119.a.y.ojam.8ae.hayo89.^y.ohC9.8ayap.4ohay.ohae.ohae.8.o.e.3chae.8981s.o.h.2c,y.sam 
57	back	3	o.e.&.y.^.|.h.p.f.@204;.k.x.@201;.@236;.(.@200;.@202;.o.e.8.y.^.|.h.p.w.@204;.k.y.@201;.@236;.9.E.@202;.o.e.8.y.^.|.h.p.g.@204;.k.y.@201;.@236;.9.E.@202;.oe.8.y.^.|.h.p.g.@204;.k.y.@201;.@236;.9.E.@202; 
57	back	4	8am.okc9.ou1c(.+cs.o.8.ohCo8.e.o.ehCoe.8hc7ay.Au.ayos.s.9.1c8am.h.1ck9.|.8Co8ae.ao.k1oy.2.kc7ay.8ae.@202;.8am.am.okae.8ayo.^ 
57	back	5	o.a.e.y.p.am.8.@201;.E.u.s.9.e.h.|.e.y.@236;ay.o.y.9.k.e.s.8.9.8.ay.kco7ay.oko7ae.3ch9.okCo89.|.s.e 
57	back	9	okay8ae9
57	back	6	oko8aya*
57	back	7	ojayaz6e9
57	back	8	oeh18ae
57	back	10	ashae89
57	back	11	ayaeayay
57	back	12	ohcie9
57	back	13	oUoy.ohc@180;y
58	front	1	Woy.1oeu9.2ou19.okoy,ae,19.1of1oe.2oe9.okae9.8ae,p 
58	front	2	82o7ae.oy.H9.oe1cay.1ay.kae.9kae.9kay.oe1okae 
58	front	3	9hc1o8.8ae,ae,8ap.9kap.1ok9.ok19.okae9.2ok9.s 
58	front	4	82oy.1oeay.am.5aeop.2ae9.7ae19.okcop.7ae.2oeaeaQ 
58	front	5	4oy.81aiy.ap.okay.okax.1ay.ay.ae.1ay.ay.ay9.9kaeaN.1ap 
58	front	6	koy1c9.okam.1ay9.okcoy9.okae.7ae1oy.9hC9.1oekap 
58	front	7	sam.1oehC9.8ae.2op.2oekcoe.9kaeo89.okc9.1coe9.o.k19 
58	front	8	koeC2ae.oeCap.8aeoy.19.okco819.9kco19.okc9,hae,79.aeap 
58	front	9	2oeam.1C9.9kco8am.4o,ay.am.ay,ay9.2cc9.8am.c.aeap 
58	front	10	kae.ay.ap.2ay.1cj1c9.okay.ae,89.okae.1cap.4oham.okc.s9 
58	front	11	4oJo89.4ohaeap.1aiyae.4o,ckam.okae,ae.8aeoy.oyax 
58	front	12	2oay.ay.1oe8ae.okae1ae.8ae.1oe79.ohae9s.aiyae89.%ay 
58	front	13	9kay.2ccay.1coe89.9hcoe.1cae.1co89.1ae.1am.oe.oe9 
58	front	14	2ayap.ohaz.1cham.(k1ae9.8ae.1ae.9hae.ohaeae.oe9.1ae 
58	front	15	8aZ.2ae.4ojaq.1oeae9.7(.2c89<$>
58	front	16	k9g1c9.ay.az.9ka29.4ok9.3c9.g189.82ae9.g98ae9.1oh9.oj9 
58	front	17	92oe29.4okoe9.8am.9hae.7ae19.4oh9.6ae.9k1o79.s.oeay.ae9 
58	front	18	8ayay.2oe.1oeyae9.1oeam.o7am.1ae9.8aeay.am.ohae.okae 
58	front	19	ko8ae.4okc9.1ae9.8ae.4ohae79.okay9.ohaeae.5Cs.1ae.o1ae9 
58	front	20	92coH9.oed9.oeccsc9.Aeam.oehcae.7ae79.okaeay.ay.ayo8aip 
58	front	21	k1cos.91coy.5can.ohc9.4okaie9.8am.19.1oehoy.oehcoe.ok9 
58	front	22	81oe9.9kay.1oe.8ae.4oaZ.1aeoeh9.osae.1okap.1ae.oesC* 
58	front	23	2oe.oecc79.1okay.ohcae.+co79.4ohae,1ay.okae.1o,h9.say 
58	front	24	kaQcm.okccos.ohcae.ay.okaeoy.1cochay.1ch9.okaWay 
58	front	25	oay.1cchc9.okccoae9.okay.aehay.oy.ae7ay<$>
58	front	26	h2ay.2oh9.oj1Cay.oua&an.og5coeam.og97am.go8aZ 
58	front	27	9kcoy.ok9.1aekay.ay.5dk19.kae.ae.1cay.1cay.1o.y.ay.ap 
58	front	28	92caehaiY.o8aeae9.8aeae.1(.s.aiy.5ohay.oeae79.ohaeo79 
58	front	29	o6aeay.1coy.say.aeoe.8ae9.1cop.1oy.ay.ae7ap.1ae.1cae.s.o&9 
58	front	30	9koy.ay.aeop.4ohaeoy.189.8az.1o79.1coe.ohoe19.okae79 
58	front	31	o8+1oe.kam.ohae.oy.1oe.oechay.okay,1oe.1oe.ha*.4ohae 
58	front	32	o4okae9.4oham.1kae79.4oh9.7ay.ae.1oe,kae9.4ohae79 
58	front	33	s1oL9.7aeoes.4ohaeos.1coy.ochco89.4ohae9.1ohay.79 
58	front	34	9s,2coe.1ohc9.8aeo,e.2ohaeoe.4ohae,9.hae89.(kaijop 
58	front	35	8koy.2coe.4ohoy.2ay,ae.Hoe.2oe.ay.am.%coKap 
58	front	36	sham.3ohae.1oH9.4oh9.1K9.(hC29.2ochay 
58	front	37	ojoehcoy.oe,1oU9.Goe.19hae79.1oeoes.1ham.oeu1ap 
58	front	38	s,92cos.ohae9.1cos.okc9.(hay.es.am.oham.(koe,hae 
58	front	39	8k2oe.79kae.ohay.oeoe.3coe.4ovc9.4ohae9.Taeoe.7aeAp 
58	front	40	9boed9.ay,az,ae9.g1o89.k2ae(.aeoes.9hae,9.hay.ayap 
58	front	41	81oe.1ohae.s,am.8ae.ohaes.ae1c9<$>
58	back	1	koe.2oh19.Ajam.ojam.1ouae9.9gaY.9jae.ojae.ojae7am 
58	back	2	8az.ay.5cam.kaz.9.4okaeo&9.s,am.ohco89.4okaz.ay.aeoy.oyh9 
58	back	3	ko8ae.4okan.2oHcc9.4ohcoe.ohc9.4ohae,1ae.7ae9.ay.aip 
58	back	4	oy.am.ohaz.9.7az.ae.4ohae.4o,ham.4ohae9.ohay.oehae9.ohae 
58	back	5	faZ.AuaYay.4okam.5oe9.4okam.94ohae9.ohae.4ohae9.ohae9 
58	back	6	4ohaz.ay.ae9.5oy.8am.1oe9.8ae.9ham.oyc@173;.f1c9.ohae9.oh9 
58	back	7	9.7am.4ohC9.4ohay.e1c89.4ohaeoy.2coes.okcoy.am.1ch9 
58	back	8	kam.Hc9.8ae89.4ohaiy.aeay.9kae.am.okam.9ham.9hae9.7ap 
58	back	9	saeae.4oeam.1oHc9.k1oe9.4oham.4o,hamos.oy1C9.oeae9 
58	back	10	9haz.2c9.hc9.Koe9.4okaeo*.4ohaes.4oham.ohae.ohae89.oy9 
58	back	11	k1oe.3oe.koy.4ohaz.ox.(,9ham.8oy9.ohaZ.1o8am.okaes 
58	back	12	oyd9.1Chc9.1cae.4ohc9.1c7ae.79.koeaz.og1c9.goae9.F9 
58	back	13	4oCay.aehcan.9kae.1os.aeoy.ohae.1K9.kae.@235;9.hay 
58	back	14	2Ay.az.aeos.1oe.oCay.+o.4okae.1oe.kae,ay.kay.ayojaQ 
58	back	15	4ok.om.ohae.ay,ae.s.az.4oae.kae1os.ohae.1o.9kap.7ap 
58	back	16	9ham.4ohaiy.Ahae9.4ohae.1ae9.1coHc9.oeae9.kae7aY.ae 
58	back	17	7am.Aeae.8ae.4ohZ.okae.1o8oe.4ohcae.1coe.1os.ohCap 
58	back	18	kam.1ae.2cae.4oH9.8ay.am.oHc9.4ohC9.4oam.ayae 
58	back	19	ohan.1ohae.2coe79.4ohoy.oehap.1coe.8ay.1ohC9.ohae19 
58	back	20	koean.ay.9hcan.4ohC9.okae.1oe.ohae.ay.1ck9.1haeay.oe 
58	back	21	oean.oe,aeo,y.o8am.4ckais.okae.4ohae.8az.Anc9.okap 
58	back	22	ohay.2C9.2chcae9<$>
58	back	23	g129.5coekc9.2ojae1c89.2coehcae.4ohay.ae7am.4ohaeay.7ae 
