DIŠ,𒁹,𒁹,𒁹,𒁹,AIN!  𒁹𒆪 aIḪ:ICH!  𓈖 ana: an+in,male,maInz I 1 亻rén  dash!  vs  weibliche-th-Form                        
DIDLI,𒀸,𒀸,𒀸,𒀸,,(suffixed)plural -S -ES -AS -OS !,-N -I -S !                          
DIDLI ḪI.A,𒀸𒄭𒀀,𒀸𒄭𒀀,𒀸𒄭𒀀,𒀸𒄭𒀀,,(suffixed)plural -esa -isa? -asser -ssai,-N -noi -οἱ(hoi)QED KA? MEN?? N ika                         
dam / tám,𒁮,𒁮,𒁮,𒁮,DAME, DOM, DON >> Dumma=Kinder Dame!                        
tág/k dag/k *dax,𒁖,𒁖,𒁖,𒁖,Dach! → étage = deck Decke tag 𓏴 𓏵 Tag,Dakhma →andag → Andacht, handaxtan=an'denken  be'denken …  penser ↔ pension ↔ panta ###                         
dir,𒋛+𒀀,𒋛𒀀,𒋛𒀀,𒋛𒀀,DIR ???,dirig?   </> su4𒋜↔si𒋛+gunu~𒑓>𒐺,
da,𒁕,𒁕,𒁕,𒁕,*LAI *ST *Stoff    𒁕𒉡𒍑 dom'nus:judge 𒁲,line, lair  ałæryn العرين  Lager  Löle (Höhle)  𒈠𒁕=Mast/sail (M) DaxBau  DaBei DaMit DaZu Affix „-mit“  „bei“ ~’de’?                    
de di 旦 ṭi,𒁲,𒁲,𒁲,𒁲,旦dàn𒁯! δjad! ,𒁲dit:dag:δjad:talk!  djad judge ßed 𐎭𐎠𐎫data: justice   𒁯旦dàn! 𓇳𒄭𒄵HI×SHE=horizon    𒁲𒈖de+stir=disturb  ,SAR circle 𒁲𒅆defy:defeat  don  + DI = DI 𒁲  vs 𒆠 KI=URth šee 𒈾𒁲𒇻 na-ṭi-lu nāgih  vs   ראה  ray ra'ya الرؤية 𐎌 SHIN !? 𐎰 THA !? spha?   𒍏𒄩𒍣𒅔hazin:axe eszi = esse = to-be     a-ta-an-ße=they-eat                      
DINGIR,𒀭,𒀭,𒀭,𒀭,D’ DEI DIE Dinger dig̃ir ↔ digit finger?,ASTER! Ast Ähre ER AN!  STERN STAN ting into,stand arrett QED  𒀭fdinger↔sphinx?   IA IAN YHWH starn                    
DUG 𓎡,𒂁,𒂁,𒂁,𒂁,"Djug 𓎡 𓎢 ~ 𒌇 δέχ, δucτ DO! <<<    luṭ ƒ", Topf: vessel –  ↔ 𒄞?                         
DAG,𒁘,,,,KISIM_5   *Mes, *Met ?,↔  𒀫 AMAR / 𒁗  MASH : mother … ? daughter? FrechDax :) ↔ meat 𒍜 ?                          
DAM,𒁮,𒁮,𒁮,𒁮,Don, Dominus, Dame Dame! ++ wife  spouse ↔ 𒊩cone cune(t) 𒆵 𒁮 𒂖 𒊪 𒍮                       
DARA3,𒁰 ,𒁰 ,𒁰 ,𒁰 ,durah,wild goat,˰
DAR,𒁯,𒁯,𒁯,𒁯,*DAN *δAN 𓃶 psan 𐁁𐀼,wild, goat  break  cut  ↔ 𒁱  𒁰 Ibex  (GÙN  ḪU-gunû  SI-gunû) 𒌋𒁯AŠDAR ↔ Ishtar 𒈹	  *ypan?                    
DARA4,𒁱 ,𒁱 ,𒁱 ,𒁱 ,*dashrad=red!  丹旦dàn 𒁲,DI (de, did) right  justice  law ↔ djust: dath@SEM! DAD DOM!   丹dān Rote Roben!                       
DU gir!,𒁽,𒁽,𒁽,𒁽,run/gir! 𓂻  ↔ KAŠ/šešig 𓃱,gir™ 𒁽 run! 𒁺 ra / gIR  𓂻, KAŠ_4 SUḪUŠ RE_7                         
Dug3 TU Zu2 KA,𒅗,𒅗,𒅗,𒅗,𓎡 KA/pû/pthû/ca/zan/zu2/δU/du/do!  𓁹𓂋,DU+DO! tu dug:talk:chat 𓎡drink! ↔tongue?  ,dig:𒀀𒅗acker:irrigate𓌻     𓁹𓂋make mouth mot (word)                        
DUMU / māru,𒌉,𒌉,𒌉,𒌉,𓄡  [scro]tum StrohDummes Maria Kind,),child / apprentice ↔ du/double dumm )   𒌉 tur : klein  jung ↔ deer!                        
DUGUD,𒂂,𒂂,𒂂,𒂂,DU+GUD=dear,ten?𒂃DUḪGAB, DU_8   TUḪ                          
DU / GIN,𒁺  ,𒁺  ,𒁺  ,𒁺  ,gin:gehen 𓂾 𓃀 𒁁 𒁇𐎁 ,gin:gehen! walk   DU: dawn=𒌓𒁺*Horizon Horaize🌣 sunrise sHahn-rise! Hour-rise,
,,,,,,,習
,,,,,,,
E,,,,,,,
É,𒂍,𒂍,𒂍,𒂍,,house,see above ku küche   καύσ casa οικί δῶμα                   
É ↔ U 𒌑 ,𒂍,𒂍 ,𒂍,𒂍,dES+SA 𒊓 ,house esse mesa Hou(me?) ↔ DAG=Dach !,καυχ  [heat kaust] καύσ casa οικί δῶμα                         
e,𒂊,𒂊,𒂊,𒂊,E!,"""vowel"" speak  E 'barley', 'leather'  EKI  EG2 'levee'  IG2  I15"                           
er/ir,𒅕,𒅕,𒅕,𒅕,Vir! HERR! GAG gunû DIG, – plead  old sign  𒅕men~mount!, ask  divinate  soft  perfume? IHR/HERR 𒅕vs 𒉌IHN/EN/NI vs  𒇽 LU  Allu  HERR                    
A2 (á) ID TI8 IDUM ed/id et/it,𒀉,𒀉,𒀉,𒀉,á → ARM!,arm → limb/wing, → weapon! power labor  horn vs  𒋛   | or → Uhr: time                        
eg ek/ig ik,𒅅,𒅅,𒅅,𒅅,*esse *ecce 𓃹  *cuin! ↔ ganz kin 𒆥 duck dark?,to be! exist! 𓃹 put?  door!? 𓃹 𓉿   guinea,𒃶ganz                          
elle ƒ?,𒂖,𒂖,𒂖,𒂖,Holy! 𒂖 Elle ≠ 𒊩𒈠 Nin,holy:pure!!    𒂖 Mumu+Horny↔holy lol,習
edin,𒂔,𒂔,𒂔,𒂔,Eden ~ Erden?,Steppe / Rücken  Baktria?,ຍ
eMe,𒅴,𒅴,𒅴,𒅴,KA×ME,meme tongue! langue 'mål ,𒅴𒄀 eMe+GI=[sumerian] language     NUNDUM  𒅻 KA×NUN=lip  rim | SU6 = bread    KA×LI/KID:𒅲TU6:AM~EME!                        
IM:I'AM/em/im 'MUD,𒅎,𒅎,𒅎,𒅎,MUD, MOOD, meI'AM 𒈨 mud  mood : anger / storm 𒉎 mud << rain wind << 'mood'?    𒉎 fear !  << 𒅴eMe : tongue<mouth → kiss+                      
eš,𒌍𒐁,𒌍𒐁,𒌍𒐁,𒌍𒐁,,,    !
ez/iz,𒄑,𒄑,𒄑,𒄑,,see above (easy),
en,𒂗,𒂗,𒂗,𒂗,*Man' mankind   *FR:VR:PR:PHR Führer …,lord / priest         rulers @ Sumer    vs 𒀭,*EN.LÍL EN.KI EN.GURUN EN.ZU Enheduana   𒂗<?>𒅁                           
ep/ip eb/ib eph B V F!,𒅁,𒅁,𒅁,𒅁,*OVal ~ euph ~ ep   ,oval   𒌑𒅁𒊏𒌅𒅖 Euphrates 𐎢𐎳𐎼𐎠𐎬𐎢,vs sag=Haupt/Herz 𒅁 ≠ 𒉣   𒅁 ≠ 𒇻                           
F Farogh الفرخ,𓅱,𓅡,𓅱,𓅡,Power frawahr@PERSIA,Alpha Roghas :) ↔ Pharaoh Anzud / buru-az bird 'young chick' in Sumer Myth   'eagle'-tree of Enki,
*FIRTh 1.  'NUN',𒉣,𒉣,𒉣,𒉣,fìrt:first,foot,feet fight (f)irîtu=Fort Eridu!! first  1st  Fürst  force!  foremost  famos  best  ↔ en  nin  alt ƒƒ ?? 𒉣𒆠=f(Eridu)                
,,,,,,,習
I ← FI VI PHI,,,,,,,
I y VI!,𒄿,𒄿,𒄿,𒄿,5 vain vian vision,,
il,𒅋,𒅋,𒅋,𒅋,,,
in,𒅔,𒅔,𒅔,𒅔,*SCHIN! ↔ 𒉌 NI,schinden, schänden!                          
ib job,𒅁,𒅁,𒅁,𒅁,,,
ir, 𒅕 ?, 𒅕 ?, 𒅕 ?, 𒅕 ?,für! (dative)  (f)ir 𓇋𓂋 / R 𓂋,sign: 𒅕? 𒊑?,蚠習
ITUm 𓆳,𒌚,𒌚 !,𒌚,𒌚,𒌓 UD sheshig (šešig),month ↔ iterate 𓆳 ↔ 𒌍 !,һ
,,,,,,,
,,,,,,,
,,,,,,,
H Ḫ K Q C,G,,,,,,
HU,𒄷,𒄷,𒄷,𒄷,Huhn! 𓅱 vs 𒄩 KHA ↔ Ḫḫr 𒊑 ,see above,H HA KA𒄩 𒄫GAIR/MAT!                          
ḫal,𒄬,𒄬,𒄬,𒄬,HALF ↔ Keil,HALF ! ++ divide → distribute,K vs AN!                          
ḫìš *rayn *li,𒂟,𒂟,𒂟,𒂟,hiss 𒌒𒂟 árḫìš arise arian:people ,𒀭𒂟 light ilu BLITZ 𒂟↔ rise ray !,"ÉRIN erem  eren2  erim ERIN"                          
ḫa♡MUR𓏇 ++ KÍN,𒄯,𒄯,𒄯,𒄯,❤️hAMUR𓏇 KÍN:con,ḫam𓏇 +++ → ḥalīb𓏇 مثل,1) same simil𓏇 mwie'like مثل mipthl maid magt Magd 𓏇 2) ḫar:heart?  *ḫur:whore  ḥalīb𓏇 hoeb ♡  lieb → Kalb Lab!    𒆠KI Kin𒄯UR:Amur♡𒈹 Gaia  *hamn	*schamon? SHAM/HRAM Sahne/Rahm@PERSIA!! ↔ 𒀫 mAmar?                        
ḪUR.SAG,𒄯𒊕,𒄯𒊕,𒄯𒊕,𒄯𒊕,💕 ḪART 𒄯 Cœur  💞 KUR,mountain(top) 'Ursache' ??  ↔ 𒌵𒆠 Urkidu~Akkad,Kur.Dach UrSache                          
ḫap al'ḫab LAGAB GUR!,𒆸,𒆸,𒆸,𒆸!,~GYR!  ○ KURA=الكرة … *lack/gap ++  ,*lack/gap:short!  vs gross γυρος GUR4:groß, (ein)kreis KUR4(en)circle (niĝin) الكرة!  ↔𐏃Hel / sHun!   koup口 kǒu(phon) vs 𒌓 D! 𒇇Och🎝 / Ewe / Ohm =Iana  𒆹 𒆺 𒆻 𒆼 𒆽 𒆾 𒆿 𒇀 𒇁 𒇂 𒇃 𒇄 𒇅 𒇆 𒇇 𒇈 𒇉 𒇊 𒇋 𒇌 𒇍 𒇎 𒇏 𒇐 𒇑 𒇒 𒇓 𒇔 𒇕 𒇖 𒇗 𒇘 𒇙 𒇚 𒇛 𒇜 𒇝 𒇞 𒇟 𒇠 𒇡 𒇢 𒇣 𒇥 𒇦 𒇧 𒇨 𒇩 𒇪                        
GUR QUR! ,𒄥,𒄥,𒄥,𒄥,𓇍KUR square![unit] 𒄥 vs 𒆸 GYR (Kreis),𓇍gir 𓇍𓏮𓂻  return!  ^^  𒄥gur:corn/gerste [Maß] 𓌽  𓏌(k)URne,↔ 𒇻LU  kou! 口kǒu(phon) vs 𒌓 D!  happ↔ESS 𒄑 LAGAB NIGIN2  𐎙 GHAIN!?                      
ḫaš tar,𒋻,𒋻,𒋻,𒋻,QUT → cotton cover,𒋻 ḫaš has 7 meanings,SET? 7 Cḫat? Ishtar/Isis: ISH+𒋻 iset  am-qut=I-bow (fall/happen)                         
ḫadt / pa,𒉺,𒉺,𒉺,𒉺,PA ,,hut/hat head! π ↔ koP!   𒌒 qup 𒆸ḫap ! "UGULA ""overseer"" 1st "                         
ḫul,𒄾,𒄾,𒄾,𒄾,ḪUL,joy,↔kur                          
ḪÚB ḫub/p,𒄸,𒄸,𒄸,𒄸,HUB  ~ 𒆏 KABana,left Foot ~ 𒆏 KABana=Levante!, 𒃕Ga*Hub=*Gab  vs 𒄊 GIR₃ foot 𒄽 𒄼 hyper?  acrobat?                          
ḫé GEN: GANz / KAN,𒃶,𒃶,𒃶,𒃶,gen/ganze!/be/sein ??? <<<,GEN™ ganz! (why?) to BE! bear child …,𒃶+gal 𒅅=ganz viel   ḫar/ḫur 𒄯 𒄯 𒄯 𒄯 ḪART 𒄯 Cœur KUR mountain!                 
HU/UHR → haur hour houl ḪUL ,𒌨,𒌨,𒌨,𒌨,vs 𒋛   gHUL~𒅆𒌨  ḪUL:Höhle! Hölle @ Hades,Hora,Uhr  Hund! / Mund ↔ dog:DAG   ↔ 𒌨𒈤 𓃬𓃬=Höhle 𒅆𒌨 'Hulu' = Bad hur?  eye-veil=evil? 𒅆𒉡vice   𒌨𒊑hUrri:'morning watch'                        
Huhn mus.hen MUŠEN  ,𒄷,𒄷,𒄷,𒄷,see above,,
,,,,,,,
K/G ,𓎡,𓎡,𓎡,𓎡,ick𒆪 vs ku𒅗,, 
ga,𒂵,𒂵,𒂵,𒂵,*CA / *CO,Cow/CArry/CAlf! ↔ GUD/GAL!  ,gee?  calf:'suckling' vs ge 𒄀 KA/pû𒅗                         
gu gá ,𒄖,𒄖,𒄖,𒄖,*COrd ,cord ↔ gum? rump hemp flax  gu↔𒄗 SÙḪ↔Tuch kur? 𒁔 BÚR :'8' !?!,
gal,𒃲,𒃲,𒃲,𒃲,GALle *GVAL *GVER   𒃲gullarch:large ++  na𓐍ti-gal,𒈗lugal=RegalEr   𐎺VO.gel  ↔ Schar šàr  Galle : black kala 𓐍 𒈪 mūšu=night Musen = 🎜 birds,gver 𓅩 gval~gull swallow  𒈪 mūšu night  Persian:  𐎲𐎥mBaGal=(be)great   𒂍𒃲 É.GAL~hekal~Gallerie ↔  𒈤maḫ! "rabû:big kāsu:cup 𓎸 šer:Scherben↔share半! ra/ibbatu = ""10 000""  𒈪melan:milan  vs  𒌉 tur: klein  jung" *SE'R                        
LUGAL : legal Regel regalis ,𒈗    ,,,,šàr : SIR Shah 𓇓 出  LU'ER : gaLORD,Zar Sir (Auf)Seher  man! ~ 𒅕'ER'  𒈗  𒃲+𒇽 Gallus!,king hebräisch שַׂר‎ (CHA: śar | shaik | KAN!) 𒃲+𒇽                         
LUGA : Luka,𒈗,,,,sar,𒊬𒊒šar-ru SöR 𒊬𒀸 (šar-rum), 𒊬𒊒𒌝 (šar-ru-um) ↔ gal+lu 𒈗 to glue (ligature)                         
gàr kar ,𒃼,𒃼,𒃼,𒃼, 𓐟 ?     𒈦𒄘𒃼 Tiger,knob, a unit  cf 𒂵  𒃲   ÍDI digna 𒀀𒇉.𒈦𒄘𒃼 𒀉💧.Taiggar                           
ig/ĝal,𒅅,𒅅,𒅅,𒅅,𓃹 & ig/ĝal → 𒃲 → IG !?!     ,to be! exist! 𓃹 HaSein door!? 𓃹 𓉿   guinea,ḫe-em 𒅎= Imme = Bee 🐝 𓆤                           
gal,𒃲,𒃲,𒃲,𒃲,𒆗 𓅫GWAL | GVER𓅪𓅨  𒄨    KAL𓅩klein,GVAL ~ Schwalbe swallow viel voll!  vs GVER very sehr  ↔ shar,gale gull 𓅪 𓅫 𒃲𒀝AK:act !!  agver 𓋴𓅨𓂋𓇋𓈗𓀁  aqua:drink  GVER𓅪guerre𒀞war!                           
kal gal9,𒆗 Q,𒆗,𒆗,𒆗,GAL ~ 𒃲 gewaltig  𒆗 ≠ 𒄨 ,strong stag! stark!... 𒃲GAL 𒆗 groß vs 𒄨 ĝuruš = klein.culein!,GAL 𒆗 vs 𒄨GURr  kala:schön wertvoll  call:reenforce                         
ĝuraš  kùr/gur,𒄨 Ø,𒄨,𒄨,𒄨,ĝur*a = ¬Groß𒆸 = ø  𒆗 ≠ 𒄨 ,klein! ĝur-aš = KR*AS  𒆸*𒁹=𒄨  ungroß = klein krei'n ø Ø ¬Kreis UmKreis,↔ lal=little                          
GUR,𒆸  O,𒆸,𒆸,𒆸,GYR *CYR … ○ ++ *KURA=الكرة,γυρος groß, kreis  ↔ κυκλ                          
(ZÍZ) tàš ÁŠ ,𒀾,𒀾,𒀾,𒀾,*Cyrs  TES : T+ASH ,curse! ↔ KIS 𒆦court! ↔KurS,kuš 𒅖   tomb  𒅖  ~E!?!                         
KIS,𒆦,𒆦,𒆦,𒆦,*Cyrth ,court(yard) ↔ Kirschen,₸飃술
Kush kuš ,𒅖 ,𒅖 ,𒅖 ,𒅖 ,*KurS contra- ↔ 𒅖iš- dis- mil *Himmel???,Kurs: mountain, Kassite/Syrus: official course:river   𒅖 SAḪAR:Sahara-dust Staub↔Steppe                         
G Š 𓋴 Ga bisaĝ,𒂷 𒍑 ,𒂷  𒍑 ,𒂷  𒍑 ,𒂷  𒍑 ,𐎂 G 𐎥GA 𐎦GU 𒃷 GAN 𒂼GAIA 𒍑 G Š 𓋴-,gaz:casa:house@goth ↔ HauSa  basket:SACK! ,1/NI/ihn  𒂼=GAIA=mAma: Mother goddess / love / breadth<<breast    Gan𒃷  𐎂 G 𐎥GA 𐎦GU                       
GAD,𒃰,𒃰,𒃰,𒃰,CUT! linen cloth vs PA!  vs ES!!  vs KU=cut:kleid,!?,vs 口 [口] kǒu(phon)                          
Gim kim DIM2,𒁶,𒁶,𒁶,𒁶,*GYN…KIN 𒆠𒈠 KIM : comme (wie!),generate, gyn:gones:KIN! | dom                          
Qab GABA Du8,𒃮,𒃮,𒃮,𒃮,*grave 𒃮𒉌gate *chief 𒃮𒃲,,
GI ge,𒄀,𒄀,𒄀,𒄀,*Reed 𓇉𓇅 ↔ 𒄄 return  <?>𓂻go𒃲 𒌦,read ↔ Reet reed ↔ tube / near vs  	𒌌 royal roady,reed:read/write ↔ dub:tab.let ??                         
GI4  GI-gunû,𒄄,𒄄,𒄄 !,𒄄,târi:turn ++  𓇍𓏮𓂻    𓅱𓂻 ,[re]turn 𒄄 return ↔ reet 𒄀 ++, gi5=KI ?                         
*GEN ŠAM! ∑ šan,𒉓,𒉓,𒉓,𒉓,g̃ γ Γ *gen[ital] scham ∑,𒉓 sum → buy, price  margin!      ŠAM:sham:Scham Samen! =  耻 chǐ = šan:shan:Schande Schind Schend... vs 采cǎi vs 购 gòu kauf  屈羞种 𒉒 NIN.DA Nutte *mauschel *masche! 𒉒                    
GIN *GIR ra 'du'  ,𒁺,𒁺,𒁺,𒁺,di/bi? 𓃀 𒁁 D' Deus?  GIR ↔ gair𒄊↔Fuß,du:do/go! gin gehen Gian! EnheDuanna 𒁺𒀭𒈾 Dianna ↔ Inanna! ♀,𒁁BAD𓃀POD𒈦𒁇𐎁B   D' Deus?                       
GIR₃,𒄊,𒄊,𒄊,𒄊,𓅐GAIR/MUT   ↔ 𒁺 GIR,GINI!,Geier giro? Foot root/road/rot🔴 Pod 𒁇 𒈦 𒁁 vs 𒄸 𒄽 𒊊 	 matress:𒄫 <?> 𒊊 vs 𒄸 ḪÚB foot!  𒆏 Kabana:Left foot giro vs γῦρος ○                        
GIR2 GÍR,𒄈,𒄈,𒄈,𒄈,GER™,knife dagger razor sword,   
GIŠ,𒄑,𒄑,𒄑,𒄑,C:’Ce’,Cis,wood ↔ 𒄑C Eschen 𒌁 vs trees 𒌁 << AR                        
GUD,𒄞,𒄞,𒄞,𒄞,KuhDear Cow  vs  ↔ 𒊩cun(t),bovid ↔ Tier deer dear dea! 𒈬 Muh/Kuh=Gut,AX OX BuLeo? Bull  𒌌u.gud ni.gal = ¬𒄞 = far! OX                        
ĝu 𓐍𓅓 Mu my mIa!,𒈬,𒈬,𒈬,𒈬,*naMa# guTea!,Gŋum! ĝuDear/dear/year:Ianna/lLAMo=𒈾𒈬NaMe#  𓅓 moi~ĝu𓎡𓍢𓀁~iCHu  𒌋𒁯𒈬=𒈹𒀭♀,𒍠𒈬ZAG:cycle! dear → son <?> phallus  taḫ/da𒈬𒈬 adda ++ much more mas vs schar gal:gar:groß   Motte↔Notte:night! Nutte 𓄌  GNiú 牛 𓄍𓎱 gnu-years-feast 𓄎  𓇋𓆵𓇳 ↔Khnum? 𓎸𓃝?  ↔ night ghoul 𓐍𓅓 GuDea ↔ 𒁯 Dar                         
Gur ,𒄘,𒄘,𒄘,𒄘,Hu: 𒄘  虎门 Hǔmén  ,河 river-bank, side  Halys Hals:Gurgle Kehle 河  →  yield  Kur:tax+    𒈦𒄘𒃼Tigris 虎=tora   𒄙 𒄚 gun 𒄝 ÚSAN     喉 hóu 吭 háng 嗓 sǎng  GU2  TIK | gun2 (gu2) / talent [5551x] = unit of weight (1 mina = 60 shekels. 1 talent = 60 mina)  load                   
GALAM,𒃴,𒃴,𒃴,𒃴,SUKUD ↔ 𒌌 sakkad, height, altitude 𒌌 u.gud niĝul   QUER? 𒆜 ↔  𒁍  long                         
GÍN KUN DUN3,𒂅,𒂅,𒂅,𒂅,CORN! 𓊋  𓈎𓄿𓅱𓈒𓏥𓇡𓌽   KUR vs URU!,Shekel/Price grain!? 𓎝𓎛𓏏,𒆎kaban covern vs grains   𓈎  𓄿  𓅱  𓈒  𓏥  (corn) vs grain  𓈖  𓊪  𓇋  𓇡                          
,𒂆 ,𒂆 ,𒂆 ,𒂆 ,,, (C
,,,,,,,
K,,,,,,,      
KAM,𒆚,𒆚,𒆚,𒆚,*Kamm,vs SAR! ,Kamm? comb?                          
KAN KAM KÁ GA!,𒆍,𒆍,𒆍,𒆍,KAM < HéiM 𒂍    Gate<Het,Hüt 𒂍,Kammer! Gate!                          
ḫap GUR ↔ eS*,𒆸,𒆸,𒆸,𒆸,𒋧+𒆸=𒊬 Sharru/scribe,see above,kou! 口kǒu(phon) vs 𒌓 D!  hap↔ESS 𒄑 LAGAB NIGIN2          ku! kú GU7  𒆪 𒆪 𒆪 𒆪 qu coutch:sit rump kou! 口kǒu DAB5 [8723x] = to seize  take  hold  to bind  to envelop  overwhelm  to choose  日 曰 ↔ kou 口
KAD.PIŠ/PEŠ p/biš pùš  k/gir,𒆒,𒆒,𒆒,𒆒,kad/piš/peš : 𒆒=𒄫 cat.fish! ,FISH→to breathe, innards  descendant  to give   H 𒄷 𒄩 𒄫 𒆒 𒅋 catfish~𒄩Hafiδ الحفيد→Neffe(Narfi)  NarWal vs 𒉏 NIM : insect                       
KAM/gám/AM,𒄰,𒄰,𒄰,𒄰,*∑AM *COUNt # sekUMde 𒄰→ ON UN #,(suffixed)numerals 2.-eme, Count? 7 TU7:soup SU+B super? <<                         
KIN,𒆥,𒆥,𒆥,𒆥,∑ kin con  𒃶𒅅ganz,𒆸𒆥 totality, world ↔ Earth: dadmū totality                         
KI Geo *UR𓊖n,𒆠,𒆠,𒆠,𒆠,𒆠𒈠 comme,(suffixed)place ↔ Urus 𒌴𒌷,UR 𓊖 KE/GEO/Gaia 𒆠𒁴=𒆢UR+D𒆣=earth/Ort𒆡Bad   𒆠𒈠 ki.ma:comme genau wie                          
KUd HA,𒄩,𒄩,𒄩,𒄩,𒄩*COD vs 𒄪HU 𒄷→cat.fish piš 𒄫𒆒	 ,𒄫cod = piš = fish! peš  𒆒	 QED! PSI ψ  ↔ 𒆒ƒ,𒄩 → 𒄪                          
KU qu  (DÚR TUKUL TUŠ) ,𒆪,𒆪,𒆪,𒆪,𒋡QA:Ka 𐎤 Ku qu cu zu su Túch 𒌆 !?,coutch:sit rump KuRA 日 曰 ↔ kou口 Ku  𒆸 KUR ! garden  𒊬 cyr | shar=green,↔squarea   𐎤 Ku                       
Kùre *KAS.PURE! *SI.pure,𒆬,𒆬,𒆬,𒆬,KÙ:Kupfer chor@SEM Erz vs𒆬KAS.PURE silber!!++ deep! ,chor@SEM:cure,clear pure chrys  (صافيsafi)  𒆬C-bar= SI.barber=Silber Barren! sibar vs copper/bar  𒆬 vs 𒋃𒆷bent?   𒆬  𓊋 angle.bent.corn  *KURV con*CAVe    ku 𒆪 kù 𒆬  ku4 𒆮 → 𒆭 school?enter                      
KUR šat nat,𒆳,𒆳,𒆳,𒆳,*Terra 3  šat → kt ct  native 𒆳 saat : son!! ,Kur~Flur: land wild 𓎡𓏏  ,TER TER TRA 3 𒆳 !!! ↔ 𒌍 30 ‘all’ ? 𓇾𓇿𓈀𓈅𓈇                         
KUŠ / Sub,𒋢,𒋢,𒋢,𒋢,kuschel kuss sub￬skin 𒋢𒈬Soma!,sub: submerge, flesh  hide  kiss! SU 𒋢 vs ZU 𒍪 DU! 𓎡 ↔ 𓂧 Khad Kappa Cheiro? fur kuschel cushion Kissen LEDR ZU 𒍪 DU!                       
k/gán GAN2,𒃷,𒃷,𒃷,𒃷,*ACKA𒃸 GÁN 𒂷 GA 𒂼GAIA 𒃸GARi  gArea aGra,Kamp:field, unit of area / sur-face 𒃸 game?                         
kab/p gáb/p,𒆏,𒆏,𒆏,𒆏,KAB Kabana! ↔ 𓄗 ,Left foot 𒄸 ḪÚB ~ Kabana=LeftHand=Levante!!!,
KA/pû qop!?,𒅗,𒅗,𒅗,𒅗,kop 𒅗≠𒊕ras SAG!,muru 𒉠 mouth/gate 𐎸↔ copulate 𒅗  quib:drink+𒁁bad=poison,𒀝𒅗𒁺𒌑 Ak.ka.du.u akkadian                          
ka kou口,𒅗,𒅗,𒅗,𒅗,kau/cha/ca ↔du/thû/ca/zan/zu2 ↔ pu𒅤 mou,≠ 𓉞   𒅗𒀀 'Kauer',chew 𒄑𒄑 口kǒu!  k.A.  ) ~ 𒄭口𓂋kra:cry chat→SAG𒊕 chew kau ka+pu=qabû Kabale→𒊕   pû bù 𓊪 口                     
,,,,,,,'
ras SAG,𒊕,𒊕,𒊕,𒊕,ration!↔ER≠KOP𒅗,savoir 山 vs 手,rasho=rako=recon? k.p Kopf vs l.p Lippe 𒊔  𐎗 Rasha                        
Dug TU! zu2 ,𒅗,𒅗,𒅗,𒅗,pthû/ca/zan/zu2,du:DO! tu dug: talk!  drink! ↔tongue?,𒄑c->zahn zanke Akk. šin zinke[nose] zan->khyn->hyena-hündin kan4~gate                         
kar/*gari?,𒃸,𒃸,𒃸,𒃸,kar ↔ kur=high     *gari𒃸=𒃷gan   *Rib rayb rebe,shine, rise ↔ sun.ray 𓇳  ↔ 𒌒𒂟  kyr cy ↔ zieh 𒍣 rise? søux                        
kaš/gaš,𒁉,𒁉,𒁉,𒁉,BI/DI!,BI: beer,beer chavez                         
kib/pib,𒄒,𒄒,𒄒,𒄒,GIŠ×GIŠ-tenû 𒄑*𒄕," old sign šallūru  սալոր (salor, “plum”) -ing  ciruela  𒅪	" pruim 𒄒 ≠ 𒆙                           
kir/gir,𒄫,𒄫,𒄫,𒄫,GIR~HA,↔ PES/FISH! 𒆨  𒀟?,
kiš,𒆧,𒆧,𒆧,𒆧,KIŠH 𒆠𓅐  *GEOS ghost! 𒄇,totality, world 𒆠 ↔ šar/hel 𒄭𒆨 kaspian ↔ 𒅊zig?      𒆧𒈪𓅓𓅐𓐍 monde ☾☾☾ gaia earth?  ≠ 𒊍cess:stand                         
KISIM_5,𒆨,𒆨,𒆨,𒆨,Phishim ,FISH vs 𒉏 NIM : insect,𒆩pisces    𒀖AB  𒃴 𒆧?                          
KASKAL,𒆜,𒆜,𒆜,𒆜,*PATH bú ~ iš ~ uš @ elam  vs PAP kaskade,way, road  journey  caravan | DANNA = mile  𒆜 ↔  𒁍  long !  *roady   𓍯 Rogue road                       
kat/kad/gad/kid/t9,𒃰,𒃰,𒃰,𒃰,gad,CUT : linen, flax see above                         
kul *kur,𒆰,𒆰,𒆰,𒆰,KUL *courier …   NUMUN seed ,run ↔ kul 𒁄 ral, roll (ball  spindle)                         
kúl gul,𒄢,𒄢,𒄢,𒄢,GUL / SUN,smite,carve    ≠  ghoul = galle = bad                          
kum/gum/qu,𒄣,𒄣,𒄣,𒄣,??,crush,gag[Knebel]                          
gaz,𒄤,𒄤,𒄤,𒄤,GAZ= GUM x SHE (gam*zhe),Gaza gas : kill, destroy :(                          
kur!,𒆳,𒆳,𒆳,𒆳,KUR,Länder,  𐎖 QOPA ? SAMKA                       
KÚR,𒉽,𒉽,𒉽,𒉽,KREI?,war KUR!? Krieg Kreuz,critic ? KR/REI? CRI.TIC ↔  𓏴 X 𓏵  𐄂 χ ✓☑ 𓍲                         
,,,,,,,
,,,,,,,?  𐄂 Q
L,,,,,,,
