296	SOUTH	south	Süden	юг	1595	SOUTH
297	WEST	west	Westen	запад	1817	WEST
298	EAST	east	Osten	восток	1877	EAST
299	WOOD	wood [material]	Holz [Material]	древесина [материал]	1803	WOOD
300	BOARD	board [long wide and thin piece of wood]	Brett [längliches flaches Stück Holz]	доска [плоский длинный кусок дерева]	1227	BOARD
301	SLAB	slab [flat piece of solid material]	Platte [flacher Gegenstand aus festem Material]	плита [плоский кусок твёрдого материала]	0	<NA>
302	SUPPORT (OF OBJECT)	support rest [something which keeps upright]	Stütze [etwas das Halt gibt]	опора подпорка [удерживающая в устойчивом положении]	0	<NA>
303	POLE	pole [long and slender piece of wood]	Stange [länglicher dünner Gegenstand aus Holz]	жердь [длинный тонкий шест из дерева]	0	<NA>
304	STICK	stick [piece of wood used as a tool]	Stock [rundes Holzstück als Werkzeug]	палка [ветка без сучьев или предмет такой формы]	1295	STICK
305	STAFF	staff [long straight stick]	Stab [langer gerader Stock]	шест [длинная палка]	0	<NA>
306	TUBE	pipe [hollow conduit tube]	Rohr [zylinderförmiger hohler Gegenstand]	труба [длинный полый предмет цилиндрической формы]	0	<NA>
307	HOUSE	house [building]	Haus [Gebäude]	дом [здание]	1252	HOUSE
308	HOME	home [one’s own dwelling place]	Heim [eigene Heimstatt]	дом [жилище родной дом]	2406	HOME
309	STOVE	stove [heater]	Ofen [zum Heizen]	печь [для отапливания]	859	STOVE
310	FLOOR	floor [supporting surface of a room]	Fußboden [begehbare Fläche in einem Raum]	пол [нижнее покрытие настил в помещении]	1632	FLOOR
311	TABLE	table	Tisch	стол	1775	TABLE
312	CHAIR	chair	Stuhl	стул	1476	CHAIR
313	CRADLE	cradle	Wiege	колыбель	0	<NA>
314	BED	bed	Bett	кровать	1663	BED
315	SHELF	shelf	Regal	полка	745	SHELF
316	BOX	box	Kiste	ящик	1465	BOX
317	WINDOW	window	Fenster	окно	1375	WINDOW
318	DOOR	door	Tür	дверь	1567	DOOR
319	GATE	gate	Tor	ворота	0	<NA>
320	FENCE	fence	Zaun	забор	1690	FENCE
321	ROOF	roof	Dach	крыша	769	ROOF
322	LADDER	ladder	Leiter [Steigleiter]	лестница стремянка	1464	LADDER
323	BROOM	broom	Besen	метла	245	BROOM
324	SPADE	spade	Spaten	лопата	1176	SPADE
325	SHOVEL	shovel	Schaufel	совок	1901	SHOVEL
326	FORK	fork [for eating]	Gabel	вилка	1302	FORK
327	SPOON	spoon	Löffel	ложка	1378	SPOON
328	KNIFE	knife	Messer	нож	1352	KNIFE
329	NAIL (TOOL)	nail [spike-shaped metal fastener]	Nagel [spitzer Metallstift zum Fixieren]	гвоздь	502	NAIL_(TOOL)
330	NET	net [mesh of string]	Netz [geknüpftes maschiges Gebilde]	сеть [приспособление из переплетёных нитей/верёвок]	0	<NA>
331	HOOK	hook	Haken	крюк	1071	HOOK
332	HANDLE	handle [part of an object which is held]	Griff [zu greifender Teil eines Gegenstandes]	рукоятка ручка [часть предмета за которую держат]	1254	HANDLE
333	LOCK	lock	Schloss	замок	1596	LOCK
334	PICTURE	picture	Bild	картина	2401	PICTURE
335	IDOL	figure [EX:representing a god]	Figur [BSP:Götterbild]	фигура изваяние [НАПР:изображение божества]	1945	IDOL
336	DOLL	doll	Puppe	кукла	1659	DOLL
337	POUCH	pouch	Beutel	мешок [мешочек]	0	<NA>
338	BUNDLE	bundle [group of objects tied together]	Bündel [zusammengebundene Gegenstände]	связка [несколько связанных объектов НАПР:вязанка дров]	0	<NA>
339	BAG	bag [container for carrying]	Tasche [tragbares Behältnis]	сумка [для ношения предметов]	2468	BAG
340	BUCKET	bucket	Eimer	ведро	2052	BUCKET
341	LID (COVER CAP)	cover lid [of a container]	Deckel	крышка [верхняя закрывающая часть]	2319	LID_(COVER
342	DISHWARE	dishes [dishware crockery]	Geschirr [Kochgeschirr]	посуда [кухонная утварь]	0	<NA>
343	SACK	sack	Sack	мешок [НАПР:для муки]	0	<NA>
344	CUP	cup	Tasse	чашка	476	CUP
345	POT	pot [vessel for cooking]	Topf [Kochtopf]	кастрюля	1462	POT
346	KETTLE	kettle	Kessel	котёл	854	KETTLE
347	MEAL	meal [process of food intake]	Essen [Nahrungsaufnahme]	еда [приём пищи]	1526	MEAL
348	FOOD	food	Nahrung	пища	256	FOOD
349	DISH (FOOD)	dish	Speise	блюдо	0	<NA>
350	MEAT	meat	Fleisch [Nahrungsmittel]	мясо	634	MEAT
351	GRAIN	corn [cereal plant grown for its grain]	Getreide	злак	605	GRAIN
352	MUSH	mush	Brei	каша	0	<NA>
353	BREAD	bread	Brot	хлеб [пищевой продукт]	1368	BREAD
354	SLICE	slice [EX:of bread]	Scheibe [BSP:Brot]	ломоть [кусок отрезанный ножом ломтик НАПР:кусок хлеба]	0	<NA>
355	FAT (ORGANIC SUBSTANCE)	fat	Fett	жир	323	FAT_(ORGANIC_SUBSTANCE)
356	BUTTER	butter	Butter	масло [сли́вочное]	1245	BUTTER
357	OIL (ORGANIC SUBSTANCE)	oil [liquid vegetable fat]	Öl [Speiseöl]	масло [расти́тельное]	1484	OIL (ORGANIC SUBSTANCE)
358	SALT	salt	Salz	соль	1274	SALT
359	SOUP	soup	Suppe	суп	1547	SOUP
360	HONEY	honey	Honig	мёд	942	HONEY
361	MILK	milk	Milch	молоко	635	MILK
362	TEA	tea [drink]	Tee [Getränk]	чай [напиток]	1373	TEA
363	LEATHER	leather	Leder	кожа [обработанная шкура]	629	LEATHER
364	WOOL	wool	Wolle	шерсть	964	WOOL
365	CLOTH	cloth [woven fabric]	Stoff [Gewebe]	ткань [тканая материя]	1616	CLOTH
366	NEEDLE (FOR SEWING)	needle [for sewing]	Nadel [Nähnadel]	игла	1382	NEEDLE_(FOR_SEWING)
367	THREAD	thread	Faden	нитка	1161	THREAD
368	BUTTON	button [fastener on clothes]	Knopf [an Kleidung]	пуговица	757	BUTTON
369	KNOT	knot [looping of string]	Knoten [aus Schnur]	узел [на верёвке для завязания]	760	KNOT
370	PAINT (PIGMENTS)	paint [substance for colouring]	Farbe [Mittel zum Einfärben]	краска [вещество для придания цвета]	647	PAINT_(PIGMENTS)
371	CLOTHES	clothes	Kleidung	одежда	1895	CLOTHES
372	SHIRT	shirt	Hemd	рубашка	1622	SHIRT
373	COLLAR	collar [EX:on a coat]	Kragen [BSP:Mantelkragen]	воротник	2012	COLLAR
374	SLEEVE	sleeve	Ärmel	рукав	0	<NA>
375	TROUSERS	trousers	Hose	брюки	809	TROUSERS
376	BELT	belt [[clothing]]	Gürtel [[Kleidung]]	пояс [[одежда]]	772	BELT
377	CAP	cap [head covering]	Mütze	шапка	1288	CAP
378	SHOE	shoe	Schuh	ботинок	1381	SHOE
379	BOOT	boot [heavy shoe covering part of the leg]	Stiefel	сапог	585	BOOT
380	RING	ring [jewellery]	Ring [Schmuck]	кольцо [украшение]	1374	RING
381	RIBBON	ribbon [strip of cloth]	Band [Gewebestreifen]	лента [узкая полоса ткани]	0	<NA>
382	COMB	comb [implement for grooming]	Kamm [zum Kämmen der Haare]	расчёска [для расчёсывания волос]	1475	COMB
383	MIRROR	mirror	Spiegel	зеркало	1171	MIRROR
384	STRAP	strap [EX:strip of leather]	Riemen [BSP:Lederstreifen]	ремень [[Техника]] [НАПР:полоса из кожи или другого материала]	0	<NA>
385	STRING	string [made from twisted threads]	Schnur [aus Fäden geflochten]	верёвка [свитая из волокон или прядей]	362	STRING
386	LEASH	leash [EX:dog leash]	Leine [BSP:Hundeleine]	поводок [НАПР:для собаки]	0	<NA>
387	BLANKET	blanket [for sleeping]	Decke [Bettdecke]	одеяло [постельная принадлежность]	806	BLANKET
388	PILLOW	pillow [for sleeping]	Kissen [Kopfkissen]	подушка [постельная принадлежность]	1044	PILLOW
389	SCARF	scarf [light worn around the shoulders]	Tuch [Schultertuch]	платок [шаль повязывается на голову или надевается на плечи]	0	<NA>
390	TOWEL	towel [sed for wiping]	Handtuch [zum Trockenreiben]	полотенце [для вытирания]	1021	TOWEL
391	FORCE	force [which is applied to produce an effect]	Kraft [die man ausübt]	сила [способность совершать работу НАПР:сила рук]	0	<NA>
392	STRENGTH	strength [being strong]	Stärke [Starksein]	крепость [мощь свойство быть сильным]	202	STRENGTH
393	HEALTHY	health	Gesundheit	здоровье	1364	HEALTHY
394	DISEASE	illness	Krankheit	болезнь	1986	DISEASE
395	PAIN	pain	Schmerz	боль [ощущение]	1783	PAIN
396	WOUND	wound	Wunde	рана	1109	WOUND
397	FEVER	fever	Fieber	лихорадка	1534	FEVER
398	MEDICINE	medicine [drug]	Arznei	лекарство	1372	MEDICINE
399	BRIDGE	bridge	Brücke	мост	1011	BRIDGE
400	WELL	well [source of water]	Brunnen [zur Gewinnung von Wasser]	колодец [для добывания воды]	954	WELL
401	PASTURE	pasture	Weide [Viehweide]	пастбище	649	PASTURE
402	PATH	path [trail used by pedestrians]	Pfad [schmaler Weg für Fußgänger]	тропа [дорожка тропинка узкая дорога для пешеходов]	2252	PATH
403	WAY	way [connection between places]	Weg [Verbindung zwischen Orten]	путь [маршрут линия в пространстве где что-либо передвигается НАПР:водный путь]	0	<NA>
404	ROAD	road [way for travelling by vehicle]	Straße [befestigter Weg für Fahrzeuge]	дорога [путь для транспорта]	667	ROAD
405	VILLAGE	village	Dorf	деревня	930	VILLAGE
406	TOWN	town	Stadt	город	1391	TOWN
407	LETTER	letter [written message]	Brief	письмо	1612	LETTER
408	BOOK	book	Buch	книга	963	BOOK
409	CHARACTER	character [written symbol letter]	Buchstabe [Schriftzeichen]	буква [знак алфавита]	1024	CHARACTER
410	NEWSPAPER	newspaper	Zeitung	газета	1298	NEWSPAPER
411	LIFE	life [state of being alive]	Leben [Zustand des Lebendigseins]	жизнь [существование состояние организма]	210	LIFE
412	DEATH	death	Tod	смерть	910	DEATH
413	GRAVE	grave	Grab	могила	1773	GRAVE
414	CHURCH	church	Kirche	церковь	1349	CHURCH
415	SIN	sin	Sünde	грех	0	<NA>
416	GOD	god	Gott	бог	1944	GOD
417	WORKER	worker	Arbeiter	рабочий	0	<NA>
418	BOSS	boss [supervisor]	Chef [Vorgesetzter]	начальник [руководитель]	0	<NA>
419	MASTER (TRADE)	master [expert tradesman]	Meister [eines Handwerks]	мастер [ремесленник человек занимающийся ремеслом НАПР:сапожный мастер]	0	<NA>
420	PHYSICIAN	doctor [physician]	Arzt	врач	597	PHYSICIAN
421	TEACHER	teacher	Lehrer	учитель	1038	TEACHER
422	MONEY	money	Geld	деньги	1350	MONEY
423	BUSINESS	business [commercial activity]	Geschäft [kaufmännische Tätigkeit]	бизнес [дело коммерческая деятельность НАПР:у него своё дело/свой бизнес]	0	<NA>
424	SHOP	shop	Laden	магазин	746	SHOP
425	PRICE	price	Preis	цена	657	PRICE
426	WARE	ware	Ware	товар	0	<NA>
427	BENEFIT	benefit [advantage]	Nutzen [Vorteil]	выгода [польза]	0	<NA>
428	WEALTH	wealth	Reichtum	богатство	0	<NA>
429	WORLD	world [universe]	Welt [Universum]	мир [вселенная свет]	965	WORLD
430	COUNTRY	country [set region of land]	Land [abgegrenztes Gebiet]	страна [территория]	1300	COUNTRY
431	STATE (POLITICS)	state [sovereign polity]	Staat [souveräne politische Einheit]	государство [политическая организация]	0	<NA>
432	KING	king	König	король	1508	KING
433	POWER	power [ability to control]	Macht [Fähigkeit zur Beeinflussung]	власть [возможность влияния]	2526	POWER
434	BORDER	border [between states]	Grenze [zwischen Staaten]	граница [между государствами]	2546	BORDER
435	WAR	war	Krieg	война	935	WAR
436	ENEMY	enemy [hostile person]	Feind [feindliche Person]	враг [человек в состоянии вражды]	1358	ENEMY
437	VIOLENCE	violence [use of force]	Gewalt [Gewalttätigkeit]	насилие [применение физической силы]	0	<NA>
438	FIGHT	fight [physical confrontation]	Kampf [gewalttätige Auseinandersetzung]	борьба [рукопашная схватка]	1423	FIGHT
439	BOW	bow [weapon]	Bogen[Waffe] [Waffe]	лук [оружие]	994	BOW
440	ARROW	arrow [projectile shot from a bow]	Pfeil [Geschoss von Bogen]	стрела [для стрельбы из лука]	977	ARROW
441	GUN	gun [firearm]	Gewehr [Schusswaffe]	ружьё [стрелковое оружие]	1566	GUN
442	MISTAKE	mistake [wrong action or decision]	Fehler [falsche Handlung oder Entscheidung]	ошибка [неправильное действие поступок]	1293	MISTAKE
443	UNTRUTH	lie	Lüge	ложь	475	UNTRUTH
444	DAMAGE (HARM)	damage [material harm detriment]	Schaden [Beschädigung]	вред [ущерб]	0	<NA>
445	BAD LUCK	misfortune [undesirable condition]	Unglück [unerwünschter Zustand]	беда [неприятное обстоятельство]	56	BAD LUCK
446	FAULT	fault [blame responsibility]	Schuld [Verantwortung für Fehlverhalten]	вина [ответственность за проступок преступление]	134	FAULT
447	AGE	age [number of years since birth]	Alter [Lebensalter]	возраст [прожитые года]	1789	AGE
448	END (OF TIME)	end [conclusion]	Schluss [zeitliches Ende]	конец [прекращение]	743	END_(OF_TIME)
449	TIME	time [constant passing of events]	Zeit [stetiger Lauf der Dinge]	время	892	TIME
450	DAY (NOT NIGHT)	day	Tag	день	1225	DAY_(NOT_NIGHT)
451	MORNING	morning	Morgen	утро	1339	MORNING
452	MIDDAY	noon	Mittag	полдень [середина дня]	12	MIDDAY
453	EVENING	evening	Abend	вечер	1629	EVENING
454	NIGHT	night	Nacht	ночь	1233	NIGHT
455	WEEK	week	Woche	неделя	1469	WEEK
456	MONTH	month	Monat	месяц [период времени]	1370	MONTH
457	YEAR	year	Jahr	год	1226	YEAR
458	SPRINGTIME	spring	Frühling	весна	1537	SPRINGTIME
459	SUMMER	summer	Sommer	лето	1342	SUMMER
460	AUTUMN	autumn	Herbst	осень	1276	AUTUMN
461	WINTER	winter	Winter	зима	1471	WINTER
462	JANUARY	January	Januar	январь	2036	JANUARY
463	FEBRUARY	February	Februar	февраль	2037	FEBRUARY
464	MARCH	March	März	март	0	<NA>
465	APRIL	April	April	апрель	0	<NA>
466	MAY	May	Mai	май	0	<NA>
467	JUNE	June	Juni	июнь	0	<NA>
468	JULY	July	Juli	июль	0	<NA>
469	AUGUST	August	August	август	0	<NA>
470	SEPTEMBER	September	September	сентябрь	0	<NA>
471	OCTOBER	October	Oktober	октябрь	0	<NA>
472	NOVEMBER	November	November	ноябрь	0	<NA>
473	DECEMBER	December	Dezember	декабрь	0	<NA>
474	MONDAY	Monday	Montag	понедельник	1697	MONDAY
475	TUESDAY	Tuesday	Dienstag	вторник	1695	TUESDAY
476	WEDNESDAY	Wednesday	Mittwoch	среда [третий день недели]	1694	WEDNESDAY
477	THURSDAY	Thursday	Donnerstag	четверг	1693	THURSDAY
478	FRIDAY	Friday	Freitag	пятница	1692	FRIDAY
479	SATURDAY	Saturday	Samstag	суббота	1700	SATURDAY
480	SUNDAY	Sunday	Sonntag	воскресенье	1699	SUNDAY
481	BIG	big [EX:rock]	groß [BSP:Stein]	большой [НАПР:о камне]	1202	BIG
482	SMALL	little [EX:rock]	klein [BSP:Stein]	маленький [НАПР:о камне]	1246	SMALL
483	LONG	long [object]	lang [Gegenstand]	длинный [о предмете]	1203	LONG
484	SHORT	short [object]	kurz [Gegenstand]	короткий [о предмете]	1645	SHORT
485	WIDE	wide [EX:river bridge]	breit [BSP:Fluss Brücke]	широкий [BSP:о реке о мосте]	1243	WIDE
486	NARROW	narrow [EX:river bridge]	schmal [BSP:Fluss Brücke]	узкий [BSP:о реке о мосте]	1267	NARROW
487	DENSE	dense [EX:hair forest]	dicht [BSP:Haar Wald]	густой [НАПР:о волосах о лесе]	0	<NA>
488	THICK	thick [flat object]	dick[Gegenstand] [flacher Gegenstand]	толстый [о плоском предмете]	1244	THICK
489	THIN (OF SHAPE OF OBJECT)	thin [flat object]	dünn [flacher Gegenstand]	тонкий [о плоском предмете]	2249	THIN (OF SHAPE OF OBJECT)
490	FINE OR THIN	delicate fine [EX:yarn web]	fein [BSP:Garn Netz]	тонкий хрупкий [НАПР:о нити о сети]	2157	FINE_OR_THIN
491	SOLID	firm solid [EX:wood wall]	fest [BSP:Holz Wand]	крепкий прочный [НАПР:о дереве о стене]	0	<NA>
492	FLAT	flat [object]	flach [Gegenstand]	плоский [о предмете]	1633	FLAT
493	SMOOTH	smooth [surface]	glatt [Oberfläche]	гладкий [о поверхности]	1234	SMOOTH
494	HARD	hard [BSP:shell]	hart [BSP:Schale]	твёрдый [НАПР:о скорлупе]	1884	HARD
495	SOFT	soft [EX:cushion]	weich [BSP:Kissen]	мягкий [НАПР:о подушке]	1856	SOFT
496	ROUND	round [circular]	rund [kreisförmig]	круглый [по форме близкий к кругу]	1395	ROUND
497	POINTED	pointed [EX:needle]	spitz [BSP:Nadel]	остроконечный [НАПР:об игле]	372	POINTED
498	SHARP	sharp [EX:knife]	scharf [BSP:Messer]	острый [НАПР:о ноже]	1396	SHARP
499	BLUNT	blunt [EX:knife]	stumpf [BSP:Messer]	тупой [НАПР:о ноже]	379	BLUNT
500	HEAVY	heavy [of weight]	schwer [an Gewicht]	тяжёлый [о весе]	1210	HEAVY
501	BEAUTIFUL	beautiful [EX:flower]	schön [BSP:Blume]	красивый [НАПР:о цветке]	1427	BEAUTIFUL
502	HOT	hot [EX:fire]	heiß [BSP:Feuer]	жаркий [НАПР:об огне]	1286	HOT
503	WARM	warm	warm	тёплый	1232	WARM
504	COLD	cold	kalt	холодный	1287	COLD
505	COOL	cool	kühl	прохладный	0	<NA>
506	FRESH	fresh [EX:air]	frisch [BSP:Luft]	свежий [НАПР:о воздухе]	243	FRESH
507	DAMP	damp	feucht	влажный	0	<NA>
508	WET	wet	nass	мокрый	1726	WET
509	DRY	dry	trocken	сухой	1398	DRY
510	FULL	full [container]	voll [Gefäß]	полный наполненный [о сосуде]	1429	FULL
511	EMPTY	empty [container]	leer [Gefäß]	пустой [о сосуде]	1624	EMPTY
512	OPEN (OF DOOR)	open [EX:door]	offen [BSP:Tür]	открытый [НАПР:о двери]	0	<NA>
513	CLOSED	closed [EX:door]	geschlossen [BSP:Tür]	закрытый [НАПР:о двери]	589	CLOSED
514	CLEAN	clean	sauber	чистый	704	CLEAN
515	DIRTY	dirty	schmutzig	грязный	1230	DIRTY
516	RAW	raw [uncooked]	roh [ungekocht]	сырой [не варёный]	1959	RAW
517	RIPE	ripe [EX:fruit]	reif [BSP:Obst]	зрелый [НАПР:o плоде]	178	RIPE
518	TASTY	delicious [tasty]	lecker [schmackhaft]	вкусный [лакомый]	1813	TASTY
519	SWEET	sweet [taste]	süß [Geschmack]	сладкий [о вкусе]	717	SWEET
520	BITTER	bitter [taste]	bitter [Geschmack]	горький [о вкусе]	887	BITTER
521	SOUR	sour [EX:lemon]	sauer [BSP:Zitrone]	кислый [НАПР:лимон]	1906	SOUR
522	BRIGHT	bright [full of light]	hell [voller Licht]	светлый [хорошо освещённый]	679	BRIGHT
523	DARK	dark [devoid of light]	dunkel [ohne Licht]	тёмный [лишённый света]	706	DARK
524	BLACK	black	schwarz	чёрный	163	BLACK
525	WHITE	white	weiß	белый	1335	WHITE
526	RED	red	rot	красный	156	RED
527	YELLOW	yellow	gelb	жёлтый	1424	YELLOW
528	BLUE	blue	blau	синий голубой	837	BLUE
529	GREEN	green	grün	зелёный	1425	GREEN
530	GREY	grey	grau	серый	153	GREY
531	COLORFUL	colourful [multicolored]	bunt [vielfarbig]	пёстрый [разноцветный]	0	<NA>
532	CHEAP	cheap	billig	дешёвый	1887	CHEAP
533	EXPENSIVE	expensive [goods]	teuer [Ware]	дорогой [о товаре]	1426	EXPENSIVE
534	PRECIOUS	precious	wertvoll	ценный [драгоценный]	0	<NA>
535	BLIND	blind	blind	слепой	1653	BLIND
536	DEAF	deaf	taub	глухой	996	DEAF
537	POWERFUL	powerful [forceful]	kräftig [kraftvoll]	могучий [мощный]	0	<NA>
538	STRONG	strong [tough]	stark [robust]	сильный [плотный]	785	STRONG
539	WEAK	weak [feeble]	schwach [kraftlos]	слабый [немощный]	1601	WEAK
540	FAT (OBESE)	fat [person]	fett [dick]	жирный толстый [тучный]	1279	FAT_(OBESE)
541	THIN (SLIM)	slim	schlank	стройный	1400	THIN_(SLIM)
542	GOOD-LOOKING	pretty	hübsch	красивый прелестный	2410	GOOD-LOOKING
543	EVIL	evil [malevolent]	böse [bösartig]	злой [несущий в себе зло]	45	EVIL
544	STUPID	stupid [person]	dumm [Mensch]	глупый [о человеке]	1518	STUPID
545	LAZY	lazy	faul [träge]	ленивый	1564	LAZY
546	DILIGENT	diligent	fleißig	прилежный	2077	DILIGENT
547	STINGY	stingy	geizig	жадный скупой	1774	STINGY
548	CLEVER	clever [intelligent]	klug [intelligent]	умный [интеллигентный]	1310	CLEVER
549	DEXTEROUS	skilful	geschickt	искусный	1824	DEXTEROUS
550	DEAR	dear [beloved]	lieb	милый	2470	DEAR
551	MERRY	merry	lustig [vergnügt]	весёлый	1976	MERRY
552	GENTLE	gentle [tender]	sanft	нежный [кроткий]	1954	GENTLE
553	BE HUNGRY	hungry	hungrig	голодный	1533	BE_HUNGRY
554	SICK	sick ill	krank	больной [нездоровый]	1847	SICK
555	NAKED	naked	nackt	голый	590	NAKED
556	SAD	sad [emotion]	traurig [Gefühl]	грустный [чувство]	699	SAD
557	LIVING	living	lebendig [lebend]	живой	0	<NA>
558	GOOD	good [EX:tool]	gut [BSP:Werkzeug]	хороший [НАПР:об орудии]	1035	GOOD
559	BAD	bad [EX:tool]	schlecht [BSP:Werkzeug]	плохой [НАПР:об орудии]	1292	BAD
560	CORRECT (RIGHT)	correct	richtig	правильный	1725	CORRECT_(RIGHT)
561	SEVERE	nasty dire	schlimm	страшный отвратительный	419	SEVERE
562	TRUE	true [truthful]	wahr [wahrheitsgemäß]	настоящий [истинный]	1657	TRUE
563	OLD (USED)	old [EX:house]	alt [BSP:Haus]	старый [НАПР:о доме]	2113	OLD_(USED)
564	NEW	new	neu	новый	1231	NEW
565	FORMER	former [erstwhile]	ehemalig	бывший	0	<NA>
566	OLD (AGED)	aged old [person]	alt[Lebewesen]	пожилой старый [о человеке]	2112	OLD_(AGED)
567	YOUNG	young	jung	молодой	1207	YOUNG
568	POOR	poor [needy]	arm [bedürftig]	бедный	1674	POOR
569	RICH	rich	reich	богатый	712	RICH
570	FAMILIAR	familiar	bekannt	знакомый	0	<NA>
571	FAME	famous	berühmt	знаменитый	865	FAME
572	FOREIGN	foreign	fremd	чужой	109	FOREIGN
573	DIFFERENT	different	verschieden	разный	2504	DIFFERENT
574	NEAR	near	nah	близкий	1942	NEAR
575	FAR	far	fern	далёкий	1406	FAR
576	LEFT	left	linker	левый	244	LEFT
577	RIGHT	right [EX:right leg]	rechter [BSP:rechtes Bein]	правый [НАПР:правая нога]	1019	RIGHT
578	OTHER	other	anderer	другой	197	OTHER
579	FIRST	first	erster	первый	728	FIRST
580	SECOND	second	zweiter	второй	1384	SECOND
581	THIRD	third	dritter	третий	1859	THIRD
582	LAST (FINAL)	last [in a row]	letzter [in einer Reihe]	последний	1529	LAST_(FINAL)
583	ALONE	alone	allein	один	1964	ALONE
584	ALL AT ONCE	at once [in one go]	auf einmal	сразу	0	<NA>
585	TOGETHER	together	zusammen	вместе	2482	TOGETHER
586	FOR A LONG TIME	long	lange	долго	418	FOR_A_LONG_TIME
587	SUDDENLY	suddenly	plötzlich	вдруг	0	<NA>
588	INSTANTLY	instantly	sofort	тотчас	0	<NA>
589	LATER	later	später	позже	0	<NA>
590	NOW	now	jetzt	теперь	1376	NOW
591	TODAY	today	heute	сегодня	1283	TODAY
592	TOMORROW	tomorrow	morgen	завтра	1329	TOMORROW
593	SOON	soon	bald	скоро	703	SOON
594	THEN	then	dann	потом	0	<NA>
595	YESTERDAY	yesterday	gestern	вчера	1174	YESTERDAY
596	ONCE (IN THE PAST)	once [once upon a time]	einst [in der Vergangenheit]	однажды	0	<NA>
597	AT THAT TIME	at that time	damals	тогда	0	<NA>
598	AFTERWARDS	afterwards	danach	затем	2093	AFTERWARDS
599	BEFORE	before	vorher	раньше	1882	BEFORE
600	AT FIRST	at first	zuerst	сперва	0	<NA>
601	ONE TIME	once	einmal	один раз	374	ONE_TIME
602	SOMETIMES	sometimes	manchmal	иногда	1544	SOMETIMES
603	OFTEN	often	oft	часто	1852	OFTEN
604	ALWAYS	always	immer	всегда	1676	ALWAYS
605	NEVER	never	niemals	никогда	1656	NEVER
606	HERE	here	hier	здесь	136	HERE
607	HITHER	hither	hierhin	сюда	0	<NA>
608	HENCE	hence	von hier	отсюда	0	<NA>
609	THERE	there	dort	там	1937	THERE
610	THITHER	thither	dorthin	туда	0	<NA>
611	AHEAD	ahead	geradeaus	прямо	0	<NA>
612	FORWARD	forward	vorwärts	вперёд	0	<NA>
613	BACKWARD	backward	rückwärts	назад	0	<NA>
614	BACK (DIRECTION)	back	zurück	обратно	0	<NA>
615	DOWN OR BELOW	below	unten	внизу	2094	DOWN_OR_BELOW
616	DOWN	down	hinab	вниз	1326	DOWN
617	ABOVE	above	oben	наверху	1741	ABOVE
618	UP	up	hinauf	вверх	1591	UP
619	EVERYWHERE	everywhere	überall	везде	0	<NA>
620	NOT	not	nicht	не	1240	NOT
621	A LITTLE	a little	ein wenig	немного	0	<NA>
622	HARDLY	hardly	kaum	едва	0	<NA>
623	VERY	very	sehr	очень	1311	VERY
624	SO (IN THIS WAY)	so	so	так	0	<NA>
625	STILL	still	noch	ещё	0	<NA>
626	ONLY	only [EX:only one cow]	nur [BSP:nur eine Kuh]	только [НАПР:только одна корова]	1580	ONLY
627	ALREADY	already	schon	уже	2576	ALREADY
628	AGAIN	again	wieder	опять	204	AGAIN
629	IN VAIN	in vain	vergebens	напрасно	1765	IN_VAIN
630	IN FRONT OF	in front of	vor	перед	1883	IN_FRONT_OF
631	BEHIND	behind	hinter	позади	1686	BEHIND
632	BELOW OR UNDER	under	unter	под	1485	BELOW_OR_UNDER
633	THROUGH	through [EX:a window a hole]	durch [BSP:Fenster			
634	NEXT TO	next to	neben	возле	0	<NA>
635	BETWEEN	between	zwischen	между	689	BETWEEN
636	BECAUSE OF	because of	wegen	из-за	0	<NA>
637	THIS	this	dies	это	1214	THIS
638	THAT	that	das	то	78	THAT
639	ALL	everything	alles	всё	98	ALL
640	I	I	ich	я	1209	I
641	THOU	thou	du	ты	1215	THOU
642	HE OR SHE OR IT	he	er	он	262	HE_OR_SHE_OR_IT
643	WE	we	wir	мы	1212	WE
644	YOU	you [plural]	ihr	вы	1213	YOU
645	THEY	they	sie [Plural]	они	817	THEY
646	WHAT	what	was	что	1236	WHAT
647	WHO	who	wer	кто	1235	WHO
648	WHERE	where	wo	где	1237	WHERE
649	WHITHER	where to	wohin	куда	0	<NA>
650	HOW	how	wie	как	1239	HOW
651	WHY	why	warum	почему	1270	WHY
652	HOW MUCH	how much	wieviel	сколько	531	HOW_MUCH
653	ONE	one	eins	один	1493	ONE
654	TWO	two	zwei	два	1498	TWO
655	THREE	three	drei	три	492	THREE
656	FOUR	four	vier	четыре	1500	FOUR
657	FIVE	five	fünf	пять	493	FIVE
658	SIX	six	sechs	шесть	1703	SIX
659	SEVEN	seven	sieben	семь	1704	SEVEN
660	EIGHT	eight	acht	восемь	1705	EIGHT
661	NINE	nine	neun	девять	1483	NINE
662	TEN	ten	zehn	десять	1515	TEN
663	ELEVEN	eleven	elf	одиннадцать	1706	ELEVEN
664	TWELVE	twelve	zwölf	двенадцать	1707	TWELVE
665	TWENTY	twenty	zwanzig	двадцать	1710	TWENTY
666	THIRTY	thirty	dreißig	тридцать	1715	THIRTY
667	FORTY	forty	vierzig	сорок	1716	FORTY
668	FIFTY	fifty	fünfzig	пятьдесят	1717	FIFTY
669	SIXTY	sixty	sechzig	шестьдесят	1718	SIXTY
670	SEVENTY	seventy	siebzig	семьдесят	1721	SEVENTY
671	EIGHTY	eighty	achtzig	восемьдесят	1722	EIGHTY
