№ 	English 	PIE	Ainu 	Nivkh 	Yukaghir 	Chukchi  	Koryak  	Aliutor  	Kerek  	Itelmen  	Yupik
1	I 	iku	ku-, kani 	ɲi 	met 	ɣəm 	ɣəmmo 		umŋu[1] 	kəmma 	kuinga, kwiinga
2	you (singular) 	eu.ni	e-, eani 	cʰi 	tet 	ɣət 	ɣəčči 		hennu 	kəzza 	elpet
252	bull, cow 		peko (cf. dialectal Japanese beko, bego, etc.) 	eɣa (Amur), eʁa, eʁaŋ (E Sakh), eXaŋ (E-S Sakh) (cf. Manchu ihan)
253	horse 	1.ma (loan)	umma (cf. Japanese uma) 	mur (Amur), murŋ (E Sakh) (cf. Mongolian mori(-n), Manchu morin, Korean mɔr > mal)
254	rib
255	bear 		"(kim-un) kamuy siyuk (""male animal"") kucan (""female bear"") heper (""bear cub"")"
256	beer
257	soul, spirit
258	thanks
259	hello
260	bye
261	why
262	yes
263	no
264	worker
265	grass
266	garlic
267	onion
268	pig
269	chicken
270	bow
271	health
272	bee
273	arrow
274	east
275	west
276	south
277	north
278	dark, dawn 	𓎡𓎡𓇰	kunne 	"vukvuku (""to be dark"")"
279	dream 	traump ++	tarap ʧinita
280	god 	ga'ud	kamuy
281	religion
282	people
283	history
284	realm
285	sleep (noun)
286	song
287	work, labor
288	one hundred 			ɲřaŋɢ
289	trace
290	time
291	ten thousand 			meqř nemqaŋ
292	brain
293	eternal
294	lone, lonely
295	light 		"peker (""to be/grow light, to dawn; to be bright; to be clear, to be limpid"") "	"qalʁal, qalʁala (""to become bright"")"
296	camel
297	ant 	intu	itunnap, itunap iʧiris
298	son 	----							ak, akka, akkaŋa
299	daughter 	???							ŋawak
300	brother 		"yup, yupi, yupo (""elder brother"") ak, aki (""younger brother"") "	"ɨkɨn (""elder brother"") aqi (""elder brother"")"
301	sister 	seur	"sa, sapo (""elder sister""); matak, mataki (""a female's younger sister""); matapa (""a male's younger sister""); tures, turesi (""a male's younger sister"") "	"nanak, nank, nanx (""older sister; paternal aunt"") "					kiaui
302	to call
