 № 	English 	Best	PIE	Otomian 	Trique 	Mixtec 	Zapotec 	Mazahua 	Totonac 	Popoluca 	Huave 	Chontal
		MUCH	VARIATION!									
197 	near 	yati 	ᵍat	getu̲'bu̲ 	nichrùn' 	*yetì 	yati 	gaxha 	gawte 			tom 		da, awejngga
198 	far 			ya'bu̲ 	gàn' 		xika, kani 	zitu 	jëë 		mákat 			aguli(h) lane
199 	right (side) 			'ñe̲i 	nuvà' 		kua'a 		licha 		pagkanat 	óyim 		alc'a
200 	left (side) 			ngähä 	nichrùun 		sati 	bi1ga’3 	yegarha, rhebesle 		pakxuki 	anájyim 		loxa
201 	at 	nuu 					nuu 				nag 		tiol 	
202 	in 	ini 	𒀸 𓈖	ja, nu 			ini 			kja 				lema al
203 	with (accompanying) 			-hu, -wi, ko 	gà 		xiin 	né2 			ta 		lak 	
204 	and 		'n'	ne 	dò', nè 		tin, ta 	ne2 					i 	y
205 	if 		so-sei	nu'bu̲, ha 	sese 		vee 	pa2 			para 		tiol 	janih
206 	because 			ngetho, nge'ä 	che'é rej 	*wati 	chi 	pur1ti’3 						
207 	name 		…	thuhu 	se-chuvìi 	*sɨwɨʔ 	kɨvɨ 	lá 	lha 		takuwiní 	nï’jy 		laftine
208 	house 		…	nguu 	ve' 	*weʔyi 	ve'e 	yoo, lidxi 	yo'o 	ngumú 	chiki 	tïjc 	iom 	lajuł'
209 	wall 		…--	jot'i 	tacóó ve' 	*nawà 	nama 	cue’1 yoo3 	ze'e 	ndúngumú 				łaydał
210 	deer 		…	hogu̲fani, fantho̲ 	xtaj 	*isu 	idu 	bid1xi1ña2 	yixe’, bezinha’yixe’ 	pjant'eje 	juki 	jaychu 	xukwaf 	łaxihnał, galwixgui, łomfahni
211 	mouse 		…	ndongu 	xtuu 	*tɨyɨ`ʔ 	lusu 	bi1zi1ña2 	bzinha 	ngoo 	tsiya 	tsujc 		łabi'fuh, gal.ledón
212 	rabbit 		…	kwa 	tucuya 		leso 	le3xu1 	beshjea 	kjuaa 	skáu 	cunux 		kaguo, łaga
213 	eagle 		…	nxu̲ni 	xtaa 		ya'a 		besia 	zújnú 	píchawa 			galháguila (Spanish)
214 	spider 		…	mexe 	tachré 		xindu'va 	bid1xi1guí3 	becozj 	mexe 	chawaná 	pí’tpay 		galnoho
215 	face 		…	hmi 	rihaan 		nuu 	lú 		jmii 	lakán 	windugït 		laha
216 	body 		…	ndo'yo, jä'i 	man 		yɨkɨ kuñu 	ladi 	cuinha 	nzero 	mágni 			alcuerpo (Spanish)
217 	navel 		…	ts'a̲i 	stúj 	*lendu 	xitɨ ko'o 	xqui1pi’3 	xyicho’ 	sona 	tampusni 	pútsïc 		ladu
218 	finger 		…	nsa'ñe̲ 	ra'a 		xini 	bicuini1 ná’2 	xben 			jïjp 		pofkibe
219 	sick (painful) 		…	da̲thi 	ran' 		ku'u 	huará 	yizwe’ (sickness) 		tatatlay 		ñukoy (pain) 	łafgwana, łaxtafba
220 	needle 		…	'yofni 	cúú, cúú nuvá 		yɨkɨ 	a1gu1xa’3 (Spanish) 			lixtokon, litsapan 	aguxa (Spanish) 		łaguxa (Spanish)
221 	clothing 		𓃀 𓋴 𓋳	'bitu 	yatzéj 		sa'ma, toto 	lari 	xha 		slakát 	jámuc 	jely 	tsamalo (shirt)
222 	thunder 		…	nga̲ni, ñu̲ni 	tu'vii 		taxan 		chhachj, tin 		jilínit 	ániway 		
223 	lightning 	ta'an	电	jwe̲i 	ta'an tu'vii 		taxan 	ra2yu1 (Spanish) 	gozio' 		tajín, maglipa 			lixcaflayh
224 	above 		… much ante	maxo̲ts'e 	nuvìì, xtà' 		nɨnu 	lu 			taslmán 	yucm 		aldonggáyh
225 	below 		…	nga̲t'i, madu̲i 	nicà' 	*nino 	vee, nɨnu 	xa1gue1te’3 	zi’rha 		tutsú 	pa'tm 	tiot 	alhogay
226 	to cough 		… ONO	hehe 	achrínj 		kayu 	rurú 			kujunun 	ojp 		ditseł'hma
227 	to buy 		…	ta̲i, po̲hó 	ránj, xcaj 		kuaan, sata, ki'in 	rizí' 			tamawá 		-uñ 	dihnahma
228 	to choose 		…	jwahni 	narii, rii, une' 		nakaxi 	ri1bí2 			lagsagnán 		-rriujt 	dihuijf'ehma
229 	to grow 		…	te 	achij 		kua'nu 	rigaa, ri1nii1si2 	chhegorha 		stagnán 	ye’cp 	-tang 	didojhma
230 	to open 		…	xoki, zo̲t'e 	a'núj 	*nuneʔ 	kuiña 	ru1xha1le’3, rie1le’3 	wesalhja 		malakí 	tïnawatsp 	-lyejk 	dexihehma
231 	to steal 		…	pe 	'yaj itùù 		sakui'na 	riba'na' 			akaslanán 		ñujty 	dinantsehma
232 	to dream 		…	'withä 	a'nu' 		xani 	riní' xcaanda' 	yelha’ (noun) 		mansini 		-my 	dibayohma
233 	to cry 	kuaku 	… ;)	zoni 	ta'vee 		kuaku 	ridxi 	webez 		tasá 			dijojhma
234 	to yawn 		…	hane 	nacúún ... nej, 'na' nej rihaan 			ridxaga1 xcaan3da’1 			tapixkay (noun) 	macájïp 	-sapaw 	dijaf'ihma ga'wi
235 	to cook 	hoku̲hñuni	… x	ja tä, hoku̲hñuni 	ri'yanj 		chi'i 	rugaagui' 			magchá 	tïnajcúp 		dimaq'uehma, dixaf'ihma
236 	six 		liùᵗ 六 …--	‘rato 	vatàn' 	*iyò 	iñu 	xhoopa' 	xope 	ñanto 	chaxán 		anajoyuf 	agamts'ús
237 	seven 		…	yoto 	chìj, ichìj 	*uxe 	uxa 	gad1xe2 	gaze 	yencho 	tujún 		ajayuf 	agaytsí
238 	eight 	hñäto 	𓎛 𓏠 𓈖	hñäto 	tùnj, itùnj 	*one 	una 	xho1no2 	xono' 	jñincho 	tsayán 		anoyuf 	abaygo
239 	nine 	najatsi 	…	gu̲to 	ùùn 		ɨɨn 	ga' 	ga 	nzincho 	najatsi 		apekaf 	abel-la
240 	ten 	chiⁿ 	𓎆	‘re̲t’a 	chì', ichì' 	*uxi 	uxi 	chii 	chi 	dyecha 	kau 		akapaf 	imbamah 
