128	to give 		gabe peso?	+++	ve, ke (E) ávé, áke’e 	vège -pésa, -kaba -opha 	nengera, -he 	kwinha 	ku-lela, ku-lava -pa 	vana, va 	kupésa 	bola, vège 	kuba, kubana																																																													
129	to hold 		bat	?	bele (E) abele 	gànge -kamata 	sukia 	kumbata, -nyita 		ku-goga -shika 	simba 	deke̱ 		kukuata																																																												
130	to squeeze 		Kume →← 	+?	G) yem, kumé (E) áyêm, ákúmbe 	ganne, bambige -kangisa -sɛdisa, -kama -kama, kuhiha (squeeze out) 	gushema, kukama (squeeze out) 	kamula -kaba, -minya, -kama 			kubola																																																															
131	to rub 				siñle (E) ásíŋile 	tsindule (to wipe), liomise (to clean) -bísa -tia 	kuhura 	kukilisha 	ku-sungusa -sugua 			sungwa 	kuajá																																																													
132	to wash 		suck	-	sô (E) áso, átsuk 	suse, golile -sukola -sokosa -thambia 	koja, koga, gukanza, goga 	suluza, ku-imwagila, ku-chnyanha, ku-chamba -osha 	sukula 	kusukúla, kuyobíla 	kusukula	joa 																																																														
133	to wipe 				fîmé, tsil (E) áfími, átsi 	tsindule -pangwisa -kɔmbɛa 	huura, -giria 	kupyagula 	ku-hangusa -futa, -pangusa 	kusuna 																																																																
134	to pull 		Gu’cia : zieh	+--	dure (E) áduru 	dute -bénda -ututua -gucia, (drag along) -kururia 	kugwesa, kuduta 	kw-esa, ku-bulula -vuta 	benda 		kunana, kusunga																																																															
135	to push 		ting tsin	+--	tsine, sôghle (E) átsíni, ásógele 	sindile -tɔ -tiba, -tingisi, -uda 	gũtindika, -tindĩka 	kushindika 	segeza -sukuma, -kumba, -guta 			koka 	kulundula																																																													
136	to throw 		waka wish werf	+--	wa (E) áwua 	bwage -bwáka -maka 	gũithia, -ikia 	kugwisha, kuguma 	igwa -tupa 	losa 		pimba 	kutakula																																																													
137	to tie 		kanga, zinga → ← 	+?	kakh, tsiñde (E) ákák, átsini 	bambige 	kanga, -zínga, -línga -boa, -kpakia -oha 	gutunga, kutunga (tie up) 	ku-zuila, ku-zingiliza (tie up), ku-funga (tie up) -funga 				kukasa, kujitika																																																													
138	to sew 		ku’ sum → ← sew	+++	tum, lṽi (E) átsûm, álúiñ 	rarige -sɔnɔ -phopha -tuma 	kusuma, kufuma 	ku-shona -shona 			kutunga	bangwa 																																																														
139	to count 		C-n-t ~ t-n-g	+-	lañ (E) álâŋ 	tale -tánga -tanga -gera 	kubala 	ku-peta -wanga, -hesabu (<arab) 	tanga 		kutanga	lánga, so̱nge̱le̱ 																																																														
140	to say 		Vose voice	++	zô (E) ádzó 	vose, tsingule -loba 	yɔnga -ura, -ĩra 	kuwila 	ku-longela -sema 	ta, tela 	kutúba 	kwala 	kuamba																																																													
141	to sing 		Jam ;)	+-	yè (E) áyee 	wimbile -yémba -emba -ina 	kwimba 	kw-imba -imba 	yimbila 	kuyímba 	kuimba	lo̱ngo̱ 																																																														
142	to play 		chess	+--	do abya (E) ádɔ abia 	sige, ikambi -sakana, -sana -njokoa -thaka 		-cheza 	sakana 		kuzangata	loko 																																																														
143	to float 		yee!	;)	yeñé, yeé (E) áyêŋ, áyéle 	riale, bwile -tetwa, -tepa -phoba 			-elea 			wongwa 																																																														
144	to flow 		kuller	-	sṽi (E) ási’i 		-dhidha -therera 		-tiririka 	kukula 																																																																
145	to freeze 		;)		0 (E) ávúébe 						-ganda 																																																															
146	to swell 		(s)welle	+++	fembe, vur (E) ávús 	wale (to extend), bwele (to augment) -vímba -bimba, -dhuia -imba 		ku-lulumka -fura 	vimba 	kuvímba 	kujimba																																																															
147	SUN	zô zua / riũa 	Sun / ray / ??	++ <<	nlô-sô, zô, vyè (E) nló, nnó dzó, vié 	ñangu 	mói 	mani 	riũa 	limi 	zua 	wéi, zua, riũa 	jua 	ntangu 	ntángu 	rikumbi																																																										
148	moon 	mo̱di songe 	Mond! Somna	++?	ñgon (E) (satellite) ngɔmndan, (month) ngɔn 	tsungi 	sánzá 	songe, (full) mpɛ á songe 	mweri 	ng'weji 	mwezi 	mo̱di 	mwezi 	ngonda 	ngóndo 	rieji																																																										
149	star 	sɛɛngɔa sonda 	senga, sonda 	?	ôtiti (E) otéteñ 	dibube (???) 	monzɔ́tɔ 	sɛɛngɔa 	njata 	sonda 	hnondo 	ngengeti 	nyota 	ntetembwa 	mbwetéte, ntetembo 	tetembua, nonoxi																																																										
150	water 	mása 	Mwasser mainz ibo 	++-	mezim (E) mendzím 	mambe 	mái 	ibo 	maĩ 	minzi 	manzhi 	madiba 	maji 	maza 	mása 	menha																																																										
151	rain 		^^	+-	mveñ (E) mveŋ 	mfule 	mbúla 	mbua 	mbura 	mbula 	mvula 	mbua 	mvua 	mvula 	mvúla 	mvúla																																																										
152	river 	mto rũũĩ 	mwater, rivui, ob™	+-	nlo, ôtôñ (E) osúiñ, otoŋ 	mujambe 	mái, ebale 	ɔba 	rũũĩ 	mongo 	mto 	mutibe 	mto 	m'koko, nzadi, n'to 	nzádi 	muanza																																																										
153	lake 		liva	-	éliba, ényeña (E) elíbá (<Galwa), atɔ̌k 		etíma, nzálé 	etuu 	iria 	nyanza 	bwawa 	ebudu 	ziwa 	zanga 	zánga 	rizanga																																																										
154	sea 		Main ^^		ntua, mañ (E) mâŋ (<Bulu) 	mubu 	mbú 	obenge 				munja 	bahari 	m'bu 	múbu 	kalunga																																																										
155	salt 				ñku (E) nkǔ 	musayi 	móngwa, mókpa 	mɔnɛi 	mũnyũ, cumbĩ 	munhu 	hyumvi 	wanga 	chumvi 	mungwa 	múngwa 	mongua																																																										
156	stone 			<<	akokh (E) akɔ́k 	dimañi (< Fr: diamant) 	libángá 	etae 	ihiga 	iwe 	jiwe 	dalé 	jiwe 	tadi 	ditádi 	ritari																																																										
157	sand 	senga 	~sand	++<	nsegha (E) nséga 	isièke, busièyi 	zɛ́lɔ 	mbume 	mũthanga 		misenga 	mukoko 	mchanga 	zielo 	munyenge 	kisekele, senga																																																										
158	dust 	nduñ  mfuiñ	dunst, fume	+-	mbulgé, nduñ (E) mbúlúk, mfuiñ 	kugumfu 	putulú 	gbɛɛkɛsɛ 	rũkũngũ, rubiri 	lububu 	mipukupuku 		vumbi 			fufu																																																										
159	earth 	vatsi ma-bele	terr~tĩri~kir~ci~soil	+--	si (E) sí 	butambe, vatsi 	mabelé 	nsɔdɔ 	(soil) tĩri, (the earth) thĩ, (wild) gĩthaka, (cultivated) mũgũnda 	si 	isi 	wase 	ardhi (< Arab), dunia (< Hindi), udongo (< Bantu) 	n'toto 	na tóto, na ínsi 	ixi																																																										
160	cloud 				ñkur (E) nkút 		lipata 	egugu 	matu, itu 	ilunde 	wingu 	diwindi 	wingu 	tuti 	ditútu 	rituta																																																										
161	fog 				ñkur (E) nkút 	dimungi 	londendé 	ebundu 				mbà 	ukungu 	dime 		múombe																																																										
162	SKY	Ju yó zúlu 	jupiter jove ciel 	++?	yô (E) yó 	julu 	likoló 	ego 	igũrũ, utheri (light, sky) 		mbingu, anga (light, sky) 	dibobe̱ 	uwingu, anga 	zulu 	zúlu 	riulu																																																										
163	wind 	√punge fuña ’vuñ	phonit wind	+++	mfuña, évuñle, ñkule (E) mfoŋa, evúŋu, nkɔɔ́ 	mupunge 	mompɛpɛ 	maiphianɔ 	rũhuho 	nyaga 	ubeho 	Ngo̱ , maim.phianɔ 	upepo 	mupepe 	mupepe 	kitembu																																																										
164	snow 	sino̱ ø O	Snow ;)	+++	0 (E) 0 							sino̱ 	theluji 	mvula mpembe 																																																												
165	ice 	ais 	ice	+++	0 (E) efén mendzím 			ibo adhɛdhɛ 				ais 	barafu 																																																													
166	smoke 	(z)maki / asht	(z)maki	++!	ôtura (E) otsíra 	nzumbili 	mólinga 	maki 	ndogo 	lyochi 	iyosi 	itutu 	moshi 	mwisi 	mwísi 	rixi																																																										
167	fire 	weya / mɔ́tɔ 	fire / m’hot	++?	ndôa (E) ndúan 	muji 	mɔ́tɔ 	nsa 	mwaki 	moto 	moto 	weya 	moto 	tiya 	tíya 	tubia																																																										
168	ash 	putulú asu!	pot’ash	+++	asu (E) asǔp 	mabufu 	putulú 	ebhu 				asu!	majivu 	bombe 	lifutu 																																																											
169	to burn 	ádzík kuaúla, kuoha	züna siede coal	+?	sikh (E) ádzík 	babile, ñenze, banze -pela, -zíka -sida, -sumba -cina 	kubaka 	okwaka -waka 	vya 		kuaúla, kuoha																																																															
170	road 		balabála:)		nsengé, nzoñ (E) nsénéŋé, ndzɔ́ŋ 	nzile 	balabála, nzɛlá 	aphe 	njĩra 			ngea 	njia 	nzila 	balabála, nzíla 	eviokelu, kikoka																																																										
171	mountain 	kĩrĩma ñkôl nkóó 	~KUR lima	+++	ñkôl (E) nkóó 	mukongu 	ngómbá 	mamba 	kĩrĩma 	lugulu 	mlima 	mudongo 	mlima 	mongo 		mulundu																																																										
172	red 	táné otana	Tan tain	++	évele (E) evéle 	riri -táné 	otana 			-ekundu 	mbwaki 	jola 	mbwáki 	uakusuka																																																												
173	green 	kijani 	~green	+ --	énenekh (E) mendza’á, meya’á 	-bésu 					kijani 	muso̱no̱ mw’eyadi 			uisu																																																											
174	yellow 		tain		atsṽi, mfôl (E) atsúíñ, mfoó 	-táne 					manjano 	muso̱no̱ mwa njabi 																																																														
175	white 	mpémbe ape vème 	白 bái alban vei.me	~	afum, éfumle (E) afúm, efúmele 	vème 	mpɛ́mbɛ 	abhu 	njeru, -erũ 	ape 	nzelu -eupe -mpêmbe 	sanga 	mpémbe 	kizela, njungu																																																												
176	black 	nsur nsút  mundo molílí	𒊹 𓐍 schwarz ⚸	⚸	nsur (E) nsút 		molílí, -índo -phiphi 	nduma njirũ, -irũ 	api 	titu -eusi -ndômbe 	ndómbe 	mundo 	xikelela																																																													
177	night 	mukolu kilo	alun≠ilum ⚸	⚸	alu (E) alú 	mukolu 	butú 	kipha 	ũtukũ 	bujiku 	ikilo 	bulú 	usiku 	mpimpa 	mpímpa, pípa 	usuku																																																										
178	day 	Mokɔlɔ mǒseku	illum esun	???	mô (E) mǒs 	ilumbu 	mokɔlɔ, mói 	esa 	mũthenya 	lushigu 	siku 	búńa 	siku 	lumbu 	lúmbu 	kizua																																																										
179	year 	(sa)mbú  mwaka 	Wake ~ woche/wende	+?	mbu (E) mbú 	ilime 	mbúla, mobú 	saga 	mwaka 	ng'waka 	mwaka 	mbú 	mwaka 	mvula 	mvúla 	muvu																																																										
180	warm 	koto moto 	chaud m’hot	+	ayôñ (E) ayôŋ 	-tɔkɔ 	ajo -oto 	koto 	moto 	moto 	tiya, kiungila 	koto 		kiatema																																																												
181	cold 	baridi beho 	brr 北 běi		avo, avwé (E) avóeñ 	yotsi 	mpíɔ 	adhɛdhɛ -heho 	mbeho 	beho 	baridi 	mulo̱lo̱ko̱ 	kiozi, nzizi 	madídi, kyósi 	mbámbi, nototo																																																											
182	full 	má mɛké lelévi 	much levi	+	abôm, nzèa (E) abôm, ndzéán 	lelévi 	má, mɛké 	áotuma, kuta -ũra -suga, kokala -mema -jaa, -shiba -zala 		izala, xikixiki		londi 																																																														
183	new 	nyone 	neuen	++	mfifi, nẑumé, nyone (E) mfefeñ, eyɔŋ 		sika 	andende 	njerũ -pya 	-pya -mpa 	malumálu -obe	peńa njerũ 																																																														
184	old 	√kũrũ ngũru kulukulu	Hiero gero cold	+++	nnôm (E) nnǒm 	inunu 	kala 	ngbɛga 	ngũru, -kũrũ 	kulukulu 	kulukulu -zee -ntama, -nkulu 	bodun 	táma -okulu																																																													
185	good 	mbeñ 	bien bom	+++	mvè, mba, mbeñ (E) mvɛ̂ñ, mvo’é, mbeŋ 	bweji (fine) 	kitɔ́kɔ, malámu 	anja -ega 	awiza 	mwema -ema -mbote 	mbóte, kilengi 	bwam 	kiauaba																																																													
186	bad 	mbé 	beh!	++	mbi (E) mbé 	mwifi 	mabé 	ajede -ũru 	ibi 	kiha -baya -mbi 	ímbi 	bobe 	ukola																																																													
187	rotten 	ébol buthu …	evil, badz	++	ébol (E) ebɔɔ́ 	-pɔlɔ 	-buthu 	ibozu 	dibovu -bovu -bola 		kiabolo																																																															
188	dirty 	chafu 	chaff	…?	mvîn (E) mvin 	mwinzi -bébisa 	nkiki 	(dirt) gĩko 		-chafu 	mvindu 	mbindo 		xiri																																																												
189	straight 			…-	tetele, sôsôe (E) tételé, sósoó 		alimá 	-rũnga 	gugolola 	golosa -nyofu -singama 		sim 	madilu																																																													
190	round 		kílíkílí 	√+	mvîghde (E) mvígélé 		kílíkílí 	mpɛ 	thiũrũrũka 	kwiyungula -zungulusa -duara -vindumuka 		tengiledi 	mbumbulukutu																																																													
191	sharp (knife) 				akap, avôl, nẑô (E) akáp, avóó, nsɔ́nán 	mengu -pela 	aophea 	ũhĩga -giha -nola -kali, -koa 																																																																		
192	blunt (knife) 				atul (E) atǔ 	-túnú 		ritũ, nditũ 	ito 	dibanza 	dugi 				kifofo																																																											
193	smooth 				ékokon (E) ekokɔn 		patátálú, sɛ́lisɛ́li 	gbɛdɛmana -nyoroka 		-laini 				kibombe																																																												
194	wet 				mbara (E) mbara 	botse (moisten) 	pɔlɔ 	dhɛka 	ihũga, -conjorira -lobo -doda -nyevu, -lowa -bola 	kupola, kubola -atalala, zobototo																																																																
195	dry 				ñkôr, mvum (E) nkór, mvǔm 	gumuse -kauka 	ɔma 	nyũmũ, -ũmũ 	njumu 	inyala -kavu -yuma 		anji 	tanda																																																													
196	correct 	te sahihi 	tja true sei! Si	+?	te (E) tételé 	anane 	alimá, malongá, sémba, sɛló 	doni 					sahihi 																																																													
197	near 	bi	bei!	++	bi, feñ (E) bebɛñ 	béli 	mpɛmbɛ́ni 	bhibhi 	hakuhĩ 	Bihi 	habehi 	be̱be̱ 	karibu -mbela 	penepene 	mbanji																																																											
198	far 	vale 	~	…	ôyap (E) oyǎp 	vale 	mosíká 	danga 	haraya 	kule 	kutali 	etum 	mbali 	ntama, -ntaku 	ntáma 	tá																																																										
199	right 	Yom / ũrio 		<<	meyôm, kô (E) meyôm 	mabale 	mobáli 		ũrio 	kubulyo 			kuume 	lubalkala 	bakála 	madilu																																																										
200	left 	Yal / wasi		<<	meyal, ka (E) meyáá 		mwásí 		ũmotho, gũtigara (be left over) 	gusaga (be left over) 	kisigala (be left over) 	dimo̱se̱ 	kushoto 	lumonso 	kénto 	kiasu																																																										
201	at 	e á, ó om ombu 	Aux à in nah anbei	++	e (E) á, ó 	omu, ombu 	o, na 	na 					pa 	ku, kuna 																																																												
202	in 	e, été; á, ó ntéi	Aux en/nah ante bei	+++	e, éti (E) été; á, ó 	na 	na káti, o ntéi 	(inside) subi 				o 	bi, fi 	mu 	na káti 	ku																																																										
203	with 	ye, nge, Mbu	Y, an(d), mwith	+?	ye, ba (E) ya, ye, ne; nge; bá 	omu, ombu 	na 	n’, na 	na 			na 	na 	ye 	na 	ni																																																										
204	and 	ye, nge, mpé 	Y, an(d), mwith	++	ye, ba, ve (E) ya, ye, ne, bá, fe 	na 	mpé 	n’ 	na 			na 	na 	ye 	na 																																																											
205	if 	sɔ́kɔ́, sɔ́kí, se	si sei …	+-	kagha, ñgî (E) ngé 		sɔ́kɔ́, sɔ́kí 	ambe 	ongorũo, akorũo, korũo, kana 			te̱ 	kama 	vo 		se																																																										
206	because 	nane, kwa	Nam, kwar	+--	toghe na (E) amú náá 	nane, dibandu 	zambí 	ka nyɔngɔ nde 	amu, nĩ gũkorũo, nĩ ũndũ, tondũ 			ońola 	kwa kuwa, kwa sababu (ya) 	kadi 		mbata, mukonda																																																										
207	name 	dine lina / zina / tag	line? Sign / tag	+?	zṽi [ʣyi] (E) dzúiñ 	dine 	nkómbó 	ina 	rĩĩtwa 	lina 	tagwa 	dina 	jina 	nkumbu, zina 	nkúmbu 	jina																																																										
																																																																										
																																																																										
	six	Isithupa	'It is the thumb'.																																																																							
	sieben	Isikombisa																																																																								
		Kune	Together : unite:																																																																							
	1	Kunye    	'It is one'																																																																							
	10	Ishumi	Shimn ~ ten																																																																							
	11	 Ishumi Na Nye	ten and one																																																																							
	Eight 8	nane																																																																								
	Nine 9	tisa																																																																								
	Ten 10	kumi																																																																								
																																																																										
																																																																										
List 2																																																																										
№ 	English 				Luhya 	Rwanda 	Rundi 	Chokwe 	Lunda 	Luba-Kasai 	Bemba 	Luganda 	Tonga (Malawi) 	Chichewa 	Yao 	Makhuwa																																																										
1	I 		anje, je.we		ndi 	jye, jyewe, jyeweho 	jewe, jeho, je, nānje 			ndi, n- 	ine 	nze 		ndi- 	nne 																																																											
2	you (sing) 		a’sie, vous		esie 	wowe 	wewe, weho 			u- 	iwe 	ggwe 		iwe 	waawo 																																																											
3	he 		hye		ye 	we 	we, wewe 		-ye 			ye 	a, iye 	veleo, mwaanjawo 																																																												
4	we 		we 		efwe 	twebwe 	twebge, tweho 			twêtu 	ifwe 	ffe 		ife 	uwe 																																																											
5	you (pl) 				enywe 	mwebwe 	mwebge, mweho 			nwênu 	imwe 	mmwe 		inu 	nmwe, mmwe 																																																											
6	they 				ba- 	bo, ba- 	ba- 		bà- 			bo 		iwo 	vanyawo, vanyao, vaanganya 																																																											
7	this 				shino 	aha, aka, iki, iri, ubu, uku, uru, uyu, aya, iyi 	uyu 			ako, abu 		ono, luno, kino, eno 		uyu, awa, uwu, iyi, ichi, izi, ili, aka, iti, apa, uku, umu 	p-eleepa, kweleeku, iyi, ciici aci, ciici, awu wuteende-wu, a-wu, a-pa, a-lu, a-ku 																																																											
8	that 		-atsana (abatsana, akatsana, efiatsana, etc.) 		aho, ako, icyo, iryo, uko, urwo, uwo 	uwo, urya, uriya, uno, wa, nya 			ààa 			nti, oyo (person), ekyo (thing) 	uyo, awo, uku, poti, pakuti, muti, kuti, iyo, ako 	a-po, a-cila, a-co, a-dila, a-dyo, a-jila, a-jo, a-jula, a-kala, a-ko 																																																												
9	here 				ano, eno 	aha, hano, ino 	aha, hano, ino, ngaha 			apa, pànu 	hapa 	wano 		pano, kuno, muno 	p-eleepa, p-eepano, papapapepa, panopano, kunokuno, a-pano, a-pa, apa, a-kuno, a-ku 																																																											
10	there 				aho, eyi, eyo, -ho 	aho, -yo, -ri, -ho, -mo 	aho, ngaho 			amu 	kulya 	eyo, awo 		apo, uko, umo, paja, kuja, muja 	p-eleepo, peepala, palapala, kulakula, a-po, a-pala, a-kula, akula, a-ko 																																																											
11	who 		™ <> pronouns!			nde? 	nde? 			nganyì 		ani? 		amene 	vaani, vaa, -ani 																																																											
12	what 		Que? ++		shi? shina? 	iki?,-ki? 	iki? 			cinganyì 		ki? 			cicii, chichi, -api 																																																											
13	where 		wo?		ewa -he? -hehe? aho 	hehe? he? aho 			kwěpì 	kwisa 		wa? 	mmene, pamene, kumene 	kuweesi 																																																												
14	when 		at.time?		lina? olwa 	ryari? ubwô 	ryari? aho, iyo, ni 			bunshi 		ddi? nga 		pamene, m’mene, po- 	nkuti, caaka ci 																																																											
15	how 		ukou-rye? shinga -te? uko, ukuntu -te? uko, uku-ntu, ingene, ubugene 				munyì 		-nji 	wudi, -ati udi 		ate? 																																																														
16	not 		anti ata  a.thi si-		ta 	nta, si 	nta, ata, si 			cidi 		nta, ata, si 		si 	ngati 																																																											
17	all -onna 				-ònso 	onse 	-nse 	wose, koose 				on (n plural) tous!-osi, tulu -ose, -se -ōse 																																																														
18	many -ngi 					cyanga 		-mbiri 	yejinji, -jiinji 			menge!-inji -inshi iînshi -inshi 																																																														
19	some 		[s]mwe bamwe-		-mye, -mwe -mwe 			bàmwè 		-ngapo 																																																																
20	few 		kein vs ni-kein!-titi, -tutu -ke, -keya -ke, -keya, -kenya 				kanyìkanyì -céép- 	-ena, -chepa -noondi, -nnoono, -naandi 																																																																		
21	other -lala 				-ǹga -ilya 	-ina, -ja 						andir!!-ndi -ndi -ndi 																																																														
22	one 		1.: me-lala 		limwe -mwe 	káxi -mu -mwe 	cimoo -mwi 	chimodzi -mo, chinpepe 	èmózà			emu 																																																														
23	two 		bi -bili 		kabili -biri, evyiri 	kári -yedi -bìdì 	fibili -bili 	ziwiri -vidi, ivili 	píli			bbiri 																																																														
24	three 		thart tarud!-taru 		gatatu, -hatu -tatu, esheshatu 	tátu -satu -sàtù 	fitatu -tatu 	zitatu -tatu, itatu 	tháru			ssatu -taru 																																																														
25	four 		nil@Ural/Drawian-ne 		kane, yine -ne, ennye 	uana -ni -naayi 	fine -ne 	zinai -cece, ncece, mcheche 	xéxè			nnya 																																																														
26	five 		Tetranu! 1+4-raano -tanu, -hanu -tānu, eshānu 		mu-tânu -taanu -taanu 	fisano -sanu 	zisanu -saano, nsaano, nsano 	tânu				ttaano 																																																														
27	big -nene 				-nène -kúl- 	-kulu 	wukulu, -kula 					-khongo -nini -nini 																																																														
28	long -adde, -azze, wanvu 				-le -leep- 	-tali 	uleu, -leewu 					-rambi -re-re -re-re 																																																														
29	wide -gazi 					-sáálal- 	-takata, -lifupi -telekula 					-bambalifu -gari -gari 																																																														
30	thick -adde, gevvu 					cyuluulu -shin- 	-khathamira, -limbirapo, -khuthala, -chindikala -kweeva, -gagaatala, -kaandapala, kwimbala (fat, thick) 					-khomefu -nini -nini 																																																														
31	heavy -zito 		ku-remēra, ku-riba 			-jitu -lem- 	-lemera -sito 					-siro -kuremera, -kuremerwa 																																																														
32	small -tono 				-nci -céép-; -nóóno 	-ng’ono 	unondi, -noondi, -nnoono, -naandi 					-titi, -tutu -to, -toya -to, -toya, -tonya, -toto 																																																														
33	short -mpi 				-ìpì -ípip- 	-fupi 	wiipi, -jiipi 					-imbikiti -gufi -gufi, -gufiya, -gufinya 																																																														
34	narrow -fundaze 		gu-pfungānya 						-chepetsa, -siyana maganizo 	penupenu, -tona, -vijikana 		-nyerere -gufungana 																																																														
35	thin -kogga 				-nte, -lèula, -sulàme -pap-, -ónd- 	-pyapyala, -onda 	lipuuta, -sololoka, -pwa 					-to -to, -toya -to, -to-to, -toya, -tonya 																																																														
36	woman 		Womu-gynse göre		omukhasi 	umugore [umugorê] 	umu-gore 			mukàjì 	úmwanákáshí 	omukazi 		mkazi, mayi 	vammasyeto, vakongwe 																																																											
37	man 		Human-sir		omusatsa 	umugabo 	umu-gabo 			mulùme 		omusajja 		mwamuna 	va-kuunganya 																																																											
38	human 		Human-tous! Tout-monde		omundu 	umuntu [umuuntu] 	buntu 	uBin adamu	Ubuntu	muntu 	umuntu 	omuntu 		munthu 	wu-muundu 																																																											
39	child 		Homm-WAN@… !		abana 	umwana [umwâana] 	umw-āna 			mwâna 	úmwaná 	omwana 		mwana 	mwanache, mw-aanace 																																																											
40	wife 		Homo-giarl;)		mukha 	muka [mukâa] 	muka 			mukàjì 	úmukáshí 	omukyaala 		mkazi 	vankwao 																																																											
41	husband 		Homm-… ?		omukhwe, omusatsa 	umugabo 	umu-gabo, umu-gēnzi 			mulùme 	úmulúmé, úmwaúmé 	omwaami 		munthu 	valume, va-alume 																																																											
42	mother 		mama		mama 	mama [maamâ] 	māma, māwe 			ciimaamù 	maayó 	maama 		mayi 	amao, maama 																																																											
43	father 		papa, dady ++		papa 	data [daatâ] 	dāta, dāwe 			pàpâ 	taatá 	taata 		tate 	atati, n-taati, baaba, v-eese 																																																											
44	animal 		Nnyamal ++		isolo 	inyamaswa [inyamâaswa] 	kw-ūhīra 			nnyama 	innama 	ensolo 		nyama 	chijama, ci-nyama 																																																											
45	fish 		𓇋𓆛𓈖 !!  hai’fi[sh]  im-shipa		inyeni 	ifi [ifî] 	i-fi 			mushipa 	ísábí, icibomba, impifu, umushipa 	eky'enyanja 		nsomba 	somba, soomba 																																																											
46	bird 		<> animal, 鸟 niǎo, lil! Yeun		liyoni 	inyoni 	iki-guruka, in-yoni (little ones) 			nnyuunyu 	icuuni; (robin) umwanya 	ennyonyi 		mbalame 	chijuni, ci-juni 																																																											
47	dog 		em.bäll  em.bwau		imbwa 	imbwa [imbwâ] 	im-bwa 			m̀bwa 	ímbwá 	embwa 		galu 	nanbwa, n-bwa 																																																											
48	louse 				indaa 	inda [indâ] 	in-da 			lukùsù 	índá 	enkukunyi 		nsabwe 	njipi, n-jipi 																																																											
49	snake 				inzokha 	inzoka [inzôka] 	in-zoka 			nnyòka 	ínsóká 	omusota 		njoka 	lijoka, di-ijoka 																																																											
50	worm 				inzokha 	inzoka, umunyorogoto (earthworm), urunyo (maggot) 	in-zoka, igi-kogoshi (earthworm), igi-kāngaga (tapeworm) 			cîshiishi 	umwambo 	olusiringanyi 		nyongolotsi, litsipa (tapeworm), msundu 	di-nyoongolosi 																																																											
51	tree 		MUS, ESCHE<IGI.tree			igiti [igitî] 	igi-ti 			mucì 	icímutí, iciíbá 	omuti 		mtengo 	chitela, ci-koloongwe 																																																											
52	forest 		esche,birke		omutsuru 	ishyamba [ishyaamba] 	iki-bira 			dibèsè 		ekibira 		nkhalango 	lipuluulu, wu-kweeti, n-situ 																																																											
53	stick 				olusala 	inkoni 	igi-ti 			mukwasa 	umútambú 	akati 		ndodo 	ntindiso, m-puuto 																																																											
54	fruit 				eshiamo 	imbuto [imbûto] 	ic-āmwa, imbuto 			cimuma 	ícitwálo 	ekibala 		chipatso 	isogosi, ci-sogosi 																																																											
55	seed 				imwo 	imbuto [imbûto] 	im-buto, uru-tete 			dimiinu 	ulusoke, úluséké, úlubútó 	ensigo 		mbewu, njere, mbuyi, mbuyu, nthanga 	mbeju, n-beju, n-beeca 																																																											
56	leaf 				lifafu, lisafu 	ikibabi 	i-babi, iki-babi 			dyânyi 	ibuula 	ekikoola 		tsamba, dzani 	lisamba, lisaamba, di-saamba 																																																											
57	root 				omurombo 	umuzi 	umu-zi, igi-shitsi 			muji 		omulandira 		muzu 	mchiga, n-ciga 																																																											
58	bark (tree) 				likhoba 	ikirere [ikireere] 	igi-shishwa 			cipusu 	umushike, umukwa 	olubugo 		kowola 	likuungwa 																																																											
59	flower 				eshimuli 	indabyo, ururabyo [ururâbyo] 	i-shurwe 			cilòngò 	iluba 	ekimuli 		duwa 	liua, di-luuva 																																																											
60	grass 				obunyasi 	icyatsi [icyaâtsi], ubwatsi (pasture) 	ivy-ātsi, ubg-ātsi 			bîlu 	ícaaní, ulweo 	omuddo 		udzu 	manyasi, ma-nyasi 																																																											
61	rope 				omukoye 	umugozi 	in-goyi, umu-gozi, umu-zana 			mukòsà 	umwando 	omuguwa 		chingwe 	lu-koonji 																																																											
62	skin 				likhoba 	uruhu 	uru-hu, uru-koba, uru-sāto 			dikòbà 	ímpapa, (hide) inkanda 	olususu, omubiri, eddiba (animal) 		khungu 	lipende, likova 																																																											
63	meat 				inyama 	inyama 	iny-āma 			nnyama 	innama 	ennyama 		nyama 	nyama 																																																											
64	blood 				amabanga, amalasire, amatsayi 	amaraso [amarâso] 	amaraso 			mashi 	umulopa 	omusaayi 		magazi 	miasi, my-aasi 																																																											
65	bone 				likumba 	igufwa [igûfwa] 	i-gufa 			cifùpa 	ífúpá 	eggumba 		fupa 	liupa, di-iwupa 																																																											
66	fat (n.) 				amanulu 	amavuta [amavûta], ikinure 	i-tōto, ibi-mure (meat) 			dìfutà 	ámafútá 	amasavu 		mafuta 	mauta, ma-wuta 																																																											
67	egg 				libuyu 	igi 	iri-gi, i-gi 			diyi 	íliní 	eggi 		dzira 	lindanda, di-ndaanda, di-jeele 																																																											
68	horn 				eshitsiriba 	ihembe 	i-hēmbe 			lusèngu 	úluséngó 	omulere (music), engombe (sound) 		nyanga, liphondo, lipenga 	livengwa, n-seengo 																																																											
69	tail 				omushinga 	umurizo 	umu-rīzo 			mukìla 	úmucílá 	mukira 		mchira 	mchila, n-cila 																																																											
70	feather 				omwiro 	iryorya 	i-ryōya 			lusàlà 	ilingala 			nthenga 	di-nyuunya 																																																											
